EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,LiveBallTurnoverPct,DefFTReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFGM,LongMidRangeAssists,NonShootingPenaltyNonTakeFouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Offensive Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefThreePtReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,SecondChanceTurnovers,Loose Ball Fouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,LongMidRangePctBlocked,BadPassSteals,BlockedShortMidRange,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,Corner3FGA,SecondChanceFtPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,AtRimAssists,OffThreePtRebounds,Assisted3sPct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,Corner3Frequency,Arc3PctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,SelfOReb,Technical Free Throw Trips,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Travels,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,PenaltyCorner3FGM,BlockedLongMidRange,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,HeaveAttempts,BlockedCorner3,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,Clear Path Fouls,HeaveMakes,OffensiveGoaltends,team_id,year,season,team_vs
128-1521-178-1900-252,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, Quincy Lewis, Karl Malone","Benoit, Vaughn, Polynice, Lewis, Malone",128-1521-178-1900-252,UTA,92.0,1,2.0,-3.0,3.0,3.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,93.91304347826086,14.333333333333334,16.333333333333332,14.333333333333334,16.333333333333332,1.0,0.39045,0.39045,1.0,20.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,False
128-1521-178-2052-252,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, DeShawn Stevenson, Karl Malone","Benoit, Vaughn, Polynice, Stevenson, Malone",128-1521-178-2052-252,UTA,104.0,1,2.0,1.0,3.0,4.0,3.0,4.0,7.0,1.0,2.0,,2.0,1.0,2.0,,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,96.92307692307692,12.0,17.0,12.0,17.0,0.5,0.3976,0.3976,1.0,12.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,False
128-1521-178-2052-330,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, DeShawn Stevenson, Danny Manning","Benoit, Vaughn, Polynice, Stevenson, Manning",128-1521-178-2052-330,UTA,103.0,2,2.0,-6.0,4.0,4.0,1.0,1.0,8.0,2.0,2.0,,2.0,8.0,,,,,,,,,2.0,,1.0,0.5,,,,,111.84466019417476,14.5,11.25,14.5,11.25,1.0,0.39255,,,18.25,0.25,,,1.0,,2.0,1.0,1.0,,2.0,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.5,,0.5,,1.0,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,False
128-1521-178-2052-923,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, DeShawn Stevenson, Donyell Marshall","Benoit, Vaughn, Polynice, Stevenson, Marshall",128-1521-178-2052-923,UTA,103.0,1,2.0,-3.0,4.0,4.0,,,8.0,,,1.0,1.0,4.0,,,,1.0,2.0,2.0,2.0,,1.0,,,0.5,,1.0,1.0,,111.84466019417476,11.75,14.0,11.75,14.0,,,,,,,,,,,,,,,,,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,False
128-1521-178-252-317,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, Karl Malone, John Starks","Benoit, Vaughn, Polynice, Malone, Starks",128-1521-178-252-317,UTA,431.0,3,7.0,-7.0,13.0,13.0,8.0,7.0,26.0,2.0,9.0,,9.0,16.0,5.0,,5.0,2.0,4.0,6.0,,,7.0,5.0,8.0,0.375,0.35714285714285715,0.6666666666666666,0.75,,86.8677494199536,18.923076923076923,14.23076923076923,18.846153846153847,14.0,0.16666666666666666,0.45393750000000005,0.4584357142857143,0.5555555555555556,6.388888888888889,0.6153846153846154,,2.0,3.0,1.0,,,,,,1.0,2.0,2.0,3.0,1.0,1.0,5.0,,,0.3333333333333333,0.2,0.375,0.35714285714285715,0.6666666666666666,1.0,1.0,0.16666666666666666,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,0.5,,,,,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,1.0,0.25,0.2222222222222222,0.4,0.3333333333333333,0.2857142857142857,0.5,0.5,1.0,0.4166666666666667,0.6,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,0.2857142857142857,0.5,0.2857142857142857,0.5,0.6666666666666666,0.3333333333333333,0.5444,0.2222222222222222,25.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,False
128-1521-178-252-935,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, Karl Malone, Bryon Russell","Benoit, Vaughn, Polynice, Malone, Russell",128-1521-178-252-935,UTA,128.0,1,2.0,-1.0,4.0,4.0,,4.0,8.0,2.0,3.0,,5.0,6.0,,,,1.0,1.0,1.0,,,5.0,,,0.625,,1.0,1.0,1.0,90.0,17.25,14.75,17.25,14.75,0.5,0.4398,,,16.466666666666665,,,1.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,0.625,,,,,0.25,,,,1.0,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,2.0,3.0,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,0.25,0.3333333333333333,,,,,,,,,,0.25,1.0,1.0,,,,,,,0.25,1.0,,,24.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,False
128-1521-178-317-923,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, John Starks, Donyell Marshall","Benoit, Vaughn, Polynice, Starks, Marshall",128-1521-178-317-923,UTA,86.0,1,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,6.0,,,,2.0,1.0,6.0,6.0,2.0,1.0,1.0,,,,66.97674418604652,27.5,15.5,27.5,15.5,0.5,0.4694,0.4694,1.0,14.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.25,1.25,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,0.5,,,,,,,,,,,0.5,1.0,1.0,,,,,0.5,1.0,0.5,1.0,,,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,False
128-1521-178-317-935,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, John Starks, Bryon Russell","Benoit, Vaughn, Polynice, Starks, Russell",128-1521-178-317-935,UTA,306.0,1,5.0,-8.0,10.0,10.0,3.0,2.0,20.0,5.0,9.0,,4.0,12.0,2.0,,2.0,1.0,1.0,2.0,,,2.0,2.0,3.0,0.2,0.3333333333333333,1.0,1.0,,94.11764705882354,18.8,11.8,17.7,11.8,0.5,0.468855,0.5763833333333334,0.5,13.155555555555557,0.3,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,,1.0,1.0,1.0,,1.0,1.0,0.5,0.5,0.2222222222222222,0.5,0.2,0.3333333333333333,1.0,,1.0,0.2,0.5,1.0,,1.0,1.0,,0.2,0.25,1.0,,,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,2.0,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,2.0,,,1.0,,3.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,0.1,0.3333333333333333,0.5,0.14285714285714285,0.125,,,,0.2,,,0.1,,,,,0.3333333333333333,,0.3333333333333333,,0.3,,0.3811,0.5,24.4,0.2,1.0,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,False
128-1521-178-330-935,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, Danny Manning, Bryon Russell","Benoit, Vaughn, Polynice, Manning, Russell",128-1521-178-330-935,UTA,143.0,4,2.0,5.0,6.0,5.0,5.0,3.0,11.0,,4.0,2.0,9.0,4.0,3.0,2.0,9.0,2.0,3.0,6.0,2.0,1.0,5.0,9.0,5.0,0.5625,0.75,1.0,1.0,,110.76923076923077,16.333333333333332,9.0,16.166666666666668,9.0,,0.5406428571428571,0.52094,1.0,1.675,0.8333333333333334,,1.0,2.0,2.0,4.0,2.0,3.0,,7.0,1.0,,,1.0,1.0,,,1.0,1.0,0.5,0.6666666666666666,0.5,0.7,,1.0,1.0,0.14285714285714285,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,,,,2.0,1.0,1.0,2.0,3.0,,,,,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,1.0,0.42857142857142855,0.25,0.3333333333333333,1.0,0.75,1.0,1.0,,0.42857142857142855,0.6666666666666666,1.0,0.2857142857142857,0.5,0.5,1.0,1.0,0.4,1.0,0.4,0.5,0.8571428571428571,0.5,0.68,0.4444444444444444,24.266666666666666,,,1.0,,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,False
128-1521-178-923-935,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, Donyell Marshall, Bryon Russell","Benoit, Vaughn, Polynice, Marshall, Russell",128-1521-178-923-935,UTA,126.0,1,2.0,1.0,4.0,4.0,,4.0,8.0,1.0,3.0,,5.0,4.0,,,,1.0,1.0,2.0,,,5.0,,,0.625,,1.0,1.0,1.0,91.42857142857143,19.0,12.5,18.5,12.5,0.25,0.4761625,,,6.966666666666666,,,1.0,1.0,,2.0,1.0,2.0,,5.0,,1.0,1.0,1.0,,,,1.0,1.0,0.3333333333333333,,0.625,,1.0,,,0.25,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,0.25,,,0.5,0.5,,1.0,,0.25,,,,,,1.0,,,,,,0.5,,0.5415,,23.1,,,,,,,1.0,,3.0,1.0,,,,1.0,,,,0.25,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,False
