EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFtPoints,SecondChancePoints,FTOffRebounds,OffRebounds,Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceTsPct,OffFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,DeadBallTurnovers,BlockedLongMidRange,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,OffTwoPtRebounds,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffLongMidRangeReboundPct,Loose Ball Fouls,Offensive Fouls,Defensive 3 Seconds Violations,PtsUnassisted3s,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,ShortMidRangeAssists,DefThreePtRebounds,ShootingFouls,BlockedShortMidRange,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,Steals,LostBallSteals,BadPassTurnovers,DefCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,Corner3FGA,SecondChanceCorner3FGA,Fg2aBlocked,FTDefRebounds,SecondChanceTurnovers,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,Technical Free Throw Trips,ShortMidRangePctBlocked,OffAtRimReboundPct,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFg2Pct,SecondChanceEfgPct,SelfOReb,LostBallOutOfBoundsTurnovers,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,DefensiveGoaltends,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,BadPassSteals,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,LongMidRangePctBlocked,Travels,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,LongMidRangeAssists,3SecondViolations,SecondChanceFg3Pct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
128-1521-178-252-935,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, Karl Malone, Bryon Russell","Benoit, Vaughn, Polynice, Malone, Russell",128-1521-178-252-935,UTA,190.0,2,3.0,2.0,5.0,6.0,5.0,5.0,11.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,4.0,2.0,3.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,6.0,5.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6,0.6,0.25,0.5,0.5,0.5,0.5,83.36842105263159,14.0,20.0,14.0,19.833333333333332,0.5,1.0,1.0,0.5,0.25,0.25,0.5,1.0,0.25,0.75,0.504875,0.504875,1.0,3.033333333333333,24.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,True
128-1521-178-304-330,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, John Stockton, Danny Manning","Benoit, Vaughn, Polynice, Stockton, Manning",128-1521-178-304-330,UTA,46.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,1.0,1.0,,2.0,4.0,5.0,1.0,1.0,,2.0,4.0,,2.0,,,,,,,,1.0,2.0,1.0,,,,2.0,4.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,125.21739130434781,16.5,6.5,13.5,6.5,,,,,,,,,,,0.2448,0.2448,1.0,20.6,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,True
128-1521-178-330-935,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, Danny Manning, Bryon Russell","Benoit, Vaughn, Polynice, Manning, Russell",128-1521-178-330-935,UTA,79.0,1,1.0,1.0,3.0,3.0,3.0,,6.0,,,,,1.0,1.0,1.0,,1.0,1.0,,3.0,2.0,,1.0,1.0,,3.0,,,1.0,,1.0,,3.0,1.0,1.0,1.0,,,,,,3.0,3.0,3.0,,,,,0.75,0.75,0.75,0.75,0.5,1.0,1.0,1.0,,109.36708860759494,10.333333333333334,16.0,10.333333333333334,16.0,,,,,0.5,0.5,,,0.5,0.5,0.461425,0.461425,1.0,4.5,24.3,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,True
128-1521-178-923-935,1610612762,"David Benoit, Jacque Vaughn, Olden Polynice, Donyell Marshall, Bryon Russell","Benoit, Vaughn, Polynice, Marshall, Russell",128-1521-178-923-935,UTA,68.0,1,1.0,2.0,2.0,3.0,2.0,,5.0,,,,,1.0,,,1.0,1.0,,,2.0,,1.0,1.0,,,2.0,,2.0,,,,,,1.0,1.0,1.0,,,1.0,,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.5,0.5,,,105.88235294117648,9.5,16.333333333333332,9.5,15.666666666666666,,,,,1.0,,,,,,0.3746,0.3746,1.0,5.9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,True
128-1521-180-252-330,1610612762,"David Benoit, Jacque Vaughn, John Crotty, Karl Malone, Danny Manning","Benoit, Vaughn, Crotty, Malone, Manning",128-1521-180-252-330,UTA,59.0,1,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,2.0,4.0,2.0,1.0,2.0,,2.0,4.0,2.0,,,1.0,1.0,1.0,2.0,,,1.0,3.0,,,,,3.0,4.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,,,,,,97.6271186440678,13.5,16.0,13.5,16.0,0.5,1.0,1.0,1.0,0.5,,0.5,1.0,,0.5,0.4423,0.4423,1.0,6.95,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,0.5,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,True
128-1521-180-252-935,1610612762,"David Benoit, Jacque Vaughn, John Crotty, Karl Malone, Bryon Russell","Benoit, Vaughn, Crotty, Malone, Russell",128-1521-180-252-935,UTA,95.0,1,2.0,-3.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,,1.0,,3.0,3.0,6.0,,1.0,,3.0,3.0,,,,,,,,,,1.0,4.0,2.0,,,,1.0,3.0,2.0,,,,,,,0.5,0.5,,,,,,60.631578947368425,12.5,35.0,12.5,35.0,,,,,,,,,,,0.3917,0.3917,1.0,19.7,,1.0,1.0,,1.0,2.0,2.0,,1.0,,,1.0,,1.0,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,True
128-1521-252-304-330,1610612762,"David Benoit, Jacque Vaughn, Karl Malone, John Stockton, Danny Manning","Benoit, Vaughn, Malone, Stockton, Manning",128-1521-252-304-330,UTA,71.0,1,1.0,,2.0,3.0,,,5.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,101.40845070422534,13.5,14.666666666666666,13.5,14.666666666666666,,,,,0.5,0.5,,,,0.5,0.459425,,,9.5,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,True
128-1521-252-317-923,1610612762,"David Benoit, Jacque Vaughn, Karl Malone, John Starks, Donyell Marshall","Benoit, Vaughn, Malone, Starks, Marshall",128-1521-252-317-923,UTA,92.0,1,2.0,2.0,3.0,3.0,,,6.0,,,,,2.0,,,1.0,2.0,,2.0,4.0,2.0,,,,,,,2.0,,,,,,2.0,2.0,2.0,2.0,,,,,4.0,,,,,0.5,,0.5,,0.6666666666666666,,,1.0,1.0,,1.0,93.91304347826086,15.333333333333334,15.333333333333334,15.333333333333334,15.333333333333334,,,,,1.0,,,,,,0.3825,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.5,0.5,,,1.0,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,True
128-1521-252-330-935,1610612762,"David Benoit, Jacque Vaughn, Karl Malone, Danny Manning, Bryon Russell","Benoit, Vaughn, Malone, Manning, Russell",128-1521-252-330-935,UTA,192.0,3,3.0,-3.0,7.0,6.0,5.0,6.0,13.0,1.0,2.0,1.0,2.0,,,,1.0,3.0,,7.0,9.0,12.0,1.0,3.0,,3.0,5.0,,2.0,,,,,,1.0,1.0,1.0,7.0,1.0,,,,9.0,5.0,5.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.625,,1.0,1.0,,,97.5,15.142857142857142,14.333333333333334,15.142857142857142,14.333333333333334,0.6666666666666666,0.5,0.5,,,,0.6666666666666666,0.5,,0.6666666666666666,0.46976666666666667,0.46976666666666667,0.5555555555555556,5.333333333333333,,0.7142857142857143,,,1.0,,,,,4.0,3.0,,,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,3.0,,,,0.6,0.6,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,True
128-1521-252-923-935,1610612762,"David Benoit, Jacque Vaughn, Karl Malone, Donyell Marshall, Bryon Russell","Benoit, Vaughn, Malone, Marshall, Russell",128-1521-252-923-935,UTA,139.0,1,2.0,6.0,3.0,4.0,3.0,4.0,7.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,10.0,4.0,2.0,2.0,2.0,,10.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,,,,,10.0,10.0,3.0,0.5,0.5,1.0,1.0,1.25,1.25,1.25,1.25,0.5,1.0,1.0,,1.0,72.51798561151078,15.333333333333334,23.25,15.333333333333334,23.25,0.5,1.0,1.0,0.5,,0.5,0.5,1.0,0.5,1.0,0.5718625,0.5718625,1.0,,25.0,1.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,,,,,0.5,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,,,,1.0,,,,,,,,,0.25,,,,,,3.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2001,2000-01,True
