EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,AtRimAssists,DefThreePtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,OffRebounds,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,HeaveAttempts,LongMidRangeAssists,FTDefRebounds,BadPassSteals,SecondChanceTurnovers,Loose Ball Fouls,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Blocked2s,BlockedLongMidRange,Blocks,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,SelfOReb,2pt And 1 Free Throw Trips,BlockedAtRim,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ThreePtShootingFoulsDrawnPct,Corner3FGA,OffThreePtRebounds,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,SecondChanceAtRimPctAssisted,Corner3FGM,Fg3aBlocked,Corner3Assists,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,FTOffRebounds,Clear Path Fouls,Offensive Fouls,DefensiveGoaltends,OffFTReboundPct,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
133-136-1884-1906-1924,1610612766,"David Wesley, P.J. Brown, Baron Davis, Tim James, Lee Nailon","Wesley, Brown, Davis, James, Nailon",133-136-1884-1906-1924,CHH,155.0,1,3.0,5.0,5.0,5.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.25,0.4,0.4,0.25,1.0,1.0,1.0,1.0,92.9032258064516,15.8,15.2,15.8,15.2,0.25,1.0,1.0,1.0,0.5,0.25,0.25,0.25,0.411925,0.411925,1.0,15.266666666666666,26.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,True
133-136-1884-1906-2048,1610612766,"David Wesley, P.J. Brown, Baron Davis, Tim James, Jamaal Magloire","Wesley, Brown, Davis, James, Magloire",133-136-1884-1906-2048,CHH,513.0,3,9.0,16.0,17.0,7.0,2.0,33.0,,1.0,4.0,2.0,2.0,1.0,8.0,2.0,3.0,5.0,15.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,6.0,9.0,9.0,3.0,3.0,,5.0,1.0,7.0,1.0,1.0,0.125,,0.1,,0.18181818181818182,,0.2,0.6666666666666666,0.75,0.5,0.8,92.63157894736841,14.6875,16.352941176470587,14.6875,14.705882352941176,0.1,,,,0.4,0.2,0.6666666666666666,0.5,0.44637000000000004,0.5243,0.2,10.5625,24.4,0.4375,-10.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,0.4,1.0,0.5,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,True
133-136-1884-1906-922,1610612766,"David Wesley, P.J. Brown, Baron Davis, Tim James, Elden Campbell","Wesley, Brown, Davis, James, Campbell",133-136-1884-1906-922,CHH,90.0,2,2.0,2.0,2.0,,,4.0,,1.0,,1.0,,1.0,3.0,1.0,,5.0,3.0,,,,,,,1.0,,1.0,,3.0,1.0,1.0,3.0,1.0,,,,,,,,0.3333333333333333,,0.625,,0.625,,0.25,1.0,1.0,,,64.0,23.0,22.0,22.0,22.0,0.25,,,,,0.25,,0.75,0.573425,,,2.9333333333333336,24.4,,2.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,0.5,0.5,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5603,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,True
133-136-1884-1924-2048,1610612766,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Jamaal Magloire","Wesley, Brown, Davis, Nailon, Magloire",133-136-1884-1924-2048,CHH,1244.0,5,21.0,36.0,34.0,8.0,9.0,70.0,2.0,7.0,16.0,1.0,1.0,13.0,31.0,1.0,6.0,32.0,46.0,3.0,6.0,1.0,,6.0,12.0,,6.0,6.0,1.0,12.0,5.0,8.0,11.0,11.0,7.0,,28.0,6.0,8.0,0.46153846153846156,0.5,0.41935483870967744,0.5,0.40625,0.42857142857142855,0.44285714285714284,0.42857142857142855,0.03125,0.625,0.6363636363636364,,0.6,81.0289389067524,19.86111111111111,15.558823529411764,19.27777777777778,14.352941176470589,0.21875,0.2857142857142857,0.3333333333333333,0.5,0.5,0.03125,0.14285714285714285,0.28125,0.40867096774193545,0.33790000000000003,0.1875,11.59032258064516,44.1,0.2222222222222222,-14.0,6.0,8.0,2.0,2.0,5.0,,3.0,1.0,3.0,1.0,,,,4.0,2.0,7.0,1.0,3.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.25,0.75,0.8571428571428571,0.3333333333333333,0.08571428571428572,0.08823529411764706,4.0,2.0,2.0,,,,,2.0,3.0,,,4.0,14.0,,2.0,,2.0,,,3.0,3.0,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.06451612903225806,0.125,0.16666666666666666,0.16666666666666666,,,,,,0.6666666666666666,1.0,,,,,0.49333333333333335,0.125,5.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,0.14285714285714285,0.5,0.2727272727272727,0.3125,0.3125,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,True
133-136-1884-1924-469,1610612766,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Jamal Mashburn","Wesley, Brown, Davis, Nailon, Mashburn",133-136-1884-1924-469,CHH,165.0,3,3.0,4.0,5.0,3.0,,9.0,,1.0,1.0,,,,2.0,,2.0,2.0,6.0,,2.0,,,,,,,,,,1.0,2.0,2.0,4.0,2.0,,2.0,,3.0,,,,,,,0.3333333333333333,,,0.5,0.25,1.0,,78.54545454545455,18.5,18.2,18.5,14.8,0.5,,,,0.5,,,,0.37335,0.37335,,14.05,,0.75,-4.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,True
133-136-1884-1924-765,1610612766,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Hersey Hawkins","Wesley, Brown, Davis, Nailon, Hawkins",133-136-1884-1924-765,CHH,8.0,1,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,True
133-136-1884-1924-901,1610612766,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Otis Thorpe","Wesley, Brown, Davis, Nailon, Thorpe",133-136-1884-1924-901,CHH,189.0,1,3.0,7.0,6.0,6.0,1.0,13.0,,2.0,1.0,,,2.0,9.0,,3.0,7.0,9.0,1.0,8.0,,3.0,5.0,,,,,,,1.0,1.0,7.0,2.0,5.0,,2.0,5.0,6.0,,,0.2222222222222222,0.125,0.2222222222222222,0.125,0.3181818181818182,0.25,,0.5,0.3333333333333333,,,99.04761904761905,13.714285714285714,15.5,12.142857142857142,12.666666666666666,0.2222222222222222,,,,0.1111111111111111,,,0.6666666666666666,0.4294,0.4069125,0.7142857142857143,3.2333333333333334,,0.8571428571428571,-2.0,2.0,6.0,,,1.0,,1.0,,1.0,1.0,,,1.0,2.0,2.0,,,3.0,0.5,,1.0,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,,0.2727272727272727,0.2727272727272727,3.0,1.0,3.0,,,,,1.0,4.0,,,5.0,4.0,,2.0,,,,,6.0,6.0,,,,,0.25,0.25,0.4166666666666667,,,0.8571428571428571,0.8571428571428571,0.75,1.0,,,,0.75,0.3333333333333333,,,,,0.416,0.7142857142857143,,,,,1.0,,,,,,,1.0,,,,1.0,,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.625,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,True
133-136-1884-1924-922,1610612766,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Elden Campbell","Wesley, Brown, Davis, Nailon, Campbell",133-136-1884-1924-922,CHH,802.0,6,13.0,21.0,21.0,5.0,5.0,42.0,2.0,5.0,6.0,2.0,,7.0,14.0,2.0,4.0,18.0,23.0,2.0,3.0,,3.0,7.0,8.0,2.0,4.0,4.0,1.0,8.0,6.0,7.0,9.0,7.0,7.0,,18.0,7.0,5.0,0.5714285714285714,0.5714285714285714,0.5,0.6666666666666666,0.4375,0.6666666666666666,0.47368421052631576,0.875,0.125,0.6666666666666666,0.7,0.75,0.75,75.41147132169576,19.857142857142858,18.333333333333332,18.523809523809526,17.666666666666668,0.3125,0.4,0.4,0.5,0.375,0.125,,0.3125,0.407040625,0.44106666666666666,0.3888888888888889,10.635714285714286,27.15,0.23809523809523808,-5.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,,2.0,1.0,,1.0,,4.0,1.0,3.0,,2.0,0.75,1.0,,1.0,,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.15789473684210525,0.125,2.0,,1.0,,,,,,2.0,,,,6.0,,,,,,,2.0,2.0,,,,,,,,,,0.2857142857142857,0.2222222222222222,,0.3333333333333333,,,,0.5,,,,,,0.43175,,3.0,,2.0,,1.0,,,,1.0,,,0.3333333333333333,0.5,0.5,0.6666666666666666,3.0,,3.0,2.0,2.0,,,,1.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,True
133-136-1884-1924-934,1610612766,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Derrick Coleman","Wesley, Brown, Davis, Nailon, Coleman",133-136-1884-1924-934,CHH,23.0,1,,1.0,1.0,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.21739130434781,19.0,4.0,19.0,4.0,,,,,1.0,,,,0.3792,,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,True
133-136-1884-1944-2048,1610612766,"David Wesley, P.J. Brown, Baron Davis, Eddie Robinson, Jamaal Magloire","Wesley, Brown, Davis, Robinson, Magloire",133-136-1884-1944-2048,CHH,3085.0,14,51.0,103.0,102.0,25.0,29.0,205.0,8.0,17.0,31.0,6.0,,43.0,80.0,8.0,16.0,102.0,108.0,12.0,24.0,,4.0,28.0,56.0,6.0,28.0,28.0,3.0,56.0,35.0,39.0,47.0,23.0,23.0,2.0,88.0,28.0,25.0,0.6511627906976745,0.7,0.5375,0.5,0.48863636363636365,0.5,0.5204081632653061,0.5384615384615384,0.09090909090909091,0.7291666666666666,0.72,0.5,0.8620689655172413,95.68881685575366,14.78640776699029,15.313725490196079,14.242718446601941,14.72549019607843,0.19318181818181818,0.47058823529411764,0.5714285714285714,0.375,0.3522727272727273,0.06818181818181818,,0.45454545454545453,0.48127443181818186,0.4612125,0.27450980392156865,8.901250000000001,25.2,0.24271844660194175,-6.0,22.0,32.0,14.0,1.0,3.0,2.0,9.0,1.0,7.0,3.0,,2.0,1.0,12.0,2.0,12.0,1.0,10.0,0.75,0.5,0.5714285714285714,0.5,,0.36363636363636365,0.6875,0.7096774193548387,0.6363636363636364,0.10416666666666667,0.11363636363636363,9.0,4.0,4.0,,,1.0,,6.0,8.0,,1.0,14.0,30.0,,6.0,,6.0,,,7.0,8.0,,,,,0.75,0.6666666666666666,0.7,0.075,0.03125,0.1891891891891892,0.17777777777777778,0.3,0.1111111111111111,,,,0.4444444444444444,1.0,0.1111111111111111,,,,0.51058125,0.13725490196078433,13.0,,11.0,3.0,1.0,,2.0,,3.0,0.17647058823529413,0.75,0.16666666666666666,0.41935483870967744,0.4482758620689655,0.8461538461538461,8.0,4.0,8.0,6.0,7.0,2.0,1.0,2.0,3.0,7.0,0.02564102564102564,0.875,0.2916666666666667,0.8571428571428571,,1.0,,2.0,1.0,0.06451612903225806,0.125,0.16666666666666666,0.022727272727272728,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,True
