EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimAssists,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,FTDefRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,ShortMidRangeFGA,FtPoints,PenaltyFtPoints,PtsUnassisted2s,FTA,NonShootingFoulsDrawn,ShortMidRangeFrequency,SecondChanceOffPoss,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallTurnovers,PenaltyTurnovers,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,DeadBallTurnovers,Offensive Fouls,BadPassSteals,BlockedAtRim,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,PtsPutbacks,Fg2aBlocked,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyAtRimFGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,FTOffRebounds,Travels,Loose Ball Fouls,DefensiveGoaltends,OffFTReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,BlockedLongMidRange,Blocked3s,BlockedArc3,HeaveAttempts,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
120-1719-176-431-757,1610612757,"Steven Smith, Bonzi Wells, Antonio Harvey, Shawn Kemp, Damon Stoudamire","Smith, Wells, Harvey, Kemp, Stoudamire",120-1719-176-431-757,POR,15.0,1,1.0,1.0,1.0,96.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,False
120-1719-202-278-905,1610612757,"Steven Smith, Bonzi Wells, Gary Grant, Stacey Augmon, Dale Davis","Smith, Wells, Grant, Augmon, Davis",120-1719-202-278-905,POR,86.0,1,3.0,3.0,6.0,100.46511627906976,11.666666666666666,11.666666666666666,1.0,-2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,17.0,17.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.45070000000000005,0.45070000000000005,1.0,12.799999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,False
120-1719-202-431-739,1610612757,"Steven Smith, Bonzi Wells, Gary Grant, Shawn Kemp, Rasheed Wallace","Smith, Wells, Grant, Kemp, Wallace",120-1719-202-431-739,POR,14.0,1,1.0,,2.0,205.71428571428572,11.0,11.0,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,,,,2.0,1.0,1.0,,2.0,,,,1.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,3.0,3.0,1.0,,,,,,1.0,0.7838,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,False
120-1719-202-431-781,1610612757,"Steven Smith, Bonzi Wells, Gary Grant, Shawn Kemp, Will Perdue","Smith, Wells, Grant, Kemp, Perdue",120-1719-202-431-781,POR,114.0,1,4.0,4.0,8.0,101.05263157894737,11.0,11.0,2.0,1.0,4.0,,1.0,,1.0,1.0,2.0,2.0,4.0,3.0,,,,4.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,17.5,17.5,0.5,0.5,1.0,1.0,1.0,,0.5,0.5469,,,9.65,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,False
120-1719-202-781-905,1610612757,"Steven Smith, Bonzi Wells, Gary Grant, Will Perdue, Dale Davis","Smith, Wells, Grant, Perdue, Davis",120-1719-202-781-905,POR,93.0,1,3.0,3.0,7.0,108.38709677419355,13.0,11.333333333333334,2.0,,4.0,4.0,,,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,,,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,,,,13.5,13.5,,0.5,1.0,1.0,,,,0.3392,0.3392,1.0,16.3,1.0,,,,,,1.0,,,,,,,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,False
120-1719-21-278-431,1610612757,"Steven Smith, Bonzi Wells, Greg Anthony, Stacey Augmon, Shawn Kemp","Smith, Wells, Anthony, Augmon, Kemp",120-1719-21-278-431,POR,483.0,4,15.0,,30.0,89.44099378881987,14.333333333333334,12.133333333333333,8.0,3.0,15.0,5.0,2.0,1.0,2.0,4.0,3.0,8.0,16.0,13.0,1.0,4.0,2.0,6.0,3.0,4.0,2.0,9.0,3.0,5.0,9.0,1.0,2.0,13.0,2.0,5.0,1.0,1.0,0.375,0.25,0.375,0.2,0.46875,0.2,0.6,0.7142857142857143,0.5,17.866666666666667,16.733333333333334,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,0.2,0.5,0.4504708333333333,0.41817000000000004,0.125,11.5875,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,,,,3.0,1.0,3.0,1.0,,1.0,2.0,7.0,,,9.0,,0.16666666666666666,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.25,0.25,0.5,0.3333333333333333,0.2,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.08333333333333333,1.0,1.0,1.0,0.25,1.0,0.2,0.25,0.3333333333333333,0.1875,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,False
120-1719-21-278-717,1610612757,"Steven Smith, Bonzi Wells, Greg Anthony, Stacey Augmon, Arvydas Sabonis","Smith, Wells, Anthony, Augmon, Sabonis",120-1719-21-278-717,POR,56.0,1,1.0,,3.0,77.14285714285714,29.0,29.0,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,False
120-1719-21-278-905,1610612757,"Steven Smith, Bonzi Wells, Greg Anthony, Stacey Augmon, Dale Davis","Smith, Wells, Anthony, Augmon, Davis",120-1719-21-278-905,POR,261.0,3,9.0,7.0,18.0,99.31034482758622,15.444444444444445,14.88888888888889,4.0,-5.0,9.0,1.0,1.0,,,2.0,1.0,5.0,2.0,7.0,,,,2.0,1.0,1.0,,2.0,2.0,3.0,3.0,,1.0,2.0,,1.0,1.0,1.0,0.2,,0.14285714285714285,,0.14285714285714285,,0.4,0.5,,13.555555555555555,13.555555555555555,0.14285714285714285,0.2857142857142857,,,,,0.42857142857142855,0.4778857142857143,,,11.52,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,,0.3333333333333333,2.0,,,,,,0.2857142857142857,,,,2.0,,,,2.0,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,0.2857142857142857,,1.0,,,,,0.5,1.0,0.2857142857142857,,,,,,,,,,24.6,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,False
120-1719-21-431-717,1610612757,"Steven Smith, Bonzi Wells, Greg Anthony, Shawn Kemp, Arvydas Sabonis","Smith, Wells, Anthony, Kemp, Sabonis",120-1719-21-431-717,POR,270.0,2,8.0,,15.0,80.0,14.375,14.125,4.0,-8.0,7.0,,3.0,,1.0,2.0,3.0,7.0,6.0,14.0,,,,2.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,4.0,,,0.3333333333333333,0.5,0.42857142857142855,,0.42857142857142855,,0.42857142857142855,,0.6666666666666666,0.6666666666666666,1.0,22.142857142857142,20.857142857142858,0.42857142857142855,0.2857142857142857,0.5,1.0,1.0,,0.42857142857142855,0.46677142857142856,,,8.1,,1.0,,0.3333333333333333,0.5,,1.0,,,1.0,,2.0,0.5,1.0,,2.0,,,4.0,,,0.2857142857142857,2.0,2.0,,,,,,,2.0,,2.0,,,,,,,2.0,,2.0,1.0,,,,,,,,,,0.5,,0.5,,,0.5,1.0,,1.0,,,,,,,1.0,,,,0.3333333333333333,,1.0,,,,,1.0,1.0,1.0,2.0,3.0,1.0,0.5,0.5,0.42857142857142855,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,0.5,0.59125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,False
120-1719-21-431-739,1610612757,"Steven Smith, Bonzi Wells, Greg Anthony, Shawn Kemp, Rasheed Wallace","Smith, Wells, Anthony, Kemp, Wallace",120-1719-21-431-739,POR,4100.0,19,127.0,18.0,246.0,86.4,15.929133858267717,15.551181102362206,68.0,-18.0,119.0,37.0,37.0,8.0,12.0,36.0,38.0,89.0,112.0,130.0,12.0,21.0,44.0,52.0,26.0,28.0,11.0,58.0,34.0,44.0,63.0,18.0,34.0,96.0,44.0,37.0,0.6842105263157895,0.7027027027027027,0.42696629213483145,0.5714285714285714,0.4230769230769231,0.6428571428571429,0.4700854700854701,0.671875,0.8095238095238095,0.8,0.8636363636363636,17.45378151260504,16.428571428571427,0.3557692307692308,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.2857142857142857,0.5,0.48056778846153847,0.49260714285714285,0.39285714285714285,9.794382022471911,0.31092436974789917,21.0,13.0,0.5675675675675675,0.65625,0.6190476190476191,4.0,12.0,5.0,14.0,10.0,23.0,0.6086956521739131,0.8,0.8571428571428571,16.0,24.0,8.0,24.0,30.0,4.0,0.15384615384615385,14.0,4.0,1.0,4.0,11.0,6.0,4.0,15.0,10.0,4.0,16.0,7.0,6.0,11.0,2.0,,4.0,15.0,6.0,19.0,4.0,8.0,2.0,12.0,3.0,1.0,3.0,0.5,0.26666666666666666,0.26666666666666666,0.5333333333333333,0.14423076923076922,0.29411764705882354,0.75,0.36363636363636365,0.3064516129032258,0.36363636363636365,0.25,0.5,1.0,0.038461538461538464,0.25,0.25,,0.10576923076923077,0.3076923076923077,0.21428571428571427,0.10619469026548672,0.12244897959183673,0.14285714285714285,24.78666666666667,9.0,2.0,7.0,2.0,1.0,2.0,5.0,3.0,2.0,6.0,,0.3,0.46153846153846156,0.06741573033707865,0.13513513513513514,0.0625,,0.1875,0.3125,0.3333333333333333,0.5,0.4741416666666667,6.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,6.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.03571428571428571,0.6666666666666666,0.4,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.07692307692307693,0.15384615384615385,1.0,0.5,0.75,0.03571428571428571,1.0,0.5,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,False
