EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,FtPoints,Points,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3A,PenaltyFG2M,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,FG3M,OpponentPoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,ShootingFouls,2pt And 1 Free Throw Trips,BlockedAtRim,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SelfOReb,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SelfORebPct,SecondChanceCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,3SecondViolations,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceArc3Accuracy,FTOffRebounds,Blocked3s,BlockedCorner3,OffFTReboundPct,SecondChanceArc3PctAssisted,HeaveAttempts,Clear Path Fouls,BlockedLongMidRange,Arc3PctBlocked,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,team_id,year,season,team_vs
105-1477-1853-190-193,1610612748,"Dan Majerle, Bruce Bowen, Anthony Carter, Duane Causwell, Anthony Mason","Majerle, Bowen, Carter, Causwell, Mason",105-1477-1853-190-193,MIA,187.0,1,3.0,5.0,7.0,6.0,4.0,3.0,1.0,13.0,3.0,1.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,2.0,2.0,5.0,3.0,4.0,0.25,0.2,1.0,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,100.10695187165776,13.428571428571429,15.5,13.428571428571429,15.5,0.75,0.25,0.3218,0.3041,0.3333333333333333,0.3333333333333333,0.6,12.775,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2001,2000-01,False
105-1477-1853-190-258,1610612748,"Dan Majerle, Bruce Bowen, Anthony Carter, Duane Causwell, Brian Grant","Majerle, Bowen, Carter, Causwell, Grant",105-1477-1853-190-258,MIA,94.0,1,2.0,2.0,4.0,3.0,3.0,,,7.0,2.0,,2.0,,2.0,2.0,,2.0,,3.0,3.0,,3.0,,,,,,,,,,,,2.0,2.0,3.0,0.3333333333333333,0.3333333333333333,1.0,,1.0,,,1.0,1.0,107.23404255319149,9.25,19.0,9.25,19.0,0.6666666666666666,,0.4424333333333333,0.4424333333333333,,,1.0,10.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2001,2000-01,False
105-1477-1853-193-224,1610612748,"Dan Majerle, Bruce Bowen, Anthony Carter, Anthony Mason, Eddie Jones","Majerle, Bowen, Carter, Mason, Jones",105-1477-1853-193-224,MIA,239.0,3,4.0,1.0,7.0,7.0,5.0,6.0,1.0,14.0,,,1.0,5.0,13.0,1.0,3.0,8.0,,,,,,1.0,1.0,,1.0,2.0,,,6.0,,1.0,2.0,13.0,8.0,5.0,1.0833333333333333,1.0,,,,,,,,84.35146443514644,16.0,18.142857142857142,14.0,18.142857142857142,,,0.5622333333333334,0.5885,0.25,0.5,0.6153846153846154,,0.7142857142857143,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,1.3333333333333333,1.25,0.6666666666666666,,,,,,0.6666666666666666,0.5,1.0,24.35,1.0,1.0,1.0,1.0,2.0,1.0,2.0,12.0,1.0,6.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2001,2000-01,False
105-1477-1853-193-258,1610612748,"Dan Majerle, Bruce Bowen, Anthony Carter, Anthony Mason, Brian Grant","Majerle, Bowen, Carter, Mason, Grant",105-1477-1853-193-258,MIA,1870.0,9,31.0,4.0,58.0,57.0,16.0,4.0,6.0,115.0,8.0,14.0,32.0,11.0,56.0,7.0,5.0,14.0,5.0,18.0,23.0,7.0,30.0,7.0,5.0,6.0,14.0,14.0,2.0,1.0,20.0,3.0,8.0,1.0,50.0,14.0,16.0,0.5392156862745098,0.43333333333333335,0.9,0.35714285714285715,0.875,0.3333333333333333,0.6666666666666666,1.0,0.8461538461538461,88.55614973262031,14.827586206896552,17.719298245614034,14.03448275862069,17.596491228070175,0.18604651162790697,0.32558139534883723,0.46100232558139537,0.49985833333333335,0.16,0.20512820512820512,0.25,11.146875,0.27586206896551724,5.0,9.0,4.0,18.0,11.0,3.0,5.0,16.0,9.0,2.0,1.0,,1.0,1.0,0.5625,0.42857142857142855,0.5232558139534884,0.375,0.2558139534883721,0.0625,0.125,1.0,0.625,0.7142857142857143,0.20930232558139536,0.3333333333333333,0.4883720930232558,24.69090909090909,9.0,10.0,3.0,3.0,1.0,,3.0,52.0,1.0,9.0,1.0,3.0,13.0,1.0,29.0,8.0,5.0,1.0,2.0,2.0,1.0,1.0,0.2727272727272727,0.2,0.2727272727272727,0.5714285714285714,0.23255813953488372,0.9,1.0,0.1111111111111111,0.1111111111111111,1.0,0.25,1.0,,0.1111111111111111,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,20.0,2.0,10.0,2.0,5.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,0.5555555555555556,0.5882352941176471,0.6666666666666666,0.5,0.5,0.1,1.0,0.75,0.2857142857142857,1.0,0.2,0.2857142857142857,1.0,0.6666666666666666,1.0,0.5555555555555556,0.2,0.2857142857142857,0.2857142857142857,1.0,0.046511627906976744,1.0,1.0,1.0,0.75,0.6666666666666666,0.5,0.25,0.08333333333333333,1.0,0.48423333333333335,0.10714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2001,2000-01,False
105-1477-1853-193-297,1610612748,"Dan Majerle, Bruce Bowen, Anthony Carter, Anthony Mason, Alonzo Mourning","Majerle, Bowen, Carter, Mason, Mourning",105-1477-1853-193-297,MIA,2082.0,8,35.0,7.0,63.0,64.0,16.0,8.0,14.0,127.0,13.0,20.0,50.0,8.0,58.0,13.0,5.0,13.0,15.0,22.0,33.0,18.0,51.0,2.0,,8.0,15.0,11.0,,3.0,12.0,,3.0,3.0,47.0,13.0,16.0,0.4393939393939394,0.325,0.8148148148148148,0.5357142857142857,0.825,0.5,0.5,1.0,0.7857142857142857,87.8386167146974,16.873015873015873,15.921875,15.634920634920634,14.953125,0.21666666666666667,0.3333333333333333,0.47591916666666667,0.474065625,0.047619047619047616,0.05660377358490566,0.22413793103448276,9.19,0.25396825396825395,7.0,9.0,3.0,22.0,10.0,4.0,3.0,20.0,9.0,9.0,5.0,2.0,5.0,4.0,0.44,0.3076923076923077,0.4166666666666667,0.25,0.16666666666666666,0.18,0.38461538461538464,0.8,0.5384615384615384,0.875,0.15,0.1875,0.45,24.630000000000003,7.0,17.0,1.0,4.0,1.0,,2.0,51.0,,6.0,1.0,2.0,14.0,1.0,30.0,7.0,2.0,4.0,3.0,,1.0,1.0,0.2,,0.2,0.4666666666666667,0.2833333333333333,0.4117647058823529,0.5384615384615384,0.1111111111111111,0.1111111111111111,1.0,0.25,0.25,,0.1111111111111111,3.0,8.0,8.0,1.0,1.0,,,,4.0,12.0,,3.0,11.0,24.0,6.0,12.0,1.0,3.0,2.0,7.0,3.0,11.0,,2.0,3.0,5.0,,4.0,,3.0,0.5454545454545454,0.631578947368421,0.3333333333333333,0.3333333333333333,0.39285714285714285,0.23529411764705882,,0.8461538461538461,0.375,0.8,0.3333333333333333,0.375,0.6666666666666666,0.8333333333333334,1.0,0.42857142857142855,0.2857142857142857,0.4,0.4,0.875,0.016666666666666666,1.0,1.0,1.0,0.6666666666666666,0.375,0.3333333333333333,,,,0.5121272727272728,0.1896551724137931,3.0,1.0,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2001,2000-01,False
105-1477-1853-193-76,1610612748,"Dan Majerle, Bruce Bowen, Anthony Carter, Anthony Mason, Cedric Ceballos","Majerle, Bowen, Carter, Mason, Ceballos",105-1477-1853-193-76,MIA,374.0,2,6.0,5.0,10.0,8.0,1.0,,1.0,18.0,2.0,2.0,7.0,2.0,15.0,,,,1.0,4.0,4.0,3.0,7.0,,,,,,,,2.0,,1.0,,15.0,,1.0,0.5769230769230769,,0.6666666666666666,0.5,0.6666666666666666,0.6,1.0,,0.8,69.30481283422459,19.4,22.5,14.2,20.5,0.16666666666666666,0.16666666666666666,0.5150708333333334,0.473025,0.07692307692307693,0.125,,8.128571428571428,0.1,1.0,3.0,2.0,5.0,5.0,,2.0,6.0,3.0,,,,,,0.7142857142857143,,0.5416666666666666,,0.4166666666666667,,,,0.5,0.5,0.25,1.0,0.6666666666666666,24.28,3.0,3.0,,,1.0,,1.0,10.0,,3.0,1.0,1.0,3.0,1.0,7.0,,,,,,,1.0,0.2,,0.2,,0.25,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,,,1.0,,2.0,,,2.0,,,3.0,,,4.0,,2.0,,2.0,,,2.0,,,,,,,,,,0.4,0.4,,,,,,,0.6666666666666666,,,1.0,,,,0.6666666666666666,,0.5,0.5,,0.16666666666666666,,,,,,,0.6666666666666666,,,0.5676,,,,,,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2001,2000-01,False
105-1477-1853-193-896,1610612748,"Dan Majerle, Bruce Bowen, Anthony Carter, Anthony Mason, Tim Hardaway","Majerle, Bowen, Carter, Mason, Hardaway",105-1477-1853-193-896,MIA,54.0,5,1.0,-1.0,4.0,5.0,4.0,4.0,,9.0,,1.0,1.0,3.0,3.0,1.0,3.0,3.0,,1.0,3.0,,3.0,,,,,,,,4.0,,1.0,1.0,3.0,3.0,4.0,0.5,0.5,1.0,,1.0,,,,,240.0,4.75,7.0,4.75,7.0,,1.0,0.2529,0.2529,0.5,0.5,1.0,14.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2001,2000-01,False
105-1477-1853-193-920,1610612748,"Dan Majerle, Bruce Bowen, Anthony Carter, Anthony Mason, A.C. Green","Majerle, Bowen, Carter, Mason, Green",105-1477-1853-193-920,MIA,2818.0,16,47.0,-14.0,80.0,83.0,25.0,35.0,14.0,163.0,14.0,20.0,57.0,22.0,61.0,20.0,12.0,24.0,16.0,20.0,33.0,18.0,51.0,8.0,3.0,5.0,19.0,16.0,,,30.0,,11.0,5.0,49.0,24.0,25.0,0.3860759493670886,0.41379310344827586,0.6451612903225806,0.41025641025641024,0.6818181818181818,0.391304347826087,0.625,0.7142857142857143,0.7272727272727273,83.29311568488289,17.475,17.10843373493976,16.5125,15.710843373493976,0.2153846153846154,0.3076923076923077,0.47334461538461536,0.5279840909090909,0.14864864864864866,0.16666666666666666,0.39344262295081966,8.549122807017545,0.3125,6.0,7.0,2.0,18.0,8.0,6.0,2.0,20.0,7.0,7.0,2.0,2.0,2.0,1.0,0.3157894736842105,0.3,0.3,0.2727272727272727,0.12307692307692308,0.12280701754385964,0.07142857142857142,0.5,0.42857142857142855,0.46153846153846156,0.1076923076923077,0.09090909090909091,0.47692307692307695,24.6375,6.0,23.0,2.0,12.0,1.0,,1.0,75.0,,3.0,1.0,1.0,9.0,1.0,19.0,14.0,9.0,2.0,4.0,,2.0,1.0,0.125,,0.125,0.7368421052631579,0.35384615384615387,0.2608695652173913,0.35294117647058826,0.14285714285714285,0.14285714285714285,1.0,0.5454545454545454,0.16666666666666666,,0.14285714285714285,2.0,7.0,6.0,,1.0,,,,4.0,12.0,,4.0,12.0,16.0,6.0,8.0,,3.0,1.0,4.0,2.0,10.0,3.0,5.0,,5.0,1.0,6.0,2.0,,0.4444444444444444,0.5333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.2608695652173913,1.0,0.7692307692307693,0.2857142857142857,0.47058823529411764,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.7272727272727273,1.0,0.5,0.16666666666666666,0.3,0.3,0.6666666666666666,0.015384615384615385,,,,0.5833333333333334,0.2857142857142857,,,,,0.4842583333333333,0.19672131147540983,3.0,1.0,,0.07692307692307693,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2001,2000-01,False
105-1477-1853-2067-920,1610612748,"Dan Majerle, Bruce Bowen, Anthony Carter, Eddie House, A.C. Green","Majerle, Bowen, Carter, House, Green",105-1477-1853-2067-920,MIA,35.0,2,1.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,82.28571428571428,22.0,13.0,22.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2001,2000-01,False
105-1477-1853-258-297,1610612748,"Dan Majerle, Bruce Bowen, Anthony Carter, Brian Grant, Alonzo Mourning","Majerle, Bowen, Carter, Grant, Mourning",105-1477-1853-258-297,MIA,165.0,2,3.0,-5.0,4.0,4.0,,,1.0,8.0,,1.0,4.0,,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,0.2,,,0.3333333333333333,,0.25,,,,69.81818181818181,20.25,21.0,20.0,17.0,,0.2,0.52502,,,,,6.175,,,,,1.0,1.0,,,2.0,,2.0,,,,,0.25,,0.2,,0.2,0.5,,,,,,,0.8,23.3,1.0,3.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.6,0.3333333333333333,0.5,,,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,2.0,,2.0,,,,,,,,,,,,,2.0,,,,,1.0,1.0,1.0,0.3333333333333333,,,,0.5,,,,,,,,,,,0.2,,,,1.0,1.0,,,,,0.6783,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612748,2001,2000-01,False
