EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGA,ShortMidRangeFrequency,DefTwoPtRebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,DefTwoPtReboundPct,DefLongMidRangeReboundPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,FTOffRebounds,OffRebounds,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffFTReboundPct,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,FtPoints,PtsUnassisted2s,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyFtPoints,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,OffTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,HeaveAttempts,Corner3FGA,PenaltyCorner3FGA,PtsPutbacks,OffThreePtRebounds,LostBallSteals,BadPassTurnovers,BlockedAtRim,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,ShortMidRangeAssists,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,SelfOReb,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffArc3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,NonShootingFoulsDrawn,Fg3aBlocked,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Corner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,RecoveredBlocks,PenaltyFg3Pct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Travels,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,3SecondViolations,OffensiveGoaltends,SecondChanceArc3PctAssisted,Clear Path Fouls,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,BlockedCorner3,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
109-145-296-323-375,1610612747,"Robert Horry, Tracy Murray, Rick Fox, Greg Foster, Isaiah Rider","Horry, Murray, Fox, Foster, Rider",109-145-296-323-375,LAL,163.0,1,3.0,10.0,6.0,5.0,11.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,12.0,2.0,6.0,6.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,3.0,3.0,3.0,12.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,0.75,0.75,0.6666666666666666,1.0,97.17791411042944,11.333333333333334,19.0,11.333333333333334,18.8,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,0.6666666666666666,0.5001916666666667,5.2,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2001,2000-01,True
109-145-323-375-977,1610612747,"Robert Horry, Tracy Murray, Greg Foster, Isaiah Rider, Kobe Bryant","Horry, Murray, Foster, Rider, Bryant",109-145-323-375-977,LAL,117.0,1,2.0,-4.0,3.0,4.0,7.0,,,,1.0,1.0,1.0,,2.0,1.0,1.0,3.0,7.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,,,,3.0,,,1.0,1.0,1.0,,0.5,0.5,0.3333333333333333,,,,,86.15384615384616,21.666666666666668,13.0,21.666666666666668,12.75,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.3897,13.5,26.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2001,2000-01,True
109-145-375-406-977,1610612747,"Robert Horry, Tracy Murray, Isaiah Rider, Shaquille O'Neal, Kobe Bryant","Horry, Murray, Rider, O'Neal, Bryant",109-145-375-406-977,LAL,40.0,1,1.0,-3.0,1.0,2.0,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,108.0,5.0,17.5,5.0,17.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2001,2000-01,True
109-166-1731-2058-977,1610612747,"Robert Horry, Ron Harper, Tyronn Lue, Mark Madsen, Kobe Bryant","Horry, Harper, Lue, Madsen, Bryant",109-166-1731-2058-977,LAL,61.0,1,1.0,,3.0,2.0,5.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,,,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,,,118.03278688524591,15.666666666666666,7.0,15.0,7.0,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.6666666666666666,,0.4474666666666667,7.15,25.0,,,1.0,,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5992,0.4474666666666667,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2001,2000-01,True
109-166-1731-216-270,1610612747,"Robert Horry, Ron Harper, Tyronn Lue, Brian Shaw, Horace Grant","Horry, Harper, Lue, Shaw, Grant",109-166-1731-216-270,LAL,77.0,1,1.0,,3.0,2.0,5.0,,,1.0,2.0,,,2.0,3.0,,,5.0,5.0,2.0,,,,1.0,,1.0,,,1.0,2.0,,,,5.0,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,0.8333333333333334,,,,,,93.5064935064935,16.666666666666668,13.5,16.666666666666668,13.5,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,0.36800000000000005,12.9,,1.0,0.3333333333333333,,,,1.0,1.0,,,1.0,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.3252,,0.3333333333333333,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2001,2000-01,True
109-166-1731-270-296,1610612747,"Robert Horry, Ron Harper, Tyronn Lue, Horace Grant, Rick Fox","Horry, Harper, Lue, Grant, Fox",109-166-1731-270-296,LAL,1.0,1,,2.0,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,0.5,,,,,,1440.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,2.0,1.0,,,,0.5,,,,,,,1.0,1.0,,2.0,,4.0,,,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2001,2000-01,True
109-166-1731-296-977,1610612747,"Robert Horry, Ron Harper, Tyronn Lue, Rick Fox, Kobe Bryant","Horry, Harper, Lue, Fox, Bryant",109-166-1731-296-977,LAL,12.0,1,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,240.0,9.0,3.0,9.0,3.0,1.0,1.0,1.0,,,,,,,,,,1.0,,0.6247,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,2.0,,,,2.0,1.0,,1.0,1.0,1.0,,,1.0,,,0.6247,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2001,2000-01,True
109-166-1731-323-977,1610612747,"Robert Horry, Ron Harper, Tyronn Lue, Greg Foster, Kobe Bryant","Horry, Harper, Lue, Foster, Bryant",109-166-1731-323-977,LAL,19.0,1,,2.0,,,,1.0,1.0,,,,,1.0,1.0,,,2.0,,2.0,,,,1.0,,1.0,,1.0,,2.0,,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,0.5371,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,2.0,,,,2.0,,,1.0,1.0,1.0,,,1.0,,,0.5371,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2001,2000-01,True
109-166-1904-2058-977,1610612747,"Robert Horry, Ron Harper, Devean George, Mark Madsen, Kobe Bryant","Horry, Harper, George, Madsen, Bryant",109-166-1904-2058-977,LAL,351.0,1,6.0,-6.0,9.0,9.0,18.0,2.0,2.0,1.0,4.0,,,3.0,8.0,,,7.0,13.0,6.0,,,,3.0,,3.0,,2.0,1.0,6.0,,2.0,4.0,4.0,1.0,1.0,,,,0.375,0.375,0.4375,,,0.2,,,73.84615384615385,21.11111111111111,17.88888888888889,20.333333333333332,15.88888888888889,0.25,1.0,1.0,1.0,0.5,0.25,0.25,1.0,,,,,0.25,,0.445125,11.875,,2.0,0.25,1.0,2.0,3.0,2.0,2.0,0.3333333333333333,,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,2.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,0.5838,0.5506,0.2857142857142857,0.1111111111111111,,1.0,,1.0,1.0,1.0,,,0.125,0.125,,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.3333333333333333,1.0,0.4,0.4,0.5,0.3333333333333333,1.0,1.0,1.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2001,2000-01,True
109-166-1904-296-375,1610612747,"Robert Horry, Ron Harper, Devean George, Rick Fox, Isaiah Rider","Horry, Harper, George, Fox, Rider",109-166-1904-296-375,LAL,12.0,1,,-2.0,,1.0,1.0,,,,,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,120.0,,10.0,,,,,,,,,,,1.0,,,,1.0,,,,57.6,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2001,2000-01,True
