EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTDefRebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,PenaltyFG2A,Steals,LostBallSteals,DefensiveGoaltends,Corner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,SecondChanceOffPoss,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffTwoPtRebounds,OffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,SecondChanceShotQualityAvg,SecondChancePointsPct,BadPassTurnovers,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,AtRimAssists,OffThreePtRebounds,BadPassSteals,Offensive Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg2Pct,AtRimPctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,SecondChanceFtPoints,SelfOReb,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFGM,Corner3FGM,PtsPutbacks,Corner3Assists,LongMidRangeAssists,Loose Ball Fouls,LongMidRangePctBlocked,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,HeaveAttempts,BadPassOutOfBoundsTurnovers,PenaltyCorner3FGM,FTOffRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,OffFTReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,BlockedLongMidRange,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,Arc3PctBlocked,team_id,year,season,team_vs
124-1513-1517-2045-468,1610612758,"Vlade Divac, Scot Pollard, Bobby Jackson, Hedo Turkoglu, Jon Barry","Divac, Pollard, Jackson, Turkoglu, Barry",124-1513-1517-2045-468,SAC,209.0,1,3.0,4.0,6.0,5.0,11.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.5,0.5,0.5,0.4,0.4166666666666667,0.2,0.25,0.5,0.2857142857142857,1.0,0.375,0.6666666666666666,1.0,75.78947368421052,1.0,16.5,22.0,16.5,17.2,0.4,0.5,1.0,1.0,0.4,0.5,0.5,0.2,0.2,0.43156,0.16666666666666666,0.2,13.475,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2001,2000-01,True
124-1513-1517-2045-57,1610612758,"Vlade Divac, Scot Pollard, Bobby Jackson, Hedo Turkoglu, Doug Christie","Divac, Pollard, Jackson, Turkoglu, Christie",124-1513-1517-2045-57,SAC,165.0,2,3.0,3.0,6.0,6.0,12.0,,1.0,,,1.0,,2.0,1.0,2.0,5.0,2.0,,,1.0,1.0,,1.0,,3.0,1.0,3.0,5.0,5.0,1.0,1.0,2.0,,1.0,,1.0,1.0,5.0,,,,0.5,0.625,0.3333333333333333,0.5,1.0,0.6,1.0,0.6666666666666666,1.0,,104.72727272727273,1.0,10.5,17.0,10.5,15.0,0.3333333333333333,,,,,,,0.3333333333333333,0.6666666666666666,0.43648333333333333,,,5.25,25.5,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.5,1.25,0.5,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.56115,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2001,2000-01,True
124-1513-1517-2045-978,1610612758,"Vlade Divac, Scot Pollard, Bobby Jackson, Hedo Turkoglu, Peja Stojakovic","Divac, Pollard, Jackson, Turkoglu, Stojakovic",124-1513-1517-2045-978,SAC,171.0,1,3.0,-2.0,7.0,7.0,14.0,,,,,2.0,,1.0,4.0,2.0,5.0,7.0,,,2.0,,,1.0,,3.0,,2.0,2.0,2.0,,2.0,2.0,1.0,,,,,5.0,,,,0.3,0.4166666666666667,0.8,,,0.5,,0.5,0.5,,117.89473684210526,,10.571428571428571,13.857142857142858,10.571428571428571,13.0,,,,,,,,0.4,1.0,0.51336,0.16666666666666666,0.5,3.4,24.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,5.0,7.0,1.0,0.25,0.25,0.25,0.3,0.4166666666666667,1.0,,,1.0,,0.2,0.5,0.5,1.0,0.4,0.5,0.5,0.51336,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.4,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2001,2000-01,True
124-1513-1517-468-978,1610612758,"Vlade Divac, Scot Pollard, Bobby Jackson, Jon Barry, Peja Stojakovic","Divac, Pollard, Jackson, Barry, Stojakovic",124-1513-1517-468-978,SAC,140.0,1,2.0,1.0,3.0,3.0,6.0,2.0,2.0,,1.0,,2.0,3.0,,,4.0,3.0,4.0,,,,2.0,2.0,2.0,4.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,0.5,,0.5,,,61.71428571428571,1.0,27.0,19.666666666666668,25.333333333333332,19.333333333333332,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,,0.3489,,,9.5,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3469,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2001,2000-01,True
124-1513-1517-57-978,1610612758,"Vlade Divac, Scot Pollard, Bobby Jackson, Doug Christie, Peja Stojakovic","Divac, Pollard, Jackson, Christie, Stojakovic",124-1513-1517-57-978,SAC,120.0,2,2.0,-2.0,3.0,4.0,7.0,,2.0,,1.0,,,3.0,,,,2.0,,,,,,,,,1.0,2.0,3.0,4.0,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,84.0,1.0,22.333333333333332,13.25,18.333333333333332,13.25,0.6666666666666666,,,,0.3333333333333333,,,,,0.313,,,13.166666666666666,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,0.2741,,0.3333333333333333,,,,2.0,,,,,,,1.0,,1.0,,1.0,1.0,,,,0.5,0.5,1.0,0.255,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2001,2000-01,True
124-1513-1715-57-978,1610612758,"Vlade Divac, Scot Pollard, Jason Williams, Doug Christie, Peja Stojakovic","Divac, Pollard, Williams, Christie, Stojakovic",124-1513-1715-57-978,SAC,209.0,1,3.0,9.0,8.0,7.0,15.0,1.0,1.0,,1.0,1.0,3.0,5.0,2.0,3.0,12.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,,5.0,1.0,,1.0,2.0,1.0,3.0,3.0,1.0,,,,,9.0,0.3333333333333333,0.3333333333333333,0.6,0.6428571428571429,0.6875,0.2857142857142857,0.2,,,1.0,1.0,,,103.34928229665071,,14.125,13.714285714285714,11.375,13.714285714285714,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,0.14285714285714285,0.7142857142857143,0.5282785714285715,0.125,0.16666666666666666,5.16,24.15,8.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,12.0,3.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,12.0,8.0,1.0,0.5,0.5,0.5,0.6428571428571429,0.6875,,,,,1.0,0.42857142857142855,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.5282785714285715,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,,0.14285714285714285,0.42857142857142855,0.14285714285714285,2.0,,1.0,3.0,,1.0,,0.75,0.75,,0.3333333333333333,,0.5297,0.25,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2001,2000-01,True
124-1517-1715-185-978,1610612758,"Vlade Divac, Bobby Jackson, Jason Williams, Chris Webber, Peja Stojakovic","Divac, Jackson, Williams, Webber, Stojakovic",124-1517-1715-185-978,SAC,111.0,1,2.0,-2.0,4.0,4.0,8.0,1.0,2.0,,1.0,,1.0,3.0,,,2.0,4.0,2.0,,,,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,,1.0,,,,,,,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,1.0,,1.0,1.0,,103.78378378378378,,14.75,13.0,14.75,13.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,,,,0.41136666666666666,,,10.1,,4.0,,,,,,,,,,2.0,,,,,,,1.0,,1.0,1.0,,,2.0,4.0,,,,,0.3333333333333333,0.3333333333333333,,,1.0,,,,,,,,,,0.41136666666666666,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2001,2000-01,True
124-1517-185-2045-468,1610612758,"Vlade Divac, Bobby Jackson, Chris Webber, Hedo Turkoglu, Jon Barry","Divac, Jackson, Webber, Turkoglu, Barry",124-1517-185-2045-468,SAC,142.0,1,2.0,3.0,4.0,5.0,9.0,,2.0,,,1.0,1.0,3.0,1.0,2.0,7.0,4.0,,2.0,1.0,,,1.0,,3.0,,1.0,1.0,2.0,,,4.0,2.0,,,,,6.0,,,0.3333333333333333,0.625,0.5833333333333334,0.25,,,1.0,,1.0,,,91.26760563380282,,17.0,14.8,17.0,14.8,0.5,,,,,,,0.25,0.5,0.486325,0.3333333333333333,0.4,4.6000000000000005,26.0,,,1.0,1.0,,,1.0,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,0.25,1.0,1.0,1.0,,,1.0,,,,,,,,2.0,2.0,,,,,1.0,,,1.0,1.0,1.0,,,0.5,0.5,0.5,,,0.14285714285714285,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2001,2000-01,True
124-1517-185-2045-57,1610612758,"Vlade Divac, Bobby Jackson, Chris Webber, Hedo Turkoglu, Doug Christie","Divac, Jackson, Webber, Turkoglu, Christie",124-1517-185-2045-57,SAC,547.0,5,9.0,-3.0,20.0,19.0,39.0,1.0,3.0,3.0,7.0,2.0,5.0,13.0,3.0,1.0,14.0,17.0,6.0,4.0,2.0,3.0,3.0,4.0,1.0,9.0,2.0,5.0,7.0,8.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,12.0,0.6,0.75,0.38461538461538464,0.40625,0.4117647058823529,0.1875,0.23076923076923078,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.7777777777777778,1.0,,102.6691042047532,1.0,12.55,15.578947368421053,12.45,15.31578947368421,0.1875,0.3333333333333333,0.5,1.0,0.4375,0.42857142857142855,0.5,0.125,0.375,0.4546375,0.058823529411764705,0.07142857142857142,11.615384615384615,24.03333333333333,,3.0,3.0,,,,1.0,,,,,3.0,,1.0,,,2.0,1.0,,3.0,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,0.6666666666666666,,1.0,0.6666666666666666,0.6666666666666666,0.1875,,,,,,,,,,,1.0,,,3.0,1.0,,0.0625,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.125,0.1,,0.5531,0.14285714285714285,2.0,1.0,1.0,,,,,,,,,2.0,,1.0,,,,0.3333333333333333,,,0.3333333333333333,0.5,,1.0,,,,,,1.0,0.5,0.14285714285714285,1.0,1.0,2.0,1.0,2.0,1.0,0.14285714285714285,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2001,2000-01,True
124-1517-185-2045-978,1610612758,"Vlade Divac, Bobby Jackson, Chris Webber, Hedo Turkoglu, Peja Stojakovic","Divac, Jackson, Webber, Turkoglu, Stojakovic",124-1517-185-2045-978,SAC,494.0,2,8.0,-13.0,15.0,16.0,31.0,2.0,4.0,2.0,4.0,2.0,4.0,9.0,3.0,2.0,13.0,26.0,8.0,,1.0,1.0,4.0,5.0,2.0,11.0,1.0,1.0,3.0,3.0,3.0,5.0,2.0,1.0,,,,,13.0,1.0,1.0,0.4444444444444444,0.4583333333333333,0.5,0.25,0.1111111111111111,,0.3333333333333333,1.0,0.5,,1.0,90.36437246963564,,17.866666666666667,14.125,17.866666666666667,13.25,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,0.16666666666666666,0.3333333333333333,0.4484045454545455,0.07692307692307693,0.1,12.466666666666667,30.599999999999998,,4.0,1.0,,,,1.0,,,,,3.0,,1.0,,1.0,,3.0,,3.0,,,,,,1.0,0.3333333333333333,,0.5,,,,1.0,,0.3333333333333333,,0.08333333333333333,,,,,,,,,,,1.0,,,1.0,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1610612758,2001,2000-01,True
