EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceFG3A,FTOffRebounds,DefThreePtRebounds,SelfOReb,LostBallTurnovers,Travels,BlockedLongMidRange,OffensiveGoaltends,OffFTReboundPct,DefThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,Corner3FGM,Corner3Assists,BadPassOutOfBoundsTurnovers,Offensive Fouls,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,FTDefRebounds,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,HeaveAttempts,team_id,year,season,team_vs
133-136-1884-1944-469,1610612766,"David Wesley, P.J. Brown, Baron Davis, Eddie Robinson, Jamal Mashburn","Wesley, Brown, Davis, Robinson, Mashburn",133-136-1884-1944-469,CHH,1010.0,7,17.0,-5.0,34.0,35.0,34.0,30.0,4.0,69.0,6.0,9.0,1.0,2.0,6.0,9.0,1.0,3.0,4.0,7.0,1.0,1.0,3.0,7.0,3.0,7.0,11.0,19.0,3.0,8.0,13.0,44.0,49.0,1.0,2.0,2.0,4.0,11.0,19.0,3.0,8.0,13.0,44.0,12.0,10.0,6.0,3.0,2.0,7.0,3.0,1.0,6.0,2.0,8.0,2.0,3.0,1.0,2.0,18.0,1.0,4.0,4.0,4.0,5.0,9.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,11.0,1.0,19.0,6.0,1.0,2.0,1.0,1.0,1.0,40.0,44.0,34.0,7.0,0.5454545454545454,0.6,0.6666666666666666,0.375,0.375,0.375,0.5789473684210527,0.5,0.5789473684210527,0.5740740740740741,0.5,0.5740740740740741,0.6111111111111112,0.6666666666666666,0.6111111111111112,0.2962962962962963,0.05263157894736842,0.1111111111111111,0.5,0.5,0.5,0.25,0.5,0.4166666666666667,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,98.37623762376238,15.029411764705882,14.257142857142858,14.441176470588236,13.628571428571428,0.3333333333333333,0.6666666666666666,0.75,0.5,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.25925925925925924,0.5714285714285714,0.5714285714285714,0.5,0.037037037037037035,0.25925925925925924,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,0.5,0.3333333333333333,0.6666666666666666,0.037037037037037035,0.25925925925925924,0.42857142857142855,0.6296296296296297,0.42857142857142855,0.4403259259259259,0.59515,0.4403259259259259,0.20588235294117646,0.24,0.1111111111111111,0.09090909090909091,1.0,7.657894736842105,26.2125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,False
133-136-1884-1944-922,1610612766,"David Wesley, P.J. Brown, Baron Davis, Eddie Robinson, Elden Campbell","Wesley, Brown, Davis, Robinson, Campbell",133-136-1884-1944-922,CHH,771.0,7,13.0,2.0,20.0,21.0,5.0,,4.0,41.0,1.0,4.0,1.0,1.0,,1.0,1.0,2.0,4.0,8.0,1.0,,,2.0,,,6.0,14.0,,3.0,10.0,22.0,20.0,1.0,1.0,2.0,4.0,2.0,3.0,,,4.0,8.0,6.0,6.0,,,2.0,2.0,,1.0,3.0,,3.0,,,,3.0,6.0,1.0,4.0,5.0,7.0,6.0,13.0,3.0,1.0,2.0,1.0,,2.0,3.0,2.0,1.0,2.0,5.0,1.0,12.0,6.0,,,2.0,1.0,2.0,18.0,8.0,5.0,,0.5,0.6,,,,,0.42857142857142855,1.0,0.6666666666666666,0.35294117647058826,0.5,0.6666666666666666,0.4782608695652174,0.6666666666666666,0.8,0.17647058823529413,0.07142857142857142,0.25,0.3333333333333333,0.5555555555555556,0.5,0.3333333333333333,0.6363636363636364,0.45454545454545453,1.0,,0.25,,0.5,,0.8,76.57587548638132,20.8,16.904761904761905,18.8,15.142857142857142,0.23529411764705882,0.25,0.3333333333333333,,0.11764705882352941,0.5,0.5,,0.47058823529411764,0.5,0.5,0.75,0.058823529411764705,0.11764705882352941,,,,0.5,1.0,0.3333333333333333,,,,,0.4117647058823529,,0.4374176470588235,0.589675,0.4557333333333333,0.2608695652173913,0.3,,0.18181818181818182,0.36363636363636365,11.75,25.333333333333332,0.25,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,False
133-136-1884-1944-934,1610612766,"David Wesley, P.J. Brown, Baron Davis, Eddie Robinson, Derrick Coleman","Wesley, Brown, Davis, Robinson, Coleman",133-136-1884-1944-934,CHH,144.0,1,2.0,3.0,4.0,5.0,,,,9.0,1.0,1.0,,,,,,,,2.0,,,1.0,2.0,,,1.0,3.0,1.0,2.0,,5.0,2.0,,,,,,,,,,,,2.0,3.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,,1.0,0.5,,0.5,0.3333333333333333,,,0.5,,,0.5,,,0.4,,,,,,1.0,,0.3333333333333333,,,,1.0,,,,90.0,18.75,13.8,18.75,13.2,0.2,1.0,1.0,,,,,,0.4,,,,,0.4,0.5,0.5,1.0,,,,,,,,0.6,0.5,0.47443,,,,,,,,13.633333333333333,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,False
133-136-1884-2048-469,1610612766,"David Wesley, P.J. Brown, Baron Davis, Jamaal Magloire, Jamal Mashburn","Wesley, Brown, Davis, Magloire, Mashburn",133-136-1884-2048-469,CHH,2671.0,8,45.0,5.0,84.0,84.0,48.0,27.0,8.0,168.0,14.0,25.0,3.0,5.0,7.0,14.0,2.0,8.0,10.0,21.0,2.0,1.0,5.0,14.0,4.0,9.0,26.0,54.0,6.0,16.0,19.0,89.0,84.0,4.0,7.0,2.0,10.0,13.0,29.0,4.0,10.0,14.0,52.0,32.0,20.0,12.0,6.0,6.0,14.0,5.0,7.0,16.0,4.0,20.0,3.0,9.0,2.0,5.0,44.0,,8.0,20.0,24.0,10.0,34.0,8.0,3.0,5.0,5.0,2.0,7.0,12.0,1.0,4.0,6.0,20.0,2.0,28.0,6.0,,8.0,3.0,1.0,3.0,79.0,52.0,48.0,3.0,0.6153846153846154,0.6956521739130435,0.6666666666666666,0.375,0.4,0.375,0.48148148148148145,0.5714285714285714,0.4482758620689655,0.5,0.5714285714285714,0.48717948717948717,0.5297619047619048,0.5555555555555556,0.52,0.22857142857142856,0.12962962962962962,0.16,0.4166666666666667,0.7142857142857143,0.2857142857142857,,0.7272727272727273,0.21621621621621623,0.36363636363636365,0.16666666666666666,0.2727272727272727,,1.0,0.7142857142857143,0.5714285714285714,90.57281916885061,16.38095238095238,15.416666666666666,15.69047619047619,14.595238095238095,0.35714285714285715,0.56,0.6666666666666666,0.6428571428571429,0.11428571428571428,0.25,0.4,1.0,0.3,0.47619047619047616,0.47619047619047616,0.5,0.02857142857142857,0.2,0.35714285714285715,0.35714285714285715,0.6,0.7142857142857143,0.6,0.358974358974359,0.5,0.02564102564102564,0.23076923076923078,0.4444444444444444,0.5857142857142857,0.35714285714285715,0.4812178571428572,0.4888,0.48437051282051286,0.07894736842105263,0.1,,0.11235955056179775,0.5842696629213483,8.094444444444445,26.4875,0.5714285714285714,,,2.0,4.0,,3.0,1.0,1.0,,0.5,0.8,,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.375,0.5,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,False
133-136-1884-2048-901,1610612766,"David Wesley, P.J. Brown, Baron Davis, Jamaal Magloire, Otis Thorpe","Wesley, Brown, Davis, Magloire, Thorpe",133-136-1884-2048-901,CHH,15.0,1,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,False
133-136-1884-469-901,1610612766,"David Wesley, P.J. Brown, Baron Davis, Jamal Mashburn, Otis Thorpe","Wesley, Brown, Davis, Mashburn, Thorpe",133-136-1884-469-901,CHH,248.0,1,4.0,-3.0,7.0,7.0,,,2.0,14.0,,1.0,,,,,,3.0,1.0,3.0,,,,,,,1.0,7.0,,,2.0,4.0,7.0,1.0,2.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,,2.0,1.0,,,,,,2.0,,,,,,,,,,0.14285714285714285,0.5,,0.14285714285714285,0.5,,0.25,0.5,,,,,,1.0,0.3333333333333333,,1.0,0.3333333333333333,,0.3333333333333333,0.5,,,1.0,1.0,81.29032258064515,24.285714285714285,11.142857142857142,21.857142857142858,10.142857142857142,0.14285714285714285,,,,0.42857142857142855,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,0.14285714285714285,,0.37142857142857144,0.38925,,0.125,0.125,,0.5,,11.771428571428572,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,False
133-136-1884-469-922,1610612766,"David Wesley, P.J. Brown, Baron Davis, Jamal Mashburn, Elden Campbell","Wesley, Brown, Davis, Mashburn, Campbell",133-136-1884-469-922,CHH,11229.0,10,187.0,36.0,349.0,347.0,69.0,38.0,58.0,696.0,63.0,115.0,17.0,31.0,11.0,24.0,25.0,75.0,34.0,85.0,12.0,,12.0,36.0,3.0,11.0,122.0,275.0,19.0,48.0,76.0,377.0,341.0,25.0,46.0,13.0,72.0,21.0,45.0,3.0,11.0,27.0,78.0,120.0,124.0,51.0,6.0,22.0,36.0,12.0,35.0,60.0,17.0,77.0,11.0,27.0,12.0,21.0,171.0,6.0,59.0,92.0,131.0,65.0,196.0,33.0,17.0,16.0,22.0,9.0,26.0,48.0,5.0,8.0,29.0,76.0,8.0,100.0,45.0,,8.0,20.0,13.0,20.0,305.0,78.0,69.0,9.0,0.4918032786885246,0.5405405405405406,0.8947368421052632,0.3958333333333333,0.2727272727272727,0.3958333333333333,0.44363636363636366,0.5434782608695652,0.4666666666666667,0.46594427244582043,0.5673076923076923,0.45535714285714285,0.5122950819672131,0.6101694915254238,0.527027027027027,0.14860681114551083,0.12727272727272726,0.1826086956521739,0.4583333333333333,0.7131782945736435,0.38562091503267976,0.21428571428571427,0.6954022988505747,0.35911602209944754,0.46153846153846156,0.38,0.3137254901960784,0.2608695652173913,0.6875,0.6666666666666666,0.8,89.25460860272509,16.72779369627507,15.536023054755043,15.879656160458453,14.685878962536023,0.3560371517027864,0.5478260869565217,0.6702127659574468,0.42857142857142855,0.23219814241486067,0.3333333333333333,0.390625,0.48,0.2631578947368421,0.4,0.4146341463414634,0.6176470588235294,0.03715170278637771,0.11145510835913312,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.5961538461538461,0.5483870967741935,0.42857142857142855,0.4583333333333333,,0.19642857142857142,0.2727272727272727,0.5046439628482973,0.3333333333333333,0.4684521739130435,0.5062204081632653,0.4775663636363636,0.12569832402234637,0.14516129032258066,,0.1909814323607427,0.20689655172413793,8.248363636363637,25.789583333333336,0.1977077363896848,4.0,6.0,,29.0,7.0,13.0,6.0,,,,0.6444444444444445,,0.6585365853658537,0.04827586206896552,0.07692307692307693,7.0,6.0,4.0,10.0,7.0,10.0,,,0.14666666666666667,0.5,0.5,0.5833333333333334,0.6363636363636364,0.8571428571428571,3.0,2.0,3.0,1.0,10.0,2.0,10.0,4.0,0.5,0.020833333333333332,0.03529411764705882,0.08333333333333333,1.0,0.17647058823529413,0.75,0.6666666666666666,0.038461538461538464,,,,,,,,,1610612766,2001,2000-01,False
133-136-1884-469-934,1610612766,"David Wesley, P.J. Brown, Baron Davis, Jamal Mashburn, Derrick Coleman","Wesley, Brown, Davis, Mashburn, Coleman",133-136-1884-469-934,CHH,1407.0,5,23.0,15.0,47.0,45.0,28.0,8.0,5.0,92.0,6.0,13.0,2.0,5.0,5.0,11.0,5.0,10.0,3.0,11.0,,,5.0,6.0,1.0,1.0,14.0,34.0,5.0,6.0,16.0,59.0,44.0,3.0,8.0,1.0,7.0,10.0,23.0,1.0,1.0,11.0,34.0,12.0,16.0,15.0,,4.0,6.0,5.0,1.0,6.0,5.0,11.0,5.0,2.0,3.0,1.0,27.0,,8.0,17.0,19.0,8.0,27.0,4.0,2.0,2.0,3.0,2.0,4.0,7.0,,6.0,,9.0,2.0,18.0,5.0,,5.0,3.0,2.0,3.0,52.0,34.0,28.0,1.0,0.42857142857142855,0.5,1.0,0.8333333333333334,1.0,0.8333333333333334,0.4117647058823529,0.375,0.43478260869565216,0.5375,0.375,0.4791666666666667,0.6145833333333334,0.3888888888888889,0.5666666666666667,0.15,0.029411764705882353,0.07692307692307693,0.42857142857142855,0.9444444444444444,0.4,,0.9047619047619048,0.38095238095238093,0.5714285714285714,0.4,0.25,,1.0,1.0,0.9090909090909091,94.15778251599147,15.212765957446809,15.377777777777778,14.361702127659575,15.355555555555556,0.325,0.46153846153846156,0.5,0.3333333333333333,0.25,0.5,0.5,0.6,0.275,0.2727272727272727,0.2727272727272727,0.3333333333333333,,0.15,0.8333333333333334,0.8333333333333334,1.0,0.625,0.4,0.4583333333333333,0.45454545454545453,,0.041666666666666664,1.0,0.475,0.8333333333333334,0.47953124999999996,0.4956875,0.4937520833333333,0.11627906976744186,0.13513513513513514,,0.11864406779661017,0.576271186440678,8.705882352941176,24.366666666666664,0.5957446808510638,,,,2.0,1.0,1.0,,1.0,,,0.6666666666666666,,0.6666666666666666,0.05,,,,2.0,,,3.0,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,False
133-136-1884-765-934,1610612766,"David Wesley, P.J. Brown, Baron Davis, Hersey Hawkins, Derrick Coleman","Wesley, Brown, Davis, Hawkins, Coleman",133-136-1884-765-934,CHH,76.0,1,1.0,2.0,2.0,2.0,,,,4.0,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,,,,,,1.0,,,1.0,,,,,,,,1.0,75.78947368421053,23.5,14.5,23.5,14.5,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,0.3588,,,,,,,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,False
133-136-1884-901-922,1610612766,"David Wesley, P.J. Brown, Baron Davis, Otis Thorpe, Elden Campbell","Wesley, Brown, Davis, Thorpe, Campbell",133-136-1884-901-922,CHH,65.0,1,1.0,,1.0,2.0,,,1.0,3.0,,,,,,,,1.0,,1.0,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,1.0,0.5,,1.0,0.5,,1.0,,,,,1.0,66.46153846153847,26.0,19.5,15.0,19.5,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,0.39045,0.3552,,,,,,,13.35,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2001,2000-01,False
