EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,PenaltyOffPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,PenaltyOffPossPct,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,SecondChanceOffPoss,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,OffTwoPtRebounds,OffRebounds,Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,ShootingFouls,Offensive Fouls,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassTurnovers,NonShootingFoulsDrawn,PenaltyFg3Pct,AtRimPctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefCorner3ReboundPct,SelfORebPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,OffThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGA,OffArc3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,3SecondViolations,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
120-1719-176-431-757,1610612757,"Steven Smith, Bonzi Wells, Antonio Harvey, Shawn Kemp, Damon Stoudamire","Smith, Wells, Harvey, Kemp, Stoudamire",120-1719-176-431-757,POR,15.0,1,1.0,1.0,1.0,1.0,96.0,15.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-1719-202-278-905,1610612757,"Steven Smith, Bonzi Wells, Gary Grant, Stacey Augmon, Dale Davis","Smith, Wells, Grant, Augmon, Davis",120-1719-202-278-905,POR,86.0,1,3.0,3.0,6.0,3.0,100.46511627906976,11.666666666666666,11.666666666666666,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,17.0,17.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.574,0.574,0.3333333333333333,0.3333333333333333,1.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-1719-202-431-739,1610612757,"Steven Smith, Bonzi Wells, Gary Grant, Shawn Kemp, Rasheed Wallace","Smith, Wells, Grant, Kemp, Wallace",120-1719-202-431-739,POR,14.0,1,1.0,,2.0,,205.71428571428572,11.0,11.0,,,-1.0,1.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,0.5,,,,,,3.0,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-1719-202-431-781,1610612757,"Steven Smith, Bonzi Wells, Gary Grant, Shawn Kemp, Will Perdue","Smith, Wells, Grant, Kemp, Perdue",120-1719-202-431-781,POR,114.0,1,4.0,4.0,8.0,4.0,101.05263157894737,11.0,11.0,1.0,2.0,-1.0,4.0,,,1.0,,1.0,,,1.0,3.0,3.0,4.0,,1.0,3.0,3.0,,,,,,,,,4.0,2.0,3.0,3.0,,,,,,,0.5,0.5,,,,,17.5,17.5,1.0,,,,,1.0,,1.0,0.3427,0.3427,0.6666666666666666,0.6666666666666666,1.0,3.6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-1719-202-781-905,1610612757,"Steven Smith, Bonzi Wells, Gary Grant, Will Perdue, Dale Davis","Smith, Wells, Grant, Perdue, Davis",120-1719-202-781-905,POR,93.0,1,3.0,3.0,7.0,3.0,108.38709677419355,13.0,11.333333333333334,1.0,2.0,,4.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,,4.0,4.0,2.0,3.0,,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,,,13.5,13.5,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.4938666666666667,0.4938666666666667,0.25,0.25,1.0,6.333333333333333,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3617,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-1719-21-278-431,1610612757,"Steven Smith, Bonzi Wells, Greg Anthony, Stacey Augmon, Shawn Kemp","Smith, Wells, Anthony, Augmon, Kemp",120-1719-21-278-431,POR,483.0,4,15.0,,30.0,,89.44099378881987,14.333333333333334,12.133333333333333,,8.0,-3.0,15.0,5.0,3.0,4.0,,,2.0,4.0,9.0,2.0,13.0,16.0,,,,,4.0,2.0,3.0,2.0,7.0,4.0,4.0,7.0,2.0,1.0,13.0,,0.5,0.5,0.4444444444444444,,0.4583333333333333,,0.5,,0.8,0.5,1.0,1.0,17.866666666666667,16.733333333333334,0.3333333333333333,0.75,0.75,0.6666666666666666,0.16666666666666666,,,0.5833333333333334,0.5026041666666666,,0.07692307692307693,0.1,,7.011111111111111,3.0,1.0,,,4.0,,,3.0,,,2.0,,4.0,2.0,3.0,5.0,,,,,0.4,0.2857142857142857,,0.5,,,0.5169833333333334,,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.1111111111111111,0.3333333333333333,1.0,0.5,0.5,0.25,0.3333333333333333,0.5,0.25,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-1719-21-278-717,1610612757,"Steven Smith, Bonzi Wells, Greg Anthony, Stacey Augmon, Arvydas Sabonis","Smith, Wells, Anthony, Augmon, Sabonis",120-1719-21-278-717,POR,56.0,1,1.0,,3.0,,77.14285714285714,29.0,29.0,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,13.5,,,,,,,,,0.3389,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-1719-21-278-905,1610612757,"Steven Smith, Bonzi Wells, Greg Anthony, Stacey Augmon, Dale Davis","Smith, Wells, Anthony, Augmon, Davis",120-1719-21-278-905,POR,261.0,3,9.0,7.0,18.0,7.0,99.31034482758622,15.444444444444445,14.88888888888889,0.7777777777777778,4.0,5.0,9.0,1.0,,3.0,,1.0,,1.0,6.0,2.0,7.0,2.0,1.0,2.0,2.0,7.0,,,1.0,,3.0,4.0,7.0,10.0,2.0,,7.0,7.0,,,0.16666666666666666,0.5,0.3125,0.8333333333333334,0.3888888888888889,0.875,1.0,1.0,,1.0,13.555555555555555,13.555555555555555,0.375,,,,,0.3333333333333333,,0.625,0.52749375,0.5364333333333333,,,1.0,4.116666666666666,1.0,1.0,2.0,1.0,3.0,3.0,0.6666666666666666,1.0,,,3.0,,2.0,3.0,3.0,,,,,,0.6,0.5,0.6666666666666666,1.0,,,0.5425,,2.0,1.0,3.0,1.0,2.0,,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,1.0,0.5,0.5,0.25,0.16666666666666666,,,0.5,,0.375,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,1.0,0.6666666666666666,,0.5,25.05,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.4,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-1719-21-431-717,1610612757,"Steven Smith, Bonzi Wells, Greg Anthony, Shawn Kemp, Arvydas Sabonis","Smith, Wells, Anthony, Kemp, Sabonis",120-1719-21-431-717,POR,270.0,2,8.0,,15.0,,80.0,14.375,14.125,,4.0,8.0,7.0,,4.0,5.0,,,1.0,4.0,7.0,,14.0,6.0,,,,,8.0,4.0,6.0,4.0,14.0,2.0,2.0,3.0,1.0,1.0,12.0,,1.0,1.0,0.5714285714285714,,0.7777777777777778,,0.7777777777777778,,0.5,0.5,0.5,1.0,22.142857142857142,20.857142857142858,0.5555555555555556,0.8,0.8,1.0,0.1111111111111111,,,0.7777777777777778,0.551088888888889,,0.1111111111111111,0.14285714285714285,,3.8714285714285714,1.0,,,,,,,1.0,,1.0,1.0,2.0,,1.0,1.0,2.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,0.6878,0.14285714285714285,1.0,,1.0,2.0,2.0,,2.0,2.0,,6.0,2.0,2.0,,2.0,2.0,,1.0,,,,,,,,1.0,1.0,1.0,0.2222222222222222,,,,,,0.1111111111111111,,,0.2222222222222222,1.0,1.0,1.0,1.0,,1.0,25.45,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
120-1719-21-431-739,1610612757,"Steven Smith, Bonzi Wells, Greg Anthony, Shawn Kemp, Rasheed Wallace","Smith, Wells, Anthony, Kemp, Wallace",120-1719-21-431-739,POR,4100.0,19,127.0,18.0,246.0,18.0,86.4,15.929133858267717,15.551181102362206,0.14173228346456693,68.0,18.0,119.0,37.0,21.0,35.0,6.0,8.0,37.0,40.0,83.0,32.0,130.0,112.0,6.0,13.0,6.0,18.0,58.0,29.0,34.0,16.0,73.0,36.0,45.0,56.0,39.0,18.0,124.0,18.0,0.725,0.7435897435897436,0.4819277108433735,0.46153846153846156,0.5051546391752577,0.42857142857142855,0.5608695652173913,0.5,0.7058823529411765,0.6935483870967742,0.8125,0.6666666666666666,17.45378151260504,16.428571428571427,0.36082474226804123,0.6,0.6363636363636364,0.7619047619047619,0.38144329896907214,0.5714285714285714,0.75,0.5051546391752577,0.48814742268041234,0.5430714285714285,0.1592920353982301,0.18181818181818182,0.13846153846153847,9.40843373493976,14.0,10.0,12.0,5.0,23.0,3.0,0.5217391304347826,10.0,14.0,1.0,4.0,6.0,22.0,8.0,11.0,34.0,2.0,0.25,0.2,0.375,0.19047619047619047,0.2,0.14285714285714285,0.6363636363636364,0.3783783783783784,0.3783783783783784,0.4948375,0.046153846153846156,2.0,5.0,11.0,5.0,11.0,1.0,6.0,14.0,1.0,15.0,11.0,5.0,3.0,5.0,4.0,1.0,4.0,3.0,11.0,3.0,,12.0,1.0,1.0,0.8333333333333334,0.42857142857142855,0.42857142857142855,0.14432989690721648,0.03614457831325301,0.09090909090909091,0.2,0.5,0.13636363636363635,0.1134020618556701,0.45454545454545453,0.5,0.1134020618556701,0.45454545454545453,0.45454545454545453,0.8,0.4,0.2,0.45454545454545453,25.042857142857144,,1.0,,1.0,7.0,2.0,1.0,7.0,2.0,,0.05714285714285714,1.0,0.6363636363636364,0.3333333333333333,0.02127659574468085,0.07142857142857142,,,2.0,6.0,5.0,,1.0,6.0,4.0,0.6666666666666666,,,1.0,3.0,4.0,3.0,2.0,1.0,2.0,11.0,2.0,2.0,6.0,1.0,2.0,1.0,0.25,1.0,0.75,0.4,0.7857142857142857,0.030927835051546393,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2001,2000-01,True
