EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyArc3FGA,PenaltyFG3A,Corner3Assists,BadPassTurnovers,Technical Free Throw Trips,AtRimPctBlocked,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyAtRimFGM,PenaltyFG2M,FTOffRebounds,PenaltyFg2Pct,PenaltyEfgPct,OffFTReboundPct,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyFG3M,BlockedShortMidRange,PenaltyFg3Pct,PenaltyCorner3Accuracy,SecondChanceArc3FGA,PenaltyArc3FGM,BlockedLongMidRange,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,DefensiveGoaltends,3SecondViolations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,PtsUnassisted3s,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3PctBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
101111-101121-101181-147-2050,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Morris Peterson","Villanueva, Graham, Calderon, Rose, Peterson",101111-101121-101181-147-2050,TOR,3.0,1,-2.0,1.0,1.0,1.0,2.0,480.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,False
101111-101121-101181-147-2229,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Mike James","Villanueva, Graham, Calderon, Rose, James",101111-101121-101181-147-2229,TOR,278.0,1,-3.0,9.0,,17.0,9.0,88.05755395683452,15.11111111111111,13.666666666666666,5.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,7.0,1.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.375,0.375,0.125,1.0,0.6,1.0,0.6,0.2,1.0,1.0,0.6666666666666666,17.75,17.25,0.25,0.5,0.5,1.0,0.125,1.0,1.0,0.5,0.25,0.25,0.125,0.375,0.4670875,11.157142857142857,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,False
101111-101121-101181-147-2547,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Chris Bosh","Villanueva, Graham, Calderon, Rose, Bosh",101111-101121-101181-147-2547,TOR,1359.0,8,5.0,44.0,15.0,87.0,42.0,92.18543046357617,14.704545454545455,14.204545454545455,23.0,43.0,6.0,5.0,11.0,7.0,15.0,2.0,6.0,6.0,14.0,32.0,6.0,47.0,12.0,16.0,6.0,6.0,9.0,1.0,21.0,,7.0,15.0,7.0,22.0,3.0,1.0,1.0,1.0,7.0,,5.0,14.0,13.0,39.0,0.42857142857142855,0.5454545454545454,0.4375,0.4868421052631579,0.5222222222222223,0.15789473684210525,0.14285714285714285,0.5384615384615384,,0.5652173913043478,0.35,,1.0,0.6,16.558139534883722,15.976744186046512,0.2894736842105263,0.45454545454545453,0.45454545454545453,0.2,0.39473684210526316,0.4666666666666667,0.5,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.15789473684210525,0.4473684210526316,0.4409276315789474,7.68125,25.95,4.0,3.0,5.0,3.0,3.0,10.0,3.0,6.0,2.0,8.0,1.0,1.0,1.0,9.0,6.0,3.0,1.0,3.0,3.0,3.0,2.0,7.0,6.0,2.0,1.0,2.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,15.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5714285714285714,0.25,0.03125,0.06666666666666667,1.0,0.4117647058823529,0.6,0.3333333333333333,0.42857142857142855,0.5,0.42857142857142855,0.7142857142857143,0.3333333333333333,0.05263157894736842,0.5,0.42857142857142855,1.0,0.5,0.5,1.0,0.8333333333333334,0.6,0.5,0.5200166666666667,0.3562,0.1590909090909091,0.18421052631578946,0.1702127659574468,0.02127659574468085,0.09302325581395349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,False
101111-101121-101181-147-2588,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Matt Bonner","Villanueva, Graham, Calderon, Rose, Bonner",101111-101121-101181-147-2588,TOR,1538.0,10,-12.0,42.0,6.0,87.0,51.0,81.45643693107932,16.404761904761905,14.80952380952381,26.0,45.0,6.0,3.0,13.0,5.0,8.0,4.0,16.0,4.0,12.0,37.0,7.0,39.0,12.0,12.0,4.0,6.0,8.0,1.0,18.0,4.0,11.0,15.0,8.0,23.0,,,2.0,1.0,4.0,1.0,8.0,13.0,11.0,35.0,0.5,0.5454545454545454,0.32432432432432434,0.3409090909090909,0.3877551020408163,0.1590909090909091,0.5,0.4782608695652174,0.8,0.46153846153846156,0.26666666666666666,0.6666666666666666,0.6,0.25,18.866666666666667,18.08888888888889,0.29545454545454547,0.23076923076923078,0.25,0.3333333333333333,0.18181818181818182,0.625,0.625,0.36363636363636365,0.25,0.25,0.09090909090909091,0.45454545454545453,0.46433409090909095,9.897297297297296,24.042857142857144,4.0,1.0,4.0,1.0,2.0,9.0,2.0,5.0,,4.0,4.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,,,,2.0,,,1.0,2.0,1.0,,13.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,4.0,,1.0,1.0,0.2857142857142857,0.2857142857142857,0.4,0.4,0.4,0.16666666666666666,0.02702702702702703,,1.0,0.16,0.3333333333333333,0.1,,0.25,0.6,0.3333333333333333,,,1.0,0.4,0.75,0.25,0.25,1.0,0.8,0.25,0.25,0.510325,0.49641,0.0851063829787234,0.1,0.10256410256410256,0.05128205128205128,0.08888888888888889,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.07692307692307693,1.0,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,False
101111-101121-101181-147-2737,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Rafael Araujo","Villanueva, Graham, Calderon, Rose, Araujo",101111-101121-101181-147-2737,TOR,46.0,1,3.0,1.0,1.0,2.0,,62.60869565217391,8.0,8.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.75,,,1.0,,1.0,,,,1.0,38.0,23.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,0.6126,1.1,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,3.0,1.0,,1.0,,,,,,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,0.6126,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,False
101111-101121-101181-147-2776,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Jalen Rose, Pape Sow","Villanueva, Graham, Calderon, Rose, Sow",101111-101121-101181-147-2776,TOR,268.0,2,-4.0,10.0,5.0,17.0,10.0,91.34328358208955,11.8,11.5,4.0,7.0,1.0,,1.0,3.0,4.0,,2.0,,3.0,7.0,1.0,6.0,2.0,4.0,,1.0,1.0,,2.0,,2.0,3.0,1.0,4.0,,,1.0,,1.0,,1.0,2.0,2.0,6.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.375,0.375,0.125,1.0,0.5,,0.6,0.2,,,1.0,21.428571428571427,19.714285714285715,0.125,,,,0.5,0.75,1.0,0.25,,,,0.25,0.43220625,9.1,24.0,3.0,,,,,,,,,,3.0,,4.0,,,,2.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,4.0,3.0,,,,,,,,,0.5,0.2857142857142857,0.25,,0.25,1.0,,1.0,,0.5,1.0,,,,0.3333333333333333,,,,,,,,0.61815,0.4307125,,,,0.6666666666666666,0.42857142857142855,,,1.0,,1.0,,1.0,,1.0,,0.125,,,,,,,2.0,,0.6666666666666666,0.5,,,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,False
101111-101121-101181-1541-2050,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Alvin Williams, Morris Peterson","Villanueva, Graham, Calderon, Williams, Peterson",101111-101121-101181-1541-2050,TOR,111.0,1,,6.0,6.0,11.0,3.0,142.7027027027027,10.333333333333334,10.333333333333334,2.0,5.0,,1.0,2.0,,1.0,,,,1.0,3.0,,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,4.0,,4.0,,,,,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.375,,,1.0,,1.0,,,,1.0,9.8,9.8,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,,,,,,0.6666666666666666,0.523,4.1000000000000005,,5.0,,,,,1.0,,,,,3.0,1.0,3.0,,,,,,,,,,1.0,2.0,,,,1.0,,1.0,,,,,2.0,,1.0,,,,,,,3.0,5.0,,,,,,,,,0.375,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,0.523,0.25,0.25,,1.0,1.0,2.0,,,,,,,,,,,,,,0.6666666666666666,,1.0,1.0,,0.3333333333333333,0.3333333333333333,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,False
101111-101121-101181-2050-2229,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Morris Peterson, Mike James","Villanueva, Graham, Calderon, Peterson, James",101111-101121-101181-2050-2229,TOR,472.0,2,14.0,20.0,9.0,38.0,19.0,115.93220338983052,14.05,12.45,8.0,18.0,,4.0,4.0,1.0,2.0,1.0,2.0,2.0,6.0,8.0,3.0,33.0,4.0,8.0,2.0,2.0,5.0,2.0,13.0,,5.0,7.0,,7.0,1.0,,1.0,,1.0,,1.0,3.0,7.0,33.0,0.3333333333333333,0.3333333333333333,0.75,0.9545454545454546,0.9705882352941176,0.2727272727272727,1.0,0.625,,0.6363636363636364,,,0.3333333333333333,1.0,10.61111111111111,10.61111111111111,0.36363636363636365,1.0,1.0,0.5,0.18181818181818182,0.5,0.5,0.18181818181818182,0.5,0.5,0.18181818181818182,0.6363636363636364,0.5195090909090909,8.475,24.2,9.0,,,2.0,3.0,12.0,,,,,4.0,8.0,19.0,9.0,,2.0,,3.0,2.0,,,,2.0,,,1.0,,,,,,,,,12.0,,2.0,4.0,2.0,1.0,2.0,1.0,,19.0,9.0,1.0,4.0,1.0,1.0,1.0,,,,1.0555555555555556,,,,,0.6666666666666666,,,,0.6666666666666666,1.0,,,0.5,,,1.0,1.0,1.0,,,1.0,,0.56799,0.15384615384615385,0.2,,0.5757575757575758,0.5,3.0,1.0,1.0,,1.0,1.0,1.0,,,,0.09090909090909091,1.0,1.0,1.0,0.6,,3.0,4.0,,1.0,1.1,,1.0,,1.0,,,0.2,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,False
101111-101121-101181-2050-2254,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Morris Peterson, Loren Woods","Villanueva, Graham, Calderon, Peterson, Woods",101111-101121-101181-2050-2254,TOR,1091.0,3,-16.0,35.0,6.0,73.0,48.0,96.35197066911091,12.571428571428571,12.228571428571428,18.0,38.0,6.0,4.0,10.0,2.0,11.0,1.0,10.0,6.0,7.0,31.0,9.0,32.0,8.0,6.0,6.0,4.0,7.0,3.0,17.0,2.0,7.0,9.0,9.0,18.0,2.0,1.0,1.0,1.0,3.0,,4.0,9.0,9.0,23.0,0.5714285714285714,0.8,0.22580645161290322,0.2875,0.36363636363636365,0.225,0.3333333333333333,0.7777777777777778,0.4,0.7272727272727273,0.3103448275862069,0.5,1.0,0.75,17.13157894736842,16.236842105263158,0.25,0.4,0.4,0.75,0.275,0.18181818181818182,0.25,0.25,0.1,0.1,0.15,0.475,0.45992875,9.119354838709677,25.522222222222222,9.0,2.0,4.0,1.0,3.0,9.0,3.0,7.0,3.0,9.0,5.0,2.0,10.0,9.0,4.0,1.0,3.0,3.0,1.0,,1.0,7.0,1.0,1.0,,1.0,,2.0,,,,2.0,,1.0,9.0,1.0,5.0,,2.0,1.0,2.0,1.0,,10.0,9.0,,,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.375,0.5,0.5,0.0967741935483871,0.2727272727272727,1.0,0.2916666666666667,0.5,0.5,0.2222222222222222,0.2222222222222222,0.5,1.0,,,0.5,,1.0,0.16666666666666666,0.16666666666666666,1.0,0.5,0.5,0.16666666666666666,0.5210333333333333,0.3788833333333333,0.11363636363636363,0.14285714285714285,0.28125,0.3125,0.23684210526315788,,2.0,3.0,3.0,4.0,2.0,,,,,0.075,0.6666666666666666,0.6666666666666666,1.0,,0.3333333333333333,,1.0,,0.2,0.4444444444444444,,,,1.0,1.0,,0.1111111111111111,,1.0,2.0,,0.5,1.0,1.0,1.0,1.0,0.5,0.125,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,False
101111-101121-101181-2050-239,1610612761,"Charlie Villanueva, Joey Graham, Jose Calderon, Morris Peterson, Darrick Martin","Villanueva, Graham, Calderon, Peterson, Martin",101111-101121-101181-2050-239,TOR,25.0,1,2.0,1.0,1.0,2.0,,115.19999999999999,16.0,16.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2006,2005-06,False
