EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Minutes,PlusMinus,AtRimFGA,PenaltyAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,SecondsExcludingORebsPerPossOff,AtRimFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PtsUnassisted2s,PtsPutbacks,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,AtRimAssists,FTOffRebounds,DefTwoPtRebounds,LostBallSteals,OffFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,PtsAssisted3s,ThreePtAssists,Corner3Assists,FTDefRebounds,Travels,NonShootingPenaltyNonTakeFouls,Assisted3sPct,DefFTReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnovers,BadPassTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceCorner3FGM,Arc3Assists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceFtPoints,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,HeaveAttempts,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1626173-1627748-1627763-201563-203521,1610612749,"Rashad Vaughn, Thon Maker, Malcolm Brogdon, Michael Beasley, Matthew Dellavedova","Vaughn, Maker, Brogdon, Beasley, Dellavedova",1626173-1627748-1627763-201563-203521,MIL,24.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120.0,4.0,20.0,20.0,1.0,1.0,1.0,1.0,0.3598,0.3598,0.3598,1.0,1.0,18.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-1891-201563-203521,1610612749,"Rashad Vaughn, Thon Maker, Jason Terry, Michael Beasley, Matthew Dellavedova","Vaughn, Maker, Terry, Beasley, Dellavedova",1626173-1627748-1891-201563-203521,MIL,82.0,1,3.0,3.0,3.0,3.0,1.0,6.0,,,,2.0,4.0,,,,3.0,,2.0,4.0,,,,,,,,4.0,3.0,,,,,,0.375,0.75,0.375,0.4,0.75,0.4,105.36585365853658,15.666666666666666,11.666666666666666,11.666666666666666,,,,,0.473,0.5418,0.473,0.75,1.0,2.15,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.5,11.0,0.5,0.25,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,0.25,1.0,1.0,1.0,0.2,0.3333333333333333,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627748-201563-203503-203521,1610612749,"Rashad Vaughn, Thon Maker, Michael Beasley, Tony Snell, Matthew Dellavedova","Vaughn, Maker, Beasley, Snell, Dellavedova",1626173-1627748-201563-203503-203521,MIL,130.0,1,4.0,4.0,4.0,,2.0,8.0,,,2.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,,,,,,,,4.0,4.0,,,0.5,1.0,0.5,0.4,1.0,0.4,0.4,1.0,0.4,88.61538461538463,14.75,17.75,17.75,,,,,0.60295,0.5721,0.60295,1.0,1.0,1.275,1.0,2.0,-1.0,4.0,4.0,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,,,0.2,,,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,,,14.5,0.8,0.2,,,,,,,0.8,0.2,,,1.0,,,,24.1,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627763-1891-201150-201563,1610612749,"Rashad Vaughn, Malcolm Brogdon, Jason Terry, Spencer Hawes, Michael Beasley","Vaughn, Brogdon, Terry, Hawes, Beasley",1626173-1627763-1891-201150-201563,MIL,204.0,1,8.0,7.0,8.0,,3.0,15.0,,,4.0,7.0,9.0,6.0,1.0,2.0,2.0,4.0,7.0,9.0,4.0,2.0,2.0,,4.0,,1.0,9.0,8.0,0.5,0.6666666666666666,0.5714285714285714,0.5,0.5714285714285714,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,105.88235294117648,7.375,20.714285714285715,20.714285714285715,,,,,0.6097625,0.5703,0.6097625,0.2222222222222222,1.0,1.4000000000000001,1.0,3.0,3.0,7.0,7.0,,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,2.0,1.0,4.0,3.0,7.0,1.0,1.0,,1.0,,2.0,1.0,7.0,,,,,0.125,0.14285714285714285,0.14285714285714285,0.6666666666666666,1.0,,1.0,0.5,0.6666666666666666,,1.0,0.3333333333333333,6.375,0.875,,0.125,,,,0.3333333333333333,,0.875,,0.125,,1.0,,0.1111111111111111,0.125,25.7,4.0,1.0,2.0,4.0,4.0,2.0,,,,,,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285714,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1627763-201563-203089-203141,1610612749,"Rashad Vaughn, Malcolm Brogdon, Michael Beasley, John Henson, Mirza Teletovic","Vaughn, Brogdon, Beasley, Henson, Teletovic",1626173-1627763-201563-203089-203141,MIL,166.0,1,5.0,5.0,5.0,5.0,,10.0,,1.0,1.0,2.0,5.0,3.0,,,,1.0,2.0,5.0,2.0,1.0,2.0,,5.0,1.0,2.0,5.0,5.0,1.0,1.0,0.5,,0.5,0.8333333333333334,,0.8333333333333334,0.8333333333333334,,0.8333333333333334,86.74698795180723,18.4,14.8,14.8,0.3333333333333333,,,,0.6133833333333333,,0.6133833333333333,,1.0,9.55,1.0,3.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,3.0,,3.0,,,,,,,,5.0,1.0,,1.0,1.0,0.3333333333333333,,,,,,1.0,,,,,,18.4,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,0.3333333333333333,,,0.6666666666666666,,,,22.7,1.0,,,1.0,,,,2.0,2.0,2.0,,1.0,1.0,,,1.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-1891-201150-201563-203521,1610612749,"Rashad Vaughn, Jason Terry, Spencer Hawes, Michael Beasley, Matthew Dellavedova","Vaughn, Terry, Hawes, Beasley, Dellavedova",1626173-1891-201150-201563-203521,MIL,15.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1626173-201150-201563-203503-203521,1610612749,"Rashad Vaughn, Spencer Hawes, Michael Beasley, Tony Snell, Matthew Dellavedova","Vaughn, Hawes, Beasley, Snell, Dellavedova",1626173-201150-201563-203503-203521,MIL,7.0,1,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-1627763-1891-203503-203507,1610612749,"Thon Maker, Malcolm Brogdon, Jason Terry, Tony Snell, Giannis Antetokounmpo","Maker, Brogdon, Terry, Snell, Antetokounmpo",1627748-1627763-1891-203503-203507,MIL,130.0,1,4.0,4.0,,,,8.0,,1.0,1.0,3.0,3.0,6.0,,1.0,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,0.25,,,0.375,,,88.61538461538463,19.0,13.5,12.75,0.25,,,,0.5171875,,0.509325,,,7.2,,2.0,-3.0,2.0,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,2.0,3.0,,,,1.0,,1.0,1.0,3.0,,,,,0.25,0.3333333333333333,0.5,0.5,,1.0,0.5,0.6666666666666666,1.0,,,,19.0,0.5,,0.25,,,,,,0.5,,0.5,,0.75,,0.25,0.3333333333333333,28.4,1.0,,1.0,,2.0,,,,2.0,,,0.5,1.0,1.0,,,,,1.0,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-1627763-203114-203503-203507,1610612749,"Thon Maker, Malcolm Brogdon, Khris Middleton, Tony Snell, Giannis Antetokounmpo","Maker, Brogdon, Middleton, Snell, Antetokounmpo",1627748-1627763-203114-203503-203507,MIL,5259.0,6,168.0,169.0,34.0,24.0,15.0,337.0,12.0,31.0,46.0,102.0,171.0,176.0,4.0,11.0,17.0,7.0,16.0,36.0,40.0,20.0,30.0,8.0,70.0,14.0,32.0,36.0,34.0,0.43478260869565216,0.46511627906976744,0.45098039215686275,0.36363636363636365,0.4375,0.445578231292517,0.53125,0.4423076923076923,0.5150602409638554,0.53125,0.5454545454545454,92.27609811751283,15.898809523809524,15.31360946745562,14.792899408284024,0.2108843537414966,0.3870967741935484,0.41379310344827586,0.6666666666666666,0.531283904109589,0.5037233333333334,0.5147619999999999,0.09941520467836257,0.21052631578947367,7.3617647058823525,0.20238095238095238,88.0,-5.0,52.0,8.0,10.0,3.0,3.0,8.0,35.0,1.0,2.0,1.0,7.0,13.0,45.0,40.0,3.0,5.0,3.0,10.0,13.0,9.0,35.0,8.0,13.0,2.0,14.0,25.0,65.0,18.0,83.0,1.0,18.0,13.0,44.0,5.0,45.0,21.0,154.0,0.28888888888888886,0.6,0.3,0.28888888888888886,0.30612244897959184,0.12745098039215685,0.17307692307692307,0.25,0.9615384615384616,0.06451612903225806,0.8493150684931506,0.1839080459770115,0.2692307692307692,,0.9411764705882353,0.013513513513513514,15.226190476190476,0.35374149659863946,0.06802721088435375,0.23809523809523808,0.22857142857142856,0.22857142857142856,0.1875,0.125,0.5,0.3076923076923077,0.11538461538461539,0.2692307692307692,0.14285714285714285,0.6598639455782312,0.22857142857142856,0.13496932515337423,0.1794871794871795,25.955555555555556,26.0,3.0,6.0,3.0,52.0,6.0,1.0,8.0,20.0,4.0,1.0,0.5,0.6046511627906976,0.375,0.5,0.375,10.0,2.0,37.0,5.0,0.6666666666666666,0.7872340425531915,0.7222222222222222,0.9230769230769231,0.38461538461538464,5.0,2.0,30.0,10.0,5.0,3.0,,,0.7692307692307693,0.6,0.75,0.5,0.5,1.0,0.6666666666666666,3.0,3.0,12.0,6.0,6.0,8.0,,8.0,6.0,0.6,0.07692307692307693,0.75,8.0,19.0,2.0,5.0,2.0,1.0,6.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,6.0,2.0,1.0,2.0,2.0,0.10526315789473684,0.06451612903225806,0.36363636363636365,0.15789473684210525,0.1292517006802721,0.42105263157894735,0.47058823529411764,0.25,0.625,0.6666666666666666,1.0,1.0,0.021739130434782608,,,,,,,,,1610612749,2017,2016-17,True
1627748-1627763-203114-203507-203521,1610612749,"Thon Maker, Malcolm Brogdon, Khris Middleton, Giannis Antetokounmpo, Matthew Dellavedova","Maker, Brogdon, Middleton, Antetokounmpo, Dellavedova",1627748-1627763-203114-203507-203521,MIL,845.0,3,27.0,27.0,10.0,10.0,,54.0,5.0,8.0,8.0,13.0,24.0,27.0,,,,4.0,7.0,10.0,8.0,4.0,5.0,2.0,11.0,4.0,9.0,10.0,10.0,0.5,0.5,0.6153846153846154,,0.5714285714285714,0.5,,0.5,0.5217391304347826,,0.5,92.02366863905326,16.11111111111111,15.185185185185185,14.962962962962964,0.42105263157894735,0.625,0.625,0.4,0.4872552631578947,,0.46329375,,0.4166666666666667,11.753846153846155,0.37037037037037035,14.0,-3.0,4.0,1.0,2.0,,1.0,1.0,4.0,,,,,1.0,6.0,5.0,,,,1.0,2.0,,4.0,1.0,,,,5.0,12.0,,12.0,,2.0,2.0,8.0,,9.0,3.0,24.0,0.16666666666666666,,,0.16666666666666666,0.3157894736842105,,,,1.0,,0.9090909090909091,,,,1.0,,16.11111111111111,0.21052631578947367,0.10526315789473684,0.21052631578947367,0.25,0.3333333333333333,,,,0.125,0.125,,,0.5263157894736842,0.25,0.14285714285714285,0.2,24.55,3.0,,,1.0,8.0,,2.0,2.0,4.0,,1.0,0.75,0.75,,,1.0,2.0,,5.0,,,0.8333333333333334,0.5,1.0,0.6666666666666666,,,3.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,0.5,,,,1.0,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,0.05263157894736842,,,,1.0,,,,,1.0,0.16666666666666666,0.25,,,,,,1610612749,2017,2016-17,True
1627748-1627763-203141-203503-203507,1610612749,"Thon Maker, Malcolm Brogdon, Mirza Teletovic, Tony Snell, Giannis Antetokounmpo","Maker, Brogdon, Teletovic, Snell, Antetokounmpo",1627748-1627763-203141-203503-203507,MIL,51.0,1,2.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,1.0,1.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,84.70588235294117,12.0,27.0,27.0,1.0,1.0,1.0,1.0,0.3376,,,,,14.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-1627763-203503-203507-203521,1610612749,"Thon Maker, Malcolm Brogdon, Tony Snell, Giannis Antetokounmpo, Matthew Dellavedova","Maker, Brogdon, Snell, Antetokounmpo, Dellavedova",1627748-1627763-203503-203507-203521,MIL,203.0,1,6.0,5.0,6.0,4.0,2.0,11.0,1.0,1.0,3.0,5.0,10.0,5.0,,,,3.0,5.0,10.0,4.0,2.0,3.0,,7.0,2.0,5.0,10.0,6.0,0.6666666666666666,0.6666666666666666,0.6,,0.6,0.75,,0.75,0.8333333333333334,,0.8333333333333334,78.0295566502463,22.833333333333332,13.2,13.0,0.16666666666666666,1.0,1.0,,0.4515,,0.4515,,1.0,9.14,1.0,3.0,5.0,2.0,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,2.0,,2.0,2.0,4.0,1.0,1.0,,1.0,,1.0,1.0,10.0,1.0,,1.0,1.0,0.16666666666666666,,,1.0,,,,1.0,,,,0.5,22.166666666666668,0.3333333333333333,,0.16666666666666666,1.0,1.0,,,,0.3333333333333333,,0.16666666666666666,1.0,0.5,1.0,0.16666666666666666,0.2,25.0,2.0,,,2.0,2.0,,,1.0,2.0,2.0,,1.0,1.0,,,1.0,2.0,,,1.0,,,,,1.0,,,3.0,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,0.5,,,,2.0,,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,1.0,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-1891-201563-203114-203521,1610612749,"Thon Maker, Jason Terry, Michael Beasley, Khris Middleton, Matthew Dellavedova","Maker, Terry, Beasley, Middleton, Dellavedova",1627748-1891-201563-203114-203521,MIL,18.0,1,1.0,,,,,1.0,,,1.0,1.0,3.0,,,,,,,,2.0,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,,,1.0,,,1.5,,,80.0,18.0,,,,,,,0.7491,,,,,0.4,,,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,18.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-1891-203114-203507-203521,1610612749,"Thon Maker, Jason Terry, Khris Middleton, Giannis Antetokounmpo, Matthew Dellavedova","Maker, Terry, Middleton, Antetokounmpo, Dellavedova",1627748-1891-203114-203507-203521,MIL,21.0,1,2.0,1.0,1.0,1.0,,3.0,,,1.0,1.0,4.0,,,,,,,2.0,,,,,,,,2.0,1.0,,,1.0,,,1.0,,,1.0,,1.0,205.71428571428572,7.5,6.0,6.0,,,,,0.8415,,,,0.5,0.1,0.5,,4.0,1.0,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,7.5,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
1627748-203114-203503-203507-203521,1610612749,"Thon Maker, Khris Middleton, Tony Snell, Giannis Antetokounmpo, Matthew Dellavedova","Maker, Middleton, Snell, Antetokounmpo, Dellavedova",1627748-203114-203503-203507-203521,MIL,211.0,2,7.0,8.0,7.0,,1.0,15.0,,,1.0,3.0,7.0,11.0,,,1.0,1.0,3.0,7.0,,,,,,1.0,2.0,7.0,7.0,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.5833333333333334,0.5,0.5833333333333334,102.3696682464455,13.428571428571429,14.625,14.625,,,,,0.5706666666666667,,0.5706666666666667,0.14285714285714285,1.0,3.0,1.0,4.0,-4.0,2.0,2.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,1.0,1.0,3.0,1.0,4.0,,,,3.0,2.0,6.0,,6.0,,,,,,,,0.5,1.0,,1.0,0.5,,,,,13.428571428571429,0.6666666666666666,,,,,,,,0.6666666666666666,,,,0.6666666666666666,,,,,1.0,,,1.0,2.0,,,,2.0,2.0,1.0,0.5,0.5,,,0.5,,,2.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,3.0,3.0,2.0,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,1610612749,2017,2016-17,True
1627748-203141-203503-203507-203521,1610612749,"Thon Maker, Mirza Teletovic, Tony Snell, Giannis Antetokounmpo, Matthew Dellavedova","Maker, Teletovic, Snell, Antetokounmpo, Dellavedova",1627748-203141-203503-203507-203521,MIL,11.0,1,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,11.0,,,1.0,,,,0.2755,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2017,2016-17,True
