EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,SelfOReb,LostBallSteals,DeadBallTurnovers,Charge Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,DefAtRimReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,Corner3Assists,LostBallTurnovers,PenaltyTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGA,PenaltyFG2A,PenaltyFtPoints,ShortMidRangePctBlocked,PenaltyAtRimFrequency,PenaltyAtRimFGM,SecondChanceArc3FGA,PenaltyFG2M,DefThreePtRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedCorner3,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,Travels,SecondChanceArc3FGM,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,SecondChanceTurnovers,Offensive Fouls,SecondChanceAtRimPctAssisted,BlockingFoulsDrawn,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,NonShootingPenaltyNonTakeFouls,Charge Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3FGA,FTOffRebounds,Loose Ball Fouls Drawn,OffFTReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,BlockingFouls,BlockedLongMidRange,BlockedShortMidRange,HeaveAttempts,Offensive Fouls Drawn,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
101114-101127-101187-201152-201572,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Thaddeus Young, Brook Lopez","Williams, Jack, Anderson, Young, Lopez",101114-101127-101187-201152-201572,BKN,722.0,5,12.0,-18.0,22.0,26.0,4.0,2.0,48.0,2.0,5.0,2.0,1.0,2.0,4.0,7.0,3.0,5.0,7.0,14.0,8.0,14.0,32.0,2.0,10.0,4.0,5.0,1.0,5.0,5.0,2.0,1.0,2.0,10.0,2.0,1.0,6.0,1.0,7.0,3.0,10.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,14.0,0.7142857142857143,0.7142857142857143,0.5,0.3181818181818182,0.3181818181818182,0.36363636363636365,0.07142857142857142,0.2,1.0,1.0,1.0,0.14285714285714285,0.25,1.0,0.2,1.0,0.2,0.3333333333333333,1.0,1.0,95.73407202216066,17.59090909090909,12.884615384615385,17.318181818181817,12.884615384615385,0.22727272727272727,0.4,0.5,1.0,0.09090909090909091,0.5,0.5,1.0,0.3181818181818182,0.5714285714285714,0.5714285714285714,0.5,0.13636363636363635,0.22727272727272727,1.0,0.5909090909090909,0.4950568181818182,0.5704,11.071428571428571,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,True
101114-101127-101187-201152-202711,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Thaddeus Young, Bojan Bogdanovic","Williams, Jack, Anderson, Young, Bogdanovic",101114-101127-101187-201152-202711,BKN,253.0,1,4.0,-7.0,7.0,7.0,,3.0,14.0,1.0,5.0,3.0,,,,,,4.0,1.0,5.0,4.0,6.0,13.0,3.0,,2.0,4.0,,,1.0,,,,3.0,1.0,2.0,1.0,,1.0,3.0,4.0,1.0,,,,1.0,,2.0,4.0,3.0,,,0.2,0.2777777777777778,0.3333333333333333,0.4444444444444444,,,,,0.5,0.5,0.3333333333333333,0.5,0.42857142857142855,,0.3333333333333333,,,,79.68379446640316,18.571428571428573,17.571428571428573,17.714285714285715,15.857142857142858,0.5555555555555556,0.2,0.2,,,,,,,,,,,0.4444444444444444,1.0,1.0,0.5342388888888889,0.5422,1.8199999999999998,26.625,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.14285714285714285,0.25,0.25,1.0,0.3333333333333333,0.25,0.1111111111111111,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,True
101114-101127-101187-201152-203486,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Thaddeus Young, Mason Plumlee","Williams, Jack, Anderson, Young, Plumlee",101114-101127-101187-201152-203486,BKN,86.0,3,1.0,6.0,4.0,3.0,,1.0,7.0,,,,,,,,1.0,1.0,,,2.0,8.0,2.0,,,,1.0,,,2.0,,,,6.0,,,1.0,,1.0,,1.0,,,2.0,1.0,2.0,,,2.0,5.0,,,,1.5,1.3333333333333333,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,117.20930232558139,12.5,12.0,10.5,12.0,,,,,,,,,,,,,0.5,0.5,,1.0,0.518925,0.6213,,24.65,,1.0,2.0,2.0,,,3.0,6.0,,1.0,2.0,1.0,,,,,3.0,,,1.0,1.0,1.0,,1.5,1.5,,,,1.0,1.0,1.0,,1.0,0.3333333333333333,,0.375,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41655,0.3333333333333333,0.375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,True
101114-101127-101187-201572-202711,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Brook Lopez, Bojan Bogdanovic","Williams, Jack, Anderson, Lopez, Bogdanovic",101114-101127-101187-201572-202711,BKN,90.0,1,2.0,-6.0,3.0,3.0,,,6.0,,1.0,,,1.0,,,,,,2.0,,1.0,7.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.16666666666666666,,0.5,,1.0,,,,,,,,,,,,96.0,19.0,11.0,19.0,11.0,0.5,,,,0.5,,,,,,,,,,,0.5,0.42235,,3.0,,,,,1.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,3.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,3.0,,,,0.16666666666666666,,,,,,,,,0.42235,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,True
101114-101127-101187-201572-2207,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Brook Lopez, Joe Johnson","Williams, Jack, Anderson, Lopez, Johnson",101114-101127-101187-201572-2207,BKN,947.0,4,16.0,-7.0,33.0,32.0,4.0,2.0,65.0,7.0,9.0,1.0,1.0,7.0,1.0,3.0,2.0,6.0,9.0,19.0,8.0,30.0,37.0,2.0,12.0,6.0,6.0,3.0,6.0,6.0,5.0,,1.0,12.0,,4.0,5.0,,11.0,4.0,15.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,9.0,28.0,0.6666666666666666,0.75,0.47368421052631576,0.3333333333333333,0.4411764705882353,0.2962962962962963,0.15789473684210525,,0.6666666666666666,,0.5555555555555556,0.4,,0.7333333333333333,0.2222222222222222,0.5,,,0.75,1.0,98.83843717001056,15.0,14.125,14.666666666666666,13.25,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.25925925925925924,0.14285714285714285,0.25,,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.07407407407407407,0.2222222222222222,0.3333333333333333,0.6296296296296297,0.49684259259259256,0.5082333333333333,6.531578947368421,24.8,1.0,,,12.0,1.0,,2.0,,2.0,,,,,1.0,1.0,,15.0,,2.0,,,,0.5,0.3333333333333333,0.3333333333333333,0.5,0.25,,,,,1.0,,0.1,0.09523809523809523,0.06666666666666667,7.0,,,,,1.0,,1.0,,1.0,9.0,,,1.0,1.0,1.0,,2.0,6.0,5.0,,,0.5,0.75,,,,,,,0.5,,0.5302,0.1111111111111111,0.3,0.21212121212121213,1.0,1.0,7.0,0.42857142857142855,0.5,1.0,1.0,1.0,6.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,True
101114-101127-101187-202711-2207,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Bojan Bogdanovic, Joe Johnson","Williams, Jack, Anderson, Bogdanovic, Johnson",101114-101127-101187-202711-2207,BKN,15.0,1,,-2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,14.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,True
101114-101127-101187-203486-2207,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Mason Plumlee, Joe Johnson","Williams, Jack, Anderson, Plumlee, Johnson",101114-101127-101187-203486-2207,BKN,116.0,2,2.0,1.0,3.0,4.0,,,7.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,4.0,,2.0,,1.0,,1.0,2.0,,,1.0,5.0,,,1.0,,2.0,,2.0,,,,,1.0,1.0,2.0,,5.0,1.0,1.0,1.0,1.25,1.25,0.5,,,,,0.5,,,0.6666666666666666,,,,,,,86.89655172413794,11.666666666666666,20.25,11.666666666666666,19.5,,,,,,,,,0.5,1.0,1.0,1.0,,0.5,,0.5,0.45675,,14.2,25.1,,1.0,1.0,,,,,3.0,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,True
101114-101127-201152-201572-2207,1610612751,"Deron Williams, Jarrett Jack, Thaddeus Young, Brook Lopez, Joe Johnson","Williams, Jack, Young, Lopez, Johnson",101114-101127-201152-201572-2207,BKN,387.0,2,6.0,,12.0,11.0,,2.0,23.0,,1.0,,,1.0,,1.0,1.0,7.0,,3.0,8.0,15.0,15.0,1.0,,,7.0,1.0,,5.0,,,,15.0,1.0,1.0,2.0,,4.0,2.0,6.0,1.0,1.0,2.0,,3.0,1.0,1.0,,12.0,,,,0.6818181818181818,0.6818181818181818,0.7272727272727273,0.3333333333333333,,0.6666666666666666,,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,,,1.0,85.5813953488372,14.666666666666666,19.181818181818183,13.25,18.363636363636363,0.09090909090909091,,,,0.09090909090909091,,,,0.09090909090909091,,,,0.09090909090909091,0.6363636363636364,,0.8181818181818182,0.5388000000000001,0.4336,12.200000000000001,24.7375,,4.0,5.0,,,,3.0,15.0,,4.0,5.0,4.0,,,1.0,,,,,1.0,0.625,0.625,,0.75,0.75,,1.0,,0.5714285714285714,0.5714285714285714,1.0,,0.5714285714285714,,,0.2,,1.0,,,,,1.0,1.0,,,,1.0,2.0,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,0.6666666666666666,0.5,1.0,,0.5,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,True
101114-101127-201152-203486-2207,1610612751,"Deron Williams, Jarrett Jack, Thaddeus Young, Mason Plumlee, Joe Johnson","Williams, Jack, Young, Plumlee, Johnson",101114-101127-201152-203486-2207,BKN,41.0,1,1.0,-2.0,,1.0,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,35.1219512195122,,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,True
101114-101127-201572-202711-2207,1610612751,"Deron Williams, Jarrett Jack, Brook Lopez, Bojan Bogdanovic, Joe Johnson","Williams, Jack, Lopez, Bogdanovic, Johnson",101114-101127-201572-202711-2207,BKN,590.0,3,10.0,-5.0,17.0,19.0,,3.0,36.0,2.0,6.0,1.0,,,,,2.0,7.0,2.0,6.0,9.0,16.0,21.0,1.0,2.0,2.0,7.0,,1.0,4.0,1.0,,,11.0,2.0,1.0,5.0,,7.0,3.0,10.0,2.0,,1.0,1.0,4.0,,1.0,2.0,14.0,0.5,0.5,0.3333333333333333,0.5333333333333333,0.5,0.6,,,0.25,,1.0,0.25,0.4,0.875,0.3333333333333333,,0.5,,1.0,1.0,87.86440677966101,17.764705882352942,15.157894736842104,16.235294117647058,14.947368421052632,0.4,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,0.13333333333333333,0.4666666666666667,1.0,1.0,0.5479166666666667,0.5398,1.95,24.666666666666668,1.0,3.0,4.0,,1.0,,2.0,9.0,,3.0,3.0,2.0,,2.0,3.0,,2.0,,1.0,0.75,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,0.25,,,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,0.42857142857142855,0.0625,0.14285714285714285,0.125,2.0,1.0,,,1.0,1.0,,,1.0,1.0,3.0,1.0,,,,,,,3.0,2.0,,1.0,0.75,0.75,0.5,0.5,1.0,,,,0.5,1.0,0.5786,,0.1875,0.11764705882352941,1.0,1.0,,,0.5,,,,2.0,1.0,,,,,,,,,0.6666666666666666,0.5,1.0,,,,,,1.0,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,True
