EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,FoulsDrawn,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,LongMidRangeFGM,FG2M,Points,PtsUnassisted2s,ShootingFouls,Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,BadPassSteals,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallTurnovers,BlockingFouls,NonShootingPenaltyNonTakeFouls,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Charge Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,DefFTReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Loose Ball Fouls,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,SecondChanceArc3PctAssisted,OffensiveGoaltends,Technical Free Throw Trips,Charge Fouls Drawn,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
101114-101127-101187-1905-201572,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Andrei Kirilenko, Brook Lopez","Williams, Jack, Anderson, Kirilenko, Lopez",101114-101127-101187-1905-201572,BKN,88.0,1,1.0,-3.0,3.0,3.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,98.18181818181819,17.333333333333332,12.0,17.333333333333332,11.333333333333334,1.0,0.4502,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-1905-202366,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Andrei Kirilenko, Jerome Jordan","Williams, Jack, Anderson, Kirilenko, Jordan",101114-101127-101187-1905-202366,BKN,52.0,1,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,110.76923076923076,11.5,14.5,11.5,14.5,1.0,0.3618,17.8,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201152-201572,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Thaddeus Young, Brook Lopez","Williams, Jack, Anderson, Young, Lopez",101114-101127-101187-201152-201572,BKN,558.0,3,9.0,,19.0,21.0,6.0,40.0,4.0,15.0,19.0,3.0,10.0,12.0,1.0,1.0,1.0,1.0,3.0,,4.0,6.0,0.25,0.75,0.8333333333333334,,103.2258064516129,12.421052631578947,15.333333333333334,12.31578947368421,14.523809523809524,0.26666666666666666,0.49744,7.62,1.0,7.0,19.0,4.0,1.0,5.0,17.0,0.4666666666666667,0.4666666666666667,0.5277777777777778,1.0,0.25,0.25,9.0,2.0,4.0,7.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,1.0,1.0,2.0,2.0,6.0,5.0,9.0,10.0,2.0,5.0,5.0,3.0,1.0,1.0,10.0,2.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,1.0,0.7142857142857143,0.8333333333333334,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,0.25,0.875,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.4666666666666667,0.5714285714285714,0.5714285714285714,0.75,0.26666666666666666,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.3333333333333333,0.4666666666666667,0.5955,0.46269999999999994,0.11764705882352941,0.11764705882352941,0.10526315789473684,0.47368421052631576,0.47368421052631576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201152-202711,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Thaddeus Young, Bojan Bogdanovic","Williams, Jack, Anderson, Young, Bogdanovic",101114-101127-101187-201152-202711,BKN,11.0,1,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,130.9090909090909,11.0,,11.0,,1.0,0.2396,21.9,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2396,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201152-203928,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Thaddeus Young, Cory Jefferson","Williams, Jack, Anderson, Young, Jefferson",101114-101127-101187-201152-203928,BKN,30.0,1,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,0.5,,48.0,,28.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201152-2207,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Thaddeus Young, Joe Johnson","Williams, Jack, Anderson, Young, Johnson",101114-101127-101187-201152-2207,BKN,122.0,1,2.0,3.0,5.0,4.0,4.0,9.0,,1.0,2.0,1.0,3.0,4.0,,,,,1.0,,1.0,2.0,,1.0,1.0,1.0,106.22950819672131,19.8,5.75,16.4,5.75,,0.418325,10.1,,1.0,5.0,2.0,,1.0,3.0,1.0,0.5,0.625,,,,5.0,1.0,,,,,,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,,,,,,,,,,2.0,1.0,,1.0,1.0,,,4.0,,2.0,,,,,4.0,4.0,1.0,,,1.0,1.0,1.0,0.5,1.0,0.625,,1.0,1.0,,,,1.0,,,,,,0.5,1.0,1.0,,,,,,,0.5,,0.418325,,,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201572-202366,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Brook Lopez, Jerome Jordan","Williams, Jack, Anderson, Lopez, Jordan",101114-101127-101187-201572-202366,BKN,160.0,1,3.0,,4.0,5.0,5.0,9.0,,2.0,8.0,,1.0,2.0,1.0,,,,,,,3.0,,,0.5,,81.0,21.0,15.2,21.0,14.0,,0.6043375,1.3,,2.0,8.0,,,,6.0,1.0,0.5,0.6666666666666666,,,,4.0,1.0,2.0,2.0,,,2.0,2.0,,,4.0,,,2.0,2.0,2.0,4.0,8.0,4.0,,2.0,2.0,2.0,,,4.0,,1.0,1.0,,,,1.0,,5.0,1.0,2.0,,,,,8.0,4.0,2.0,1.0,1.0,,1.0,,0.5,1.0,0.6666666666666666,,1.0,0.5,,,,1.0,,0.5,1.0,1.0,1.0,,,,,,,,0.5,1.0,1.0,,0.6043375,0.25,0.5,0.25,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,,0.25,0.25,24.8,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201572-202711,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Brook Lopez, Bojan Bogdanovic","Williams, Jack, Anderson, Lopez, Bogdanovic",101114-101127-101187-201572-202711,BKN,414.0,3,7.0,6.0,12.0,12.0,7.0,24.0,,8.0,6.0,4.0,7.0,8.0,,,,,1.0,,1.0,3.0,,0.8,0.875,0.6666666666666666,83.47826086956522,18.333333333333332,16.166666666666668,18.083333333333332,16.083333333333332,,0.48859545454545456,4.725,,4.0,12.0,2.0,,,12.0,0.5,0.36363636363636365,0.46153846153846156,1.0,,,7.0,1.0,3.0,5.0,,1.0,1.0,3.0,1.0,3.0,4.0,,1.0,,2.0,6.0,2.0,6.0,6.0,,3.0,3.0,2.0,1.0,,6.0,1.0,3.0,1.0,,,,,,5.0,2.0,1.0,,,,,6.0,7.0,,0.75,0.75,,0.3333333333333333,,0.25,,0.3333333333333333,0.25,1.0,0.14285714285714285,0.5,,1.0,1.0,1.0,0.45454545454545453,0.6,0.6,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,1.0,,0.375,0.3333333333333333,0.7272727272727273,0.4399,0.4573375,0.16666666666666666,0.2222222222222222,,0.5,0.5833333333333334,2.0,2.0,3.0,2.0,2.0,,0.2727272727272727,,,0.18181818181818182,0.25,24.8,1.0,,,,1.0,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201572-203141,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Brook Lopez, Mirza Teletovic","Williams, Jack, Anderson, Lopez, Teletovic",101114-101127-101187-201572-203141,BKN,881.0,7,15.0,-7.0,27.0,29.0,11.0,56.0,1.0,16.0,37.0,9.0,10.0,13.0,2.0,2.0,1.0,1.0,1.0,,2.0,6.0,0.5,0.5,0.5263157894736842,0.25,91.53234960272418,16.037037037037038,15.448275862068966,15.518518518518519,13.96551724137931,0.038461538461538464,0.5138307692307692,5.525,1.0,9.0,30.0,10.0,3.0,4.0,28.0,0.5625,0.5192307692307693,0.5357142857142857,0.5,1.0,1.0,6.0,3.0,4.0,9.0,1.0,1.0,1.0,2.0,4.0,6.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,9.0,8.0,2.0,4.0,7.0,1.0,2.0,1.0,17.0,2.0,1.0,3.0,,,,1.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,,9.0,6.0,1.0,0.4444444444444444,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.6428571428571429,0.2857142857142857,1.0,0.21428571428571427,0.4,,1.0,1.0,,0.34615384615384615,0.4444444444444444,0.5,0.25,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.7307692307692307,0.5531333333333334,0.53595,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.3,0.2222222222222222,9.0,3.0,10.0,3.0,9.0,1.0,0.38461538461538464,0.14285714285714285,0.14285714285714285,0.34615384615384615,0.5,25.22,1.0,,,,,,0.038461538461538464,,1.0,2.0,2.0,1.0,3.0,2.0,1.0,9.0,2.0,1.0,3.0,2.0,1.0,1.0,0.3,0.3333333333333333,0.3,0.0625,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
101114-101127-101187-201572-203486,1610612751,"Deron Williams, Jarrett Jack, Alan Anderson, Brook Lopez, Mason Plumlee","Williams, Jack, Anderson, Lopez, Plumlee",101114-101127-101187-201572-203486,BKN,515.0,3,9.0,-5.0,18.0,16.0,5.0,34.0,3.0,9.0,23.0,3.0,5.0,5.0,,,3.0,2.0,,,3.0,4.0,1.0,0.42857142857142855,0.5,,95.06796116504854,14.055555555555555,16.375,14.055555555555555,14.625,0.25,0.46199999999999997,11.011111111111111,2.0,5.0,18.0,4.0,3.0,6.0,18.0,0.5555555555555556,0.5416666666666666,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,,1.0,2.0,,,,,2.0,4.0,5.0,,,,,,1.0,1.0,6.0,,3.0,4.0,1.0,1.0,1.0,9.0,,2.0,,,,,,,6.0,2.0,1.0,,,,,1.0,1.0,1.0,0.6,0.6,,,,,,0.5,,0.6666666666666666,,,,0.25,0.6666666666666666,,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,,,,,0.4166666666666667,,,0.14285714285714285,0.18181818181818182,,0.05555555555555555,0.05555555555555555,2.0,,3.0,,2.0,,0.25,,,0.16666666666666666,,24.733333333333334,1.0,,,,,,0.08333333333333333,,1.0,,,,1.0,,,3.0,,,1.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2015,2014-15,False
