EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFG2M,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,BlockedLongMidRange,PenaltyFg2Pct,LostBallTurnovers,SecondChanceFtPoints,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFGM,PenaltyFtPoints,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3FGA,SelfOReb,SelfORebPct,PenaltyCorner3Frequency,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Travels,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,Offensive Fouls,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
101214-1515-1712-201581-2590,1610612739,"Jawad Williams, Anthony Parker, Antawn Jamison, JJ Hickson, Mo Williams","Williams, Parker, Jamison, Hickson, Williams",101214-1515-1712-201581-2590,CLE,2076.0,3,35.0,12.0,66.0,64.0,2.0,1.0,9.0,130.0,10.0,19.0,2.0,6.0,1.0,6.0,10.0,8.0,23.0,1.0,6.0,13.0,1.0,1.0,24.0,52.0,6.0,14.0,11.0,77.0,65.0,2.0,8.0,4.0,2.0,1.0,1.0,3.0,22.0,26.0,15.0,3.0,4.0,13.0,6.0,2.0,11.0,5.0,16.0,5.0,4.0,2.0,5.0,37.0,3.0,7.0,7.0,21.0,1.0,29.0,10.0,39.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,6.0,1.0,2.0,5.0,1.0,12.0,2.0,1.0,14.0,3.0,1.0,8.0,8.0,5.0,3.0,8.0,7.0,73.0,3.0,2.0,1.0,0.4583333333333333,0.5,0.8333333333333334,0.42857142857142855,1.0,0.42857142857142855,0.46153846153846156,0.25,0.5,0.25,0.5,0.5352112676056338,0.25,0.5,0.21212121212121213,0.038461538461538464,0.05263157894736842,0.1,0.6666666666666666,1.0,0.7241379310344828,0.25,0.875,0.375,0.7567567567567568,0.2777777777777778,0.3333333333333333,0.5,0.13333333333333333,0.2857142857142857,1.0,0.8,0.75,0.6363636363636364,0.8,1.0,90.17341040462428,0.875,15.424242424242424,16.53125,14.954545454545455,15.75,0.2878787878787879,0.5263157894736842,0.5555555555555556,0.4,0.15151515151515152,0.6,0.6666666666666666,0.3333333333333333,0.3484848484848485,0.34782608695652173,0.34782608695652173,0.625,0.015151515151515152,0.19696969696969696,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,0.46153846153846156,0.5024992424242424,0.49698333333333333,0.49724999999999997,0.11267605633802817,0.14035087719298245,0.05194805194805195,0.03896103896103896,9.825,25.428571428571427,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2010,2009-10,True
101214-1515-1712-201581-2753,1610612739,"Jawad Williams, Anthony Parker, Antawn Jamison, JJ Hickson, Delonte West","Williams, Parker, Jamison, Hickson, West",101214-1515-1712-201581-2753,CLE,521.0,1,9.0,4.0,16.0,17.0,,,2.0,33.0,5.0,7.0,1.0,1.0,,1.0,4.0,2.0,3.0,,1.0,2.0,,,8.0,14.0,1.0,2.0,1.0,20.0,16.0,1.0,1.0,2.0,,,,,6.0,10.0,,3.0,2.0,2.0,1.0,,3.0,,3.0,,2.0,,1.0,6.0,1.0,1.0,4.0,3.0,,7.0,2.0,9.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,,3.0,,,1.0,1.0,,1.0,,,,,,18.0,,,,0.375,0.42857142857142855,,0.5,,0.5,0.5714285714285714,1.0,0.59375,1.0,,0.625,1.0,,0.125,,,,0.5,,1.0,0.16666666666666666,1.0,1.0,1.0,0.2857142857142857,0.5,,,1.0,,,1.0,1.0,1.0,1.0,91.20921305182341,,17.0625,14.588235294117647,16.875,14.588235294117647,0.4375,0.7142857142857143,0.7142857142857143,0.4,0.25,0.25,0.25,,0.1875,0.6666666666666666,0.6666666666666666,0.5,,0.125,0.5,0.5,,1.0,1.0,,,,0.5625,0.5,0.543146875,0.5857,,0.0625,0.07142857142857142,0.1,,6.735714285714286,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2010,2009-10,True
101214-1515-1712-201616-2590,1610612739,"Jawad Williams, Anthony Parker, Antawn Jamison, Darnell Jackson, Mo Williams","Williams, Parker, Jamison, Jackson, Williams",101214-1515-1712-201616-2590,CLE,200.0,1,3.0,11.0,8.0,8.0,3.0,,,16.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,11.0,,,,,1.0,1.0,1.0,5.0,2.0,4.0,3.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,5.0,,,1.0,4.0,,5.0,,5.0,1.0,,1.0,,,1.0,,,1.0,,,,,2.0,1.0,,2.0,,,1.0,2.0,1.0,,2.0,2.0,11.0,5.0,3.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6,,0.75,,1.25,0.7857142857142857,,1.25,0.16666666666666666,0.2,0.5,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,115.19999999999999,1.0,7.875,17.125,7.875,17.125,0.3333333333333333,0.5,1.0,,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,,,0.16666666666666666,1.0,1.0,1.0,,,,0.5,1.0,0.5,1.0,0.5373666666666667,,0.5052,0.14285714285714285,0.16666666666666666,,0.45454545454545453,7.3,26.6,0.375,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2010,2009-10,True
101214-1515-1712-2590-2753,1610612739,"Jawad Williams, Anthony Parker, Antawn Jamison, Mo Williams, Delonte West","Williams, Parker, Jamison, Williams, West",101214-1515-1712-2590-2753,CLE,40.0,1,1.0,1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,1.0,2.0,1.0,2.0,,,1.0,2.0,,3.0,2.0,,,,,1.0,2.0,3.0,,,,3.0,,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,,,,,0.5,0.5,0.5,,,0.75,,0.75,0.75,,0.75,1.0,,,,,1.0,,,,,,,,,,,,,,,,,144.0,,8.0,12.0,8.0,12.0,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,1.0,0.5,1.0,0.5,0.429675,,0.429675,,,,1.0,,26.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2010,2009-10,True
101214-1515-1712-2590-2760,1610612739,"Jawad Williams, Anthony Parker, Antawn Jamison, Mo Williams, Anderson Varejao","Williams, Parker, Jamison, Williams, Varejao",101214-1515-1712-2590-2760,CLE,412.0,2,7.0,5.0,15.0,14.0,4.0,3.0,1.0,29.0,2.0,3.0,,,,1.0,1.0,2.0,5.0,,1.0,1.0,,,5.0,9.0,1.0,1.0,,13.0,8.0,,,,3.0,,,4.0,4.0,6.0,3.0,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,,7.0,,,4.0,1.0,2.0,7.0,,7.0,,,,3.0,2.0,3.0,1.0,,6.0,1.0,1.0,3.0,,,,,,,,,,,,,,13.0,4.0,4.0,1.0,0.4,0.4,1.0,1.0,,1.0,0.5555555555555556,,0.65,,0.6666666666666666,0.65,,0.6666666666666666,0.1,0.1111111111111111,0.3333333333333333,,0.5,1.0,1.0,,0.8,,0.8333333333333334,,,,,,,,,1.0,0.75,1.0,101.35922330097088,,13.133333333333333,15.357142857142858,12.333333333333334,15.142857142857142,0.3,0.6666666666666666,1.0,1.0,0.1,1.0,1.0,,0.5,0.4,0.4,,,0.1,1.0,1.0,1.0,,,,,,0.4,1.0,0.498325,,0.4163666666666667,,,,0.3076923076923077,10.411111111111111,26.1,0.26666666666666666,2.0,,1.0,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2010,2009-10,True
101214-1515-1712-2753-2760,1610612739,"Jawad Williams, Anthony Parker, Antawn Jamison, Delonte West, Anderson Varejao","Williams, Parker, Jamison, West, Varejao",101214-1515-1712-2753-2760,CLE,237.0,1,4.0,-8.0,6.0,7.0,,1.0,1.0,13.0,,,,,,,2.0,1.0,3.0,,,,,,1.0,5.0,,,3.0,5.0,13.0,,,2.0,,,,,2.0,,,,,,,,1.0,,1.0,,,,1.0,2.0,,1.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,2.0,4.0,,3.0,,,4.0,,,2.0,,,,,,3.0,,,,1.0,1.0,,,,,0.2,,0.2,,,0.35714285714285715,1.0,,,,,,,1.0,1.0,0.25,,,1.0,0.25,,,0.5,,,,,1.0,,,78.9873417721519,,19.666666666666668,17.0,19.666666666666668,17.0,,,,,0.4,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,0.381,,,0.2857142857142857,0.2857142857142857,0.4,,17.06,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2010,2009-10,True
101214-1515-1712-2753-980,1610612739,"Jawad Williams, Anthony Parker, Antawn Jamison, Delonte West, Zydrunas Ilgauskas","Williams, Parker, Jamison, West, Ilgauskas",101214-1515-1712-2753-980,CLE,152.0,1,3.0,6.0,5.0,4.0,,,,9.0,2.0,2.0,,,,,2.0,1.0,1.0,,,,,,3.0,5.0,,,,6.0,,,,,,,,,4.0,2.0,,,,,,,2.0,,2.0,,1.0,,1.0,4.0,,,1.0,1.0,1.0,3.0,,3.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,6.0,,,,0.6666666666666666,0.6666666666666666,,,,,0.6,,0.6,,,0.6,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,85.26315789473685,,14.8,19.5,14.8,19.5,0.4,1.0,1.0,0.5,0.4,,,,0.2,1.0,1.0,1.0,,,,,,,,,,,0.4,,0.44692,,,,,,,9.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2010,2009-10,True
101214-1515-200081-200789-201581,1610612739,"Jawad Williams, Anthony Parker, Jamario Moon, Daniel Gibson, JJ Hickson","Williams, Parker, Moon, Gibson, Hickson",101214-1515-200081-200789-201581,CLE,38.0,2,1.0,3.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,3.0,,,,3.0,,1.0,1.0,3.0,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,1.0,1.0,1.0,,,1.5,1.5,1.5,1.5,1.5,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,37.89473684210527,,20.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.37755,0.37755,0.37755,,,1.0,1.0,,25.5,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2010,2009-10,True
101214-1515-200081-200789-201616,1610612739,"Jawad Williams, Anthony Parker, Jamario Moon, Daniel Gibson, Darnell Jackson","Williams, Parker, Moon, Gibson, Jackson",101214-1515-200081-200789-201616,CLE,152.0,3,3.0,4.0,6.0,6.0,6.0,3.0,1.0,12.0,,,,,,,1.0,,,,2.0,5.0,2.0,5.0,,1.0,2.0,5.0,,6.0,2.0,,,,1.0,2.0,5.0,6.0,,,3.0,3.0,,5.0,2.0,,,1.0,1.0,1.0,,,,3.0,,,1.0,2.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,,,,0.5,0.4,0.4,0.4,,,0.5,,0.5,0.5,,0.5,0.8333333333333334,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,113.6842105263158,,10.666666666666666,14.666666666666666,10.166666666666666,14.666666666666666,,,,,0.16666666666666666,,,,,,,,,0.8333333333333334,0.4,0.4,0.5,,,,0.8333333333333334,0.4,0.8333333333333334,0.4,0.4500583333333333,0.53865,0.4500583333333333,,,,1.0,6.5,25.240000000000002,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2010,2009-10,True
101214-1515-200081-200796-2760,1610612739,"Jawad Williams, Anthony Parker, Jamario Moon, Leon Powe, Anderson Varejao","Williams, Parker, Moon, Powe, Varejao",101214-1515-200081-200796-2760,CLE,97.0,1,2.0,4.0,3.0,3.0,3.0,,,6.0,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,2.0,,,2.0,4.0,,,,,2.0,,,4.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,1.0,,1.0,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,4.0,4.0,3.0,,,,,,,,0.5,,0.5,,0.5,0.6666666666666666,,0.6666666666666666,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,89.0721649484536,,12.333333333333334,20.0,12.333333333333334,20.0,0.5,1.0,1.0,,,,,,0.5,,,,,,,,,,,0.5,,,0.5,,0.54565,,0.54565,0.3333333333333333,0.3333333333333333,,1.0,9.15,,1.0,1.0,,,,0.5,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2010,2009-10,True
