EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,PenaltyFG2M,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,AtRimAssists,OffThreePtRebounds,Steals,BadPassSteals,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,Loose Ball Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DeadBallTurnovers,Travels,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,LostBallOutOfBoundsTurnovers,DefAtRimReboundPct,ShortMidRangeFGM,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFtPoints,PtsPutbacks,FTDefRebounds,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,AtRimPctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,LostBallSteals,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,Loose Ball Fouls,ShortMidRangeAssists,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,ShortMidRangePctAssisted,PtsUnassisted3s,SelfOReb,SelfORebPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceTurnovers,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,OffCorner3ReboundPct,HeaveAttempts,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,BlockedArc3,DefensiveGoaltends,Clear Path Fouls,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
147-15-1908-2469-2556,1610612756,"Jalen Rose, Eric Piatkowski, Jumaine Jones, Pat Burke, Marcus Banks","Rose, Piatkowski, Jones, Burke, Banks",147-15-1908-2469-2556,PHX,159.0,1,3.0,-5.0,6.0,6.0,6.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,7.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,6.0,0.16666666666666666,0.16666666666666666,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,108.67924528301887,15.333333333333334,11.166666666666666,11.833333333333334,11.166666666666666,0.25,0.25,0.5,0.25,0.5,0.75,0.41345,0.2684,0.41345,0.3333333333333333,0.6666666666666666,1.0,11.1,25.03333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,True
147-15-2469-2556-2564,1610612756,"Jalen Rose, Eric Piatkowski, Pat Burke, Marcus Banks, Boris Diaw","Rose, Piatkowski, Burke, Banks, Diaw",147-15-2469-2556-2564,PHX,207.0,1,3.0,-1.0,6.0,7.0,6.0,,13.0,1.0,,,,,4.0,,2.0,6.0,7.0,,4.0,,2.0,6.0,,,1.0,3.0,4.0,,4.0,,,,,2.0,4.0,1.0,6.0,6.0,6.0,0.5,0.5,,,,0.75,1.0,0.8,0.75,,90.43478260869564,12.666666666666666,18.714285714285715,12.666666666666666,16.285714285714285,0.25,,,,,0.25,0.463,,0.463,0.2,0.2,1.0,10.8,,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.25,1.0,1.0,0.5,0.5,0.5,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,True
147-1752-1908-1952-2571,1610612756,"Jalen Rose, Sean Marks, Jumaine Jones, Raja Bell, Leandro Barbosa","Rose, Marks, Jones, Bell, Barbosa",147-1752-1908-1952-2571,PHX,131.0,1,2.0,7.0,6.0,5.0,6.0,1.0,11.0,,,,1.0,1.0,5.0,1.0,2.0,10.0,3.0,1.0,5.0,1.0,2.0,10.0,1.0,,,2.0,2.0,1.0,3.0,,,,,1.0,2.0,,8.0,10.0,6.0,0.7142857142857143,0.7142857142857143,0.16666666666666666,,,1.0,,1.0,1.0,,120.91603053435115,9.5,14.8,8.833333333333334,14.8,,,0.16666666666666666,,0.16666666666666666,0.5,0.5271916666666666,,0.5271916666666666,,,1.0,10.8,25.6,1.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,,4.0,,,1.0,1.0,0.5,0.5,0.8,0.8,0.6666666666666666,0.6666666666666666,,0.3333333333333333,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,True
147-1752-1908-2469-2556,1610612756,"Jalen Rose, Sean Marks, Jumaine Jones, Pat Burke, Marcus Banks","Rose, Marks, Jones, Burke, Banks",147-1752-1908-2469-2556,PHX,281.0,1,5.0,4.0,12.0,11.0,12.0,1.0,23.0,2.0,,,1.0,1.0,7.0,1.0,4.0,13.0,9.0,1.0,7.0,1.0,4.0,13.0,1.0,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,11.0,13.0,12.0,0.5909090909090909,0.5909090909090909,0.125,1.0,,0.6666666666666666,1.0,0.75,0.6666666666666666,1.0,117.86476868327402,12.166666666666666,12.272727272727273,11.916666666666666,11.454545454545455,0.25,,0.125,,0.125,0.625,0.49395625,0.513,0.49395625,0.1111111111111111,0.125,1.0,4.257142857142857,24.8,1.0,,3.0,4.0,3.0,4.0,,1.0,3.0,3.0,6.0,,3.0,4.0,,9.0,2.0,2.0,2.0,2.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.5625,0.5625,,0.5,0.75,0.75,0.125,,,,0.5,0.75,1.0,1.0,1.0,2.0,3.0,,2.0,2.0,1.0,1.0,1.0,,0.25,,1.0,1.0,1.0,1.0,0.15384615384615385,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,True
147-1752-1908-2556-2571,1610612756,"Jalen Rose, Sean Marks, Jumaine Jones, Marcus Banks, Leandro Barbosa","Rose, Marks, Jones, Banks, Barbosa",147-1752-1908-2556-2571,PHX,212.0,1,4.0,5.0,6.0,6.0,6.0,1.0,12.0,,,,1.0,1.0,3.0,1.0,2.0,9.0,4.0,1.0,3.0,1.0,2.0,9.0,1.0,,1.0,2.0,3.0,1.0,4.0,,,2.0,2.0,1.0,2.0,1.0,7.0,9.0,6.0,0.9,0.9,0.25,,,0.5,1.0,0.6,0.5,1.0,81.50943396226415,19.166666666666668,16.166666666666668,17.5,15.0,,,0.25,,0.25,0.5,0.4076125,0.3539,0.4076125,0.2,0.25,1.0,10.666666666666666,25.4,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,,2.0,3.0,1.0,7.0,,1.0,,,1.0,1.0,0.6666666666666666,0.6666666666666666,0.875,0.875,,0.25,1.0,1.0,0.5,0.5,0.5,1.0,0.25,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,0.2222222222222222,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,True
147-1752-1908-2556-2592,1610612756,"Jalen Rose, Sean Marks, Jumaine Jones, Marcus Banks, James Jones","Rose, Marks, Jones, Banks, Jones",147-1752-1908-2556-2592,PHX,204.0,1,3.0,-5.0,8.0,9.0,8.0,,17.0,,1.0,1.0,,,3.0,1.0,4.0,6.0,11.0,,3.0,1.0,4.0,6.0,,,,1.0,1.0,,1.0,,,1.0,1.0,3.0,6.0,1.0,6.0,6.0,8.0,0.42857142857142855,0.42857142857142855,0.25,,,0.5,,0.5,,,120.0,14.125,10.11111111111111,14.125,9.777777777777779,,0.25,,0.25,,0.5,0.505625,,0.505625,0.2,0.25,1.0,14.033333333333333,23.0,1.0,9.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,2.0,2.0,,,0.3333333333333333,0.3333333333333333,0.25,0.25,,0.25,,,0.5,0.5,0.5,,0.25,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,True
147-1890-1908-2571-703,1610612756,"Jalen Rose, Shawn Marion, Jumaine Jones, Leandro Barbosa, Kurt Thomas","Rose, Marion, Jones, Barbosa, Thomas",147-1890-1908-2571-703,PHX,124.0,1,2.0,9.0,5.0,4.0,,,9.0,1.0,,,,,3.0,,6.0,12.0,3.0,,,,,,,,1.0,1.0,2.0,,2.0,,,,,3.0,6.0,3.0,12.0,,,1.1,,,,,1.0,1.0,1.0,,,104.51612903225805,11.4,16.75,11.4,16.75,0.3333333333333333,,,,,,0.3996,,,0.6,0.6,,14.833333333333334,,,,,,,,2.0,2.0,3.0,,,6.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,True
147-1890-1952-2405-2556,1610612756,"Jalen Rose, Shawn Marion, Raja Bell, Amar'e Stoudemire, Marcus Banks","Rose, Marion, Bell, Stoudemire, Banks",147-1890-1952-2405-2556,PHX,70.0,1,1.0,4.0,2.0,2.0,,1.0,4.0,,1.0,,1.0,,,2.0,,6.0,2.0,,,,,,1.0,,,,,,,,,,,,,,3.0,,,1.5,,1.0,,,,,,,,82.28571428571428,9.5,25.5,8.0,23.0,,0.5,0.5,,,1.0,0.554025,0.5073,,,,,,24.25,,,,,,,,,,,,,,2.0,,6.0,,,,,,,,,1.5,,,,,,,,,,,,,,,3.0,,,,,,1.5,1.5,,,,,,,,0.5,1.0,,2.0,,6.0,1.0,,2.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,True
147-1890-1952-2405-2571,1610612756,"Jalen Rose, Shawn Marion, Raja Bell, Amar'e Stoudemire, Leandro Barbosa","Rose, Marion, Bell, Stoudemire, Barbosa",147-1890-1952-2405-2571,PHX,117.0,1,2.0,7.0,5.0,5.0,,,10.0,2.0,1.0,,,,3.0,1.0,1.0,10.0,3.0,,,,,,,,1.0,1.0,2.0,,2.0,,,,,2.0,3.0,2.0,10.0,,,1.0,,0.25,,,1.0,1.0,1.0,,,123.07692307692308,5.6,17.8,5.6,17.2,0.5,0.25,,,,0.5,0.5614125,,,0.4,0.5,,5.3999999999999995,22.7,,5.0,1.0,1.0,,,,,3.0,,,6.0,,1.0,,3.0,1.0,1.0,,,,,1.0,,1.125,,1.0,0.25,1.0,1.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,3.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,True
147-1890-1952-2405-959,1610612756,"Jalen Rose, Shawn Marion, Raja Bell, Amar'e Stoudemire, Steve Nash","Rose, Marion, Bell, Stoudemire, Nash",147-1890-1952-2405-959,PHX,506.0,3,8.0,2.0,16.0,16.0,8.0,3.0,32.0,5.0,1.0,1.0,4.0,2.0,14.0,5.0,1.0,23.0,21.0,4.0,7.0,3.0,,9.0,4.0,,1.0,2.0,4.0,5.0,9.0,1.0,1.0,2.0,,5.0,3.0,3.0,18.0,9.0,8.0,0.6052631578947368,0.45,0.2631578947368421,0.5,,1.0,0.3333333333333333,0.6,1.0,,91.06719367588933,18.5625,13.0625,16.0625,12.6875,0.2631578947368421,0.05263157894736842,0.21052631578947367,0.1,0.2,0.631578947368421,0.4979842105263158,0.50652,0.506355,0.15789473684210525,0.21428571428571427,0.391304347826087,5.935714285714285,25.380000000000003,0.5,,4.0,7.0,1.0,4.0,2.0,2.0,8.0,3.0,4.0,12.0,2.0,4.0,1.0,10.0,1.0,1.0,,,0.25,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.5789473684210527,0.45,0.5,0.3684210526315789,0.5714285714285714,0.6666666666666666,0.10526315789473684,1.0,1.0,0.5,0.4,0.25,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.25,0.3333333333333333,0.5,,0.21739130434782608,1.0,,2.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,,1.0,0.4,0.3333333333333333,0.4,0.14285714285714285,0.2,0.6666666666666666,0.6666666666666666,0.25,0.25,1.0,,0.25,1.0,,,,,,,,,,2.0,3.0,,0.4,0.5,1.0,,,,2.0,1.0,,1.0,1.0,1.0,,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.14285714285714285,1.0,0.6666666666666666,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,True
