EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,DefTwoPtRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,FTDefRebounds,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg3aBlocked,LostBallSteals,Loose Ball Fouls,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,BadPassOutOfBoundsTurnovers,Travels,Offensive Fouls,BlockedAtRim,Defensive 3 Seconds Violations,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedArc3,OffensiveGoaltends,3SecondViolations,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
147-15-2469-2556-2592,1610612756,"Jalen Rose, Eric Piatkowski, Pat Burke, Marcus Banks, James Jones","Rose, Piatkowski, Burke, Banks, Jones",147-15-2469-2556-2592,PHX,177.0,1,3.0,1.0,6.0,6.0,6.0,2.0,12.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,8.0,7.0,3.0,4.0,2.0,8.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,8.0,6.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.75,0.8,0.8,1.0,1.0,1.0,97.62711864406779,16.0,13.5,16.0,13.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.494225,0.494225,0.2,0.2,1.0,8.85,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,False
147-2556-2564-2592-703,1610612756,"Jalen Rose, Marcus Banks, Boris Diaw, James Jones, Kurt Thomas","Rose, Banks, Diaw, Jones, Thomas",147-2556-2564-2592-703,PHX,167.0,1,3.0,-3.0,5.0,5.0,5.0,,10.0,,,,,1.0,2.0,1.0,2.0,3.0,5.0,8.0,1.0,2.0,3.0,5.0,2.0,,1.0,1.0,,1.0,2.0,,1.0,1.0,,,2.0,4.0,,5.0,5.0,5.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.3333333333333333,,86.22754491017965,14.6,18.8,14.6,15.6,,,,,0.6666666666666666,0.5,0.5,1.0,,,0.3333333333333333,0.4535166666666666,0.4535166666666666,,,1.0,19.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,False
147-2564-2571-2592-703,1610612756,"Jalen Rose, Boris Diaw, Leandro Barbosa, James Jones, Kurt Thomas","Rose, Diaw, Barbosa, Jones, Thomas",147-2564-2571-2592-703,PHX,188.0,1,3.0,-1.0,5.0,4.0,2.0,,9.0,1.0,1.0,,,1.0,2.0,3.0,5.0,,6.0,7.0,1.0,1.0,,2.0,2.0,4.0,1.0,1.0,,,2.0,1.0,1.0,5.0,,2.0,2.0,,,,2.0,2.0,0.3333333333333333,0.5,0.6,1.0,0.42857142857142855,0.5,0.42857142857142855,0.5,1.0,1.0,1.0,68.93617021276596,27.0,13.25,21.2,13.25,0.14285714285714285,1.0,1.0,,0.2857142857142857,0.5,0.5,,,,0.42857142857142855,0.42859285714285716,0.42795,,,0.3333333333333333,13.0,0.4,,,2.0,1.0,,,,,0.2857142857142857,,,,,23.7,4.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.3333333333333333,1.0,0.5,0.4748,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,False
1890-1952-2405-2564-2571,1610612756,"Shawn Marion, Raja Bell, Amar'e Stoudemire, Boris Diaw, Leandro Barbosa","Marion, Bell, Stoudemire, Diaw, Barbosa",1890-1952-2405-2564-2571,PHX,1879.0,6,31.0,17.0,68.0,68.0,39.0,22.0,136.0,12.0,24.0,7.0,17.0,7.0,14.0,22.0,52.0,14.0,70.0,53.0,14.0,32.0,9.0,40.0,22.0,22.0,11.0,13.0,6.0,5.0,28.0,11.0,27.0,39.0,3.0,8.0,17.0,15.0,9.0,62.0,40.0,39.0,0.5,0.5238095238095238,0.4230769230769231,0.4375,0.45161290322580644,0.40789473684210525,0.5147058823529411,0.47619047619047616,0.7857142857142857,0.8064516129032258,0.8333333333333334,104.22565194252262,12.823529411764707,14.808823529411764,12.352941176470589,13.823529411764707,0.3870967741935484,0.5,0.631578947368421,0.5,0.22580645161290322,0.5,0.5384615384615384,0.7142857142857143,0.4473684210526316,0.4117647058823529,0.5483870967741935,0.4742908333333334,0.48073750000000004,0.1323529411764706,0.15517241379310345,0.5714285714285714,7.0576923076923075,0.5735294117647058,9.0,5.0,10.0,6.0,8.0,14.0,,,0.16129032258064516,0.8235294117647058,1.0,0.14516129032258066,0.13157894736842105,31.04,10.0,1.0,3.0,3.0,14.0,1.0,1.0,1.0,6.0,8.0,2.0,,1.0,11.0,12.0,4.0,10.0,5.0,3.0,13.0,3.0,9.0,1.0,0.16666666666666666,0.16666666666666666,0.4444444444444444,0.7692307692307693,0.3793103448275862,0.25,0.36363636363636365,0.36363636363636365,,,0.14814814814814814,0.22580645161290322,0.21428571428571427,0.23076923076923078,,0.016129032258064516,0.5,0.3333333333333333,0.02631578947368421,0.51368,0.11428571428571428,4.0,1.0,4.0,6.0,1.0,6.0,6.0,1.0,4.0,7.0,2.0,2.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,4.0,0.5,0.4,0.16666666666666666,0.4444444444444444,0.1346153846153846,0.20833333333333334,0.07142857142857142,0.07142857142857142,1.0,0.5833333333333334,0.3333333333333333,0.6,0.8333333333333334,0.5,0.4444444444444444,0.4444444444444444,0.5,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,False
1890-1952-2405-2564-959,1610612756,"Shawn Marion, Raja Bell, Amar'e Stoudemire, Boris Diaw, Steve Nash","Marion, Bell, Stoudemire, Diaw, Nash",1890-1952-2405-2564-959,PHX,851.0,7,14.0,2.0,31.0,31.0,26.0,24.0,62.0,4.0,5.0,3.0,4.0,3.0,6.0,10.0,19.0,12.0,35.0,33.0,7.0,15.0,8.0,25.0,12.0,8.0,6.0,7.0,4.0,,15.0,2.0,12.0,14.0,2.0,6.0,10.0,15.0,5.0,34.0,25.0,26.0,0.6,0.6,0.5263157894736842,0.4666666666666667,0.4791666666666667,0.425,0.5666666666666667,0.5,1.0,0.625,1.0,104.91186839012926,13.64516129032258,13.806451612903226,13.580645161290322,13.290322580645162,0.20833333333333334,0.8,0.8,1.0,0.25,0.5,0.5,,0.2,0.75,0.4166666666666667,0.45557916666666665,0.44304,0.18518518518518517,0.22727272727272727,0.7142857142857143,9.5,0.8387096774193549,3.0,3.0,5.0,5.0,3.0,8.0,3.0,3.0,0.20833333333333334,0.5714285714285714,0.5714285714285714,0.125,0.15,24.44,2.0,,1.0,3.0,8.0,2.0,2.0,,1.0,1.0,,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,3.0,,3.0,1.0,,,0.25,0.6666666666666666,0.25,,0.18181818181818182,0.4,,,0.09090909090909091,0.3333333333333333,0.375,0.375,0.6666666666666666,0.08333333333333333,1.0,,0.1,0.5661,0.02857142857142857,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,3.0,1.0,0.2,0.2,0.2,,,,,0.6666666666666666,,,0.6,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.2,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,False
1890-1952-2405-2571-2592,1610612756,"Shawn Marion, Raja Bell, Amar'e Stoudemire, Leandro Barbosa, James Jones","Marion, Bell, Stoudemire, Barbosa, Jones",1890-1952-2405-2571-2592,PHX,44.0,1,1.0,-2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,1.0,1.0,1.0,130.9090909090909,6.0,16.0,6.0,16.0,,,,,,,,,,,1.0,0.5133,0.5133,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,False
1890-1952-2405-2571-703,1610612756,"Shawn Marion, Raja Bell, Amar'e Stoudemire, Leandro Barbosa, Kurt Thomas","Marion, Bell, Stoudemire, Barbosa, Thomas",1890-1952-2405-2571-703,PHX,19.0,1,,-2.0,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,75.78947368421053,,19.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2007,2006-07,False
1890-1952-2405-2571-959,1610612756,"Shawn Marion, Raja Bell, Amar'e Stoudemire, Leandro Barbosa, Steve Nash","Marion, Bell, Stoudemire, Barbosa, Nash",1890-1952-2405-2571-959,PHX,4004.0,9,67.0,26.0,129.0,126.0,80.0,43.0,255.0,29.0,43.0,19.0,26.0,5.0,11.0,45.0,80.0,35.0,152.0,126.0,26.0,44.0,27.0,94.0,56.0,34.0,28.0,36.0,20.0,1.0,80.0,16.0,54.0,78.0,11.0,29.0,34.0,46.0,17.0,128.0,94.0,80.0,0.6222222222222222,0.6666666666666666,0.5625,0.5909090909090909,0.5176991150442478,0.5153846153846153,0.562962962962963,0.573170731707317,0.8,0.6753246753246753,0.7777777777777778,91.70829170829171,13.550387596899224,17.904761904761905,12.310077519379846,16.793650793650794,0.3805309734513274,0.6744186046511628,0.7631578947368421,0.6896551724137931,0.09734513274336283,0.45454545454545453,0.45454545454545453,0.2,0.4,0.7307692307692307,0.672566371681416,0.5120079646017699,0.5130592307692308,0.1328125,0.17894736842105263,0.618421052631579,5.32125,0.6201550387596899,22.0,14.0,33.0,21.0,22.0,36.0,7.0,7.0,0.2920353982300885,0.631578947368421,0.6666666666666666,0.19469026548672566,0.2153846153846154,24.793939393939397,18.0,4.0,8.0,11.0,26.0,11.0,7.0,6.0,13.0,24.0,6.0,7.0,9.0,15.0,24.0,3.0,6.0,5.0,9.0,15.0,,7.0,2.0,0.46153846153846156,0.45,0.5,0.4,0.42857142857142855,0.375,0.4067796610169492,0.4,0.3333333333333333,0.6666666666666666,0.058823529411764705,0.23008849557522124,0.4230769230769231,0.4782608695652174,0.6363636363636364,0.09734513274336283,0.4,0.5,0.1076923076923077,0.5073892857142857,0.15789473684210525,4.0,2.0,9.0,6.0,5.0,24.0,3.0,,4.0,8.0,8.0,3.0,2.0,5.0,2.0,1.0,1.0,6.0,2.0,5.0,0.8888888888888888,0.2727272727272727,0.23809523809523808,0.2727272727272727,0.1,0.11627906976744186,0.11538461538461539,,0.4,0.5,0.2777777777777778,0.35714285714285715,0.7894736842105263,1.0,0.18181818181818182,0.18181818181818182,0.75,0.14285714285714285,0.18181818181818182,,3.0,4.0,,8.0,6.0,8.0,3.0,,,0.375,5.0,1.0,4.0,3.0,1.0,3.0,2.0,7.0,5.0,2.0,2.0,3.0,2.0,1.0,0.2857142857142857,0.45454545454545453,0.45454545454545453,1.0,0.25,0.2,0.25,1.0,0.15,0.3333333333333333,1.0,0.42857142857142855,,,,,,,,,,,1610612756,2007,2006-07,False
1890-1952-2405-2592-959,1610612756,"Shawn Marion, Raja Bell, Amar'e Stoudemire, James Jones, Steve Nash","Marion, Bell, Stoudemire, Jones, Nash",1890-1952-2405-2592-959,PHX,4383.0,7,73.0,6.0,142.0,143.0,,,285.0,27.0,35.0,,,11.0,32.0,50.0,96.0,17.0,168.0,162.0,,,,,50.0,50.0,25.0,39.0,16.0,5.0,92.0,12.0,47.0,61.0,18.0,30.0,34.0,25.0,15.0,155.0,,,0.5,0.5102040816326531,0.5208333333333334,,0.58984375,,0.6139705882352942,,0.7058823529411765,0.6818181818181818,0.7142857142857143,93.63449691991786,13.943661971830986,16.804195804195803,13.288732394366198,16.027972027972027,0.2734375,0.7714285714285715,0.8181818181818182,0.5925925925925926,0.25,0.34375,0.34375,0.45454545454545453,,,0.5234375,0.500320703125,,0.11764705882352941,0.14423076923076922,,8.529166666666667,,28.0,,32.0,,28.0,33.0,,,0.25,0.673469387755102,0.7142857142857143,0.21875,,25.134375,11.0,,2.0,12.0,29.0,4.0,,4.0,9.0,13.0,2.0,4.0,3.0,11.0,14.0,2.0,12.0,8.0,9.0,21.0,,,2.0,0.4444444444444444,0.4583333333333333,0.5,0.5714285714285714,0.2391304347826087,0.2,0.22950819672131148,0.29411764705882354,0.14285714285714285,0.5,0.03508771929824561,0.2265625,0.41379310344827586,0.4444444444444444,0.3333333333333333,0.03125,0.16666666666666666,,,0.46243999999999996,0.07738095238095238,15.0,,17.0,2.0,,42.0,9.0,,15.0,4.0,14.0,12.0,2.0,12.0,7.0,1.0,4.0,5.0,7.0,,0.8235294117647058,0.53125,,0.53125,0.041666666666666664,0.05714285714285714,0.06896551724137931,,0.4,0.375,0.15384615384615385,0.5882352941176471,0.7222222222222222,0.6666666666666666,0.5357142857142857,0.5357142857142857,0.8,,0.5357142857142857,,5.0,1.0,1.0,12.0,2.0,12.0,5.0,,,0.4166666666666667,2.0,1.0,1.0,,,2.0,1.0,3.0,2.0,3.0,2.0,3.0,9.0,1.0,0.3333333333333333,0.5,0.5,1.0,,0.08333333333333333,1.0,1.0,0.16666666666666666,,,,1.0,1.0,1.0,0.03125,,,,,,,1610612756,2007,2006-07,False
1890-1952-2405-703-959,1610612756,"Shawn Marion, Raja Bell, Amar'e Stoudemire, Kurt Thomas, Steve Nash","Marion, Bell, Stoudemire, Thomas, Nash",1890-1952-2405-703-959,PHX,3619.0,6,60.0,23.0,115.0,112.0,3.0,10.0,227.0,13.0,25.0,,1.0,13.0,29.0,40.0,83.0,29.0,130.0,107.0,1.0,2.0,4.0,6.0,44.0,36.0,22.0,27.0,5.0,10.0,59.0,11.0,46.0,60.0,14.0,23.0,30.0,37.0,19.0,114.0,6.0,3.0,0.55,0.5641025641025641,0.4819277108433735,0.5,0.51010101010101,0.5,0.5555555555555556,0.75,0.7857142857142857,0.7818181818181819,0.875,90.32329372754904,14.191304347826087,17.741071428571427,13.71304347826087,17.258928571428573,0.25252525252525254,0.52,0.7647058823529411,0.38461538461538464,0.29292929292929293,0.4482758620689655,0.4482758620689655,0.7692307692307693,0.5,,0.41414141414141414,0.49072272727272725,0.6219,0.16379310344827586,0.19,0.046153846153846156,9.632530120481928,0.02608695652173913,10.0,,16.0,,10.0,32.0,1.0,,0.16161616161616163,0.7804878048780488,0.8,0.10101010101010101,,24.0625,12.0,1.0,2.0,14.0,29.0,6.0,,5.0,7.0,16.0,2.0,7.0,,14.0,14.0,1.0,5.0,3.0,10.0,15.0,1.0,,1.0,0.7142857142857143,0.5555555555555556,0.6153846153846154,0.3333333333333333,0.3333333333333333,,0.27450980392156865,0.26666666666666666,0.3125,,0.024390243902439025,0.29292929292929293,0.4827586206896552,0.5384615384615384,0.5,0.06060606060606061,0.2222222222222222,0.5,,0.5075222222222222,0.12307692307692308,2.0,,7.0,6.0,,15.0,6.0,,2.0,11.0,5.0,,3.0,7.0,7.0,1.0,2.0,3.0,2.0,,0.7142857142857143,0.4375,,0.4375,0.13253012048192772,0.32,0.10344827586206896,,1.0,0.45454545454545453,,0.5555555555555556,0.9166666666666666,0.6666666666666666,0.2,0.2,,,0.2,,,1.0,,9.0,5.0,10.0,6.0,,,0.6,5.0,,,,,2.0,,2.0,5.0,3.0,2.0,3.0,3.0,,,0.8333333333333334,0.8333333333333334,1.0,,,,,0.2222222222222222,,,,,,1.0,,1.0,1.0,,,,,1610612756,2007,2006-07,False
