EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,DefRebounds,Rebounds,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,Minutes,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,SecondChanceOffPoss,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg3aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,ShootingFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Corner3PctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGA,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,SecondChanceAtRimFGM,Travels,LongMidRangePctBlocked,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SelfOReb,SelfORebPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,SecondChanceArc3PctAssisted,DefensiveGoaltends,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,team_id,year,season,team_vs
1747-1885-1917-224-2446,1610612748,"Rafer Alston, Lamar Odom, Wang Zhi-zhi, Eddie Jones, Rasual Butler","Alston, Odom, Zhi-zhi, Jones, Butler",1747-1885-1917-224-2446,MIA,29.0,1,-1.0,2,2,2.0,2.0,4,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,198.6206896551724,9.5,5.0,9.5,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2004,2003-04,True
1747-1885-2124-224-2406,1610612748,"Rafer Alston, Lamar Odom, Malik Allen, Eddie Jones, Caron Butler","Alston, Odom, Allen, Jones, Butler",1747-1885-2124-224-2406,MIA,733.0,4,-1.0,21,19,12.0,,40,4.0,15.0,16.0,2.0,8.0,2.0,8.0,8.0,5.0,,15.0,8.0,12.0,0.4375,0.4375,1.0,1.0,1.0,78.58117326057298,19.761904761904763,16.736842105263158,19.761904761904763,16.736842105263158,0.5333333333333333,0.5714285714285714,12.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,9.0,1.0,5.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,6.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0.2,0.2,0.4444444444444444,0.6,0.39285714285714285,0.42857142857142855,0.35714285714285715,0.4,1.0,1.0,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,0.2857142857142857,0.25,0.25,1.0,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.25,0.4622,0.42980714285714283,0.125,0.18181818181818182,9.411111111111111,24.740000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2004,2003-04,True
1747-1885-2124-224-2446,1610612748,"Rafer Alston, Lamar Odom, Malik Allen, Eddie Jones, Rasual Butler","Alston, Odom, Allen, Jones, Butler",1747-1885-2124-224-2446,MIA,176.0,1,-1.0,6,5,6.0,5.0,11,3.0,5.0,6.0,3.0,5.0,1.0,2.0,2.0,4.0,1.0,5.0,5.0,6.0,0.5,0.5,1.0,1.0,1.0,90.0,18.166666666666668,13.4,18.166666666666668,13.4,1.0,1.0,3.0,,1.0,,1.0,1.0,2.0,,,,,,,,1.0,3.0,,,1.0,3.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,1.0,1.0,,0.3333333333333333,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,0.4134,0.4134,0.25,0.25,5.3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2004,2003-04,True
1747-1885-2124-224-2548,1610612748,"Rafer Alston, Lamar Odom, Malik Allen, Eddie Jones, Dwyane Wade","Alston, Odom, Allen, Jones, Wade",1747-1885-2124-224-2548,MIA,231.0,2,,7,8,6.0,6.0,15,3.0,7.0,7.0,3.0,7.0,1.0,4.0,6.0,4.0,2.0,5.0,7.0,6.0,0.4375,0.5,0.5,0.5714285714285714,0.5,93.5064935064935,17.0,14.0,13.142857142857142,12.25,1.0,0.8571428571428571,4.0,,,,,2.0,4.0,,1.0,1.0,,,,,2.0,5.0,,1.0,2.0,5.0,,4.0,,,,,2.0,,2.0,,,,4.0,3.0,,,,,,,,,2.0,,,,,1.0,1.0,,,,0.4,0.4,0.3333333333333333,0.4,0.16666666666666666,,0.6,,0.5,,,,,0.6666666666666666,0.5,0.5,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,0.16666666666666666,,0.446575,0.42084,,,10.34,23.5,,1.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.5,0.5,0.5,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,0.37855,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2004,2003-04,True
1747-1885-2124-224-2617,1610612748,"Rafer Alston, Lamar Odom, Malik Allen, Eddie Jones, Udonis Haslem","Alston, Odom, Allen, Jones, Haslem",1747-1885-2124-224-2617,MIA,24.0,1,1.0,1,1,1.0,1.0,2,1.0,1.0,,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,120.0,8.0,16.0,8.0,15.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2004,2003-04,True
1747-1885-2124-2406-2548,1610612748,"Rafer Alston, Lamar Odom, Malik Allen, Caron Butler, Dwyane Wade","Alston, Odom, Allen, Butler, Wade",1747-1885-2124-2406-2548,MIA,1925.0,6,-7.0,52,50,9.0,10.0,102,15.0,53.0,60.0,7.0,14.0,,17.0,24.0,16.0,1.0,45.0,14.0,9.0,0.5306122448979592,0.875,,0.6818181818181818,,76.30129870129869,18.923076923076923,18.82,17.76923076923077,17.2,0.2641509433962264,0.17307692307692307,32.0,1.0,7.0,,1.0,7.0,15.0,2.0,9.0,5.0,1.0,4.0,6.0,1.0,10.0,31.0,6.0,11.0,2.0,3.0,2.0,8.0,12.0,15.0,6.0,4.0,4.0,5.0,9.0,3.0,1.0,,23.0,15.0,3.0,1.0,2.0,5.0,1.0,,7.0,2.0,16.0,2.0,1.0,7.0,1.0,0.4,0.4444444444444444,0.8333333333333334,0.5454545454545454,0.5454545454545454,0.3225806451612903,0.6666666666666666,0.4523809523809524,0.7,0.2619047619047619,0.2857142857142857,0.7894736842105263,1.0,0.875,0.16666666666666666,0.14285714285714285,0.16666666666666666,1.0,0.35714285714285715,0.4666666666666667,0.5,0.21428571428571427,0.2222222222222222,0.2222222222222222,,0.11904761904761904,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.75,0.2,,0.2,0.2,0.42857142857142855,0.6666666666666666,0.4465214285714286,0.51146,0.14583333333333334,0.1891891891891892,9.719354838709679,24.481818181818184,1.0,3.0,,3.0,1.0,,0.3333333333333333,8.0,1.0,4.0,8.0,,3.0,4.0,7.0,3.0,0.25,0.5,0.6666666666666666,,,0.19047619047619047,0.2692307692307692,0.25,0.625,0.42857142857142855,0.3946,0.1509433962264151,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.06451612903225806,0.14285714285714285,0.06666666666666667,1.0,0.6,0.16666666666666666,0.14285714285714285,0.5,0.6666666666666666,0.4,0.4,1.0,0.2,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2004,2003-04,True
1747-1885-2124-2446-2548,1610612748,"Rafer Alston, Lamar Odom, Malik Allen, Rasual Butler, Dwyane Wade","Alston, Odom, Allen, Butler, Wade",1747-1885-2124-2446-2548,MIA,244.0,2,-1.0,6,7,5.0,5.0,13,3.0,5.0,6.0,2.0,4.0,1.0,3.0,4.0,5.0,,5.0,4.0,5.0,0.25,0.4,1.0,0.5,1.0,76.72131147540983,21.5,16.428571428571427,21.166666666666668,15.428571428571429,0.8,0.8333333333333334,4.0,,2.0,,2.0,,1.0,1.0,1.0,,,,2.0,,1.0,4.0,,2.0,1.0,4.0,,,2.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,1.0,2.0,,,,,,,0.25,0.25,0.16666666666666666,0.25,0.3333333333333333,,0.4,0.5,,0.3333333333333333,,,,0.16666666666666666,,,0.16666666666666666,1.0,1.0,,,0.3333333333333333,,,,0.5,,,,0.6666666666666666,,0.4778833333333334,0.47615,0.25,0.3333333333333333,7.675,25.85,,3.0,1.0,3.0,1.0,,0.3333333333333333,,,,,,,,1.0,,,,,,,,0.2,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2004,2003-04,True
1747-1885-224-2406-2548,1610612748,"Rafer Alston, Lamar Odom, Eddie Jones, Caron Butler, Dwyane Wade","Alston, Odom, Jones, Butler, Wade",1747-1885-224-2406-2548,MIA,54.0,1,1.0,5,4,5.0,4.0,9,1.0,5.0,4.0,1.0,5.0,,1.0,1.0,2.0,,5.0,5.0,5.0,0.8333333333333334,0.8333333333333334,,,,240.0,6.8,5.0,6.8,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,2.0,2.0,,,2.0,2.0,,,4.0,,,,,,,,,,,,,,2.0,,1.0,,2.0,2.0,2.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,0.5,1.0,1.0,,,,,0.5,1.0,1.0,,,,,,,0.5,1.0,,,0.5,,0.43995,0.43995,0.3333333333333333,0.3333333333333333,10.15,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2004,2003-04,True
1747-1885-224-2406-258,1610612748,"Rafer Alston, Lamar Odom, Eddie Jones, Caron Butler, Brian Grant","Alston, Odom, Jones, Butler, Grant",1747-1885-224-2406-258,MIA,2074.0,10,2.0,65,66,39.0,17.0,131,21.0,60.0,58.0,17.0,36.0,9.0,30.0,39.0,26.0,10.0,54.0,36.0,39.0,0.48360655737704916,0.5294117647058824,0.75,0.6829268292682927,0.8,90.9546769527483,15.76923076923077,15.893939393939394,15.138461538461538,14.757575757575758,0.6,0.6,35.0,8.0,11.0,4.0,5.0,1.0,8.0,6.0,20.0,1.0,,2.0,9.0,4.0,15.0,39.0,3.0,10.0,8.0,19.0,4.0,22.0,8.0,3.0,9.0,2.0,11.0,1.0,12.0,1.0,6.0,5.0,25.0,19.0,3.0,2.0,6.0,7.0,4.0,,13.0,7.0,14.0,2.0,1.0,3.0,,0.7333333333333333,0.8461538461538461,0.3333333333333333,0.3,0.3,0.38461538461538464,0.42105263157894735,0.3979591836734694,0.41304347826086957,0.20408163265306123,0.46153846153846156,0.6551724137931034,0.5833333333333334,0.75,0.22448979591836735,0.7272727272727273,0.8,0.75,0.16326530612244897,0.125,0.14285714285714285,0.40816326530612246,0.3,0.3157894736842105,0.8333333333333334,0.02040816326530612,0.1836734693877551,0.2222222222222222,0.2222222222222222,0.5,0.21739130434782608,0.8,,0.17391304347826086,0.42857142857142855,0.2222222222222222,0.4555704081632653,0.43278695652173915,0.058823529411764705,0.07317073170731707,11.264102564102565,24.25,1.0,4.0,3.0,4.0,1.0,1.0,0.25,7.0,2.0,6.0,6.0,,,9.0,9.0,7.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,,,0.375,0.2903225806451613,0.5714285714285714,0.6,,0.49135,0.1,3.0,1.0,,,1.0,,,2.0,1.0,6.0,4.0,3.0,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,0.25,0.07692307692307693,0.09090909090909091,0.125,1.0,,0.6666666666666666,0.21428571428571427,,,1.0,1.0,,0.5,,,0.25,2.0,1.0,0.05,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,1610612748,2004,2003-04,True
1747-1885-224-2406-2617,1610612748,"Rafer Alston, Lamar Odom, Eddie Jones, Caron Butler, Udonis Haslem","Alston, Odom, Jones, Butler, Haslem",1747-1885-224-2406-2617,MIA,1156.0,7,-2.0,37,35,19.0,12.0,72,7.0,25.0,27.0,5.0,13.0,5.0,11.0,16.0,7.0,2.0,22.0,13.0,19.0,0.36363636363636365,0.3,0.8333333333333334,0.625,0.8,89.6885813148789,16.18918918918919,15.914285714285715,15.891891891891891,15.028571428571428,0.52,0.5135135135135135,19.0,4.0,8.0,2.0,5.0,3.0,7.0,2.0,8.0,2.0,2.0,,5.0,3.0,9.0,23.0,,7.0,4.0,13.0,5.0,14.0,4.0,,5.0,,7.0,,7.0,,3.0,2.0,14.0,5.0,2.0,,4.0,4.0,1.0,,8.0,3.0,8.0,1.0,1.0,1.0,,0.7777777777777778,0.875,,,,0.391304347826087,0.3076923076923077,0.3,0.2222222222222222,0.23333333333333334,0.5,0.5,0.375,1.0,0.26666666666666666,0.5,0.6666666666666666,0.75,0.23333333333333334,0.42857142857142855,0.5,0.26666666666666666,0.25,0.2857142857142857,1.0,0.06666666666666667,0.16666666666666666,,,,0.2777777777777778,0.4,0.1111111111111111,0.16666666666666666,0.5,,0.46653,0.4890861111111111,0.03225806451612903,0.041666666666666664,9.265217391304347,24.314285714285713,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,,2.0,4.0,5.0,4.0,0.25,0.25,0.25,,,0.2857142857142857,0.23809523809523808,0.25,1.0,0.6666666666666666,0.44626666666666664,0.12,3.0,,,,,,,1.0,,,2.0,4.0,,1.0,1.0,2.0,3.0,3.0,,,,,,,0.17391304347826086,0.25,0.14285714285714285,1.0,0.14285714285714285,0.5,0.16666666666666666,,0.5,,,,0.75,,,,1.0,,0.125,1.0,0.3333333333333333,1.0,0.058823529411764705,,,,,,,,,,,,,,,,,,,1610612748,2004,2003-04,True
