EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,OffTwoPtRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,SelfOReb,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,PtsUnassisted3s,SecondChanceFg2Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PtsPutbacks,BadPassSteals,BadPassOutOfBoundsTurnovers,DefensiveGoaltends,HeaveAttempts,ShortMidRangePctBlocked,Technical Free Throw Trips,ShortMidRangeAssists,ShortMidRangePctAssisted,OffAtRimReboundPct,SecondChanceFtPoints,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedShortMidRange,FG3APctBlocked,Corner3PctBlocked,Travels,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,team_id,year,season,team_vs
120-133-136-1714-353,1610612740,"Steven Smith, David Wesley, P.J. Brown, Robert Traylor, Darrell Armstrong","Smith, Wesley, Brown, Traylor, Armstrong",120-133-136-1714-353,NOH,87.0,1,1.0,-5.0,2.0,3.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,82.75862068965517,22.0,14.333333333333334,22.0,14.333333333333334,1.0,0.37615,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2004,2003-04,False
120-133-136-1742-2048,1610612740,"Steven Smith, David Wesley, P.J. Brown, Shammond Williams, Jamaal Magloire","Smith, Wesley, Brown, Williams, Magloire",120-133-136-1742-2048,NOH,16.0,1,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.5511,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5511,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2004,2003-04,False
120-133-136-1742-248,1610612740,"Steven Smith, David Wesley, P.J. Brown, Shammond Williams, George Lynch","Smith, Wesley, Brown, Williams, Lynch",120-133-136-1742-248,NOH,377.0,1,6.0,7.0,15.0,16.0,1.0,31.0,2.0,7.0,14.0,,1.0,8.0,,3.0,,1.0,8.0,,,0.3333333333333333,,118.40848806366049,8.933333333333334,15.1875,8.533333333333333,14.125,0.18181818181818182,0.5243681818181818,5.071428571428571,4.0,5.0,4.0,5.0,6.0,21.0,6.0,7.0,21.0,6.0,4.0,,1.0,21.0,21.0,0.8571428571428571,0.8571428571428571,0.8181818181818182,0.8181818181818182,0.8076923076923077,0.8076923076923077,0.45454545454545453,0.8,1.0,0.45454545454545453,0.8,0.8181818181818182,0.5243681818181818,0.08333333333333333,0.125,1.0,15.0,12.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,6.0,6.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,12.0,1.0,1.0,4.0,2.0,7.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,15.0,4.0,0.5,0.5,1.0,0.5,0.5,0.5,0.36363636363636365,0.14285714285714285,0.2,1.0,1.0,0.8,0.5,0.5,0.7142857142857143,1.0,0.8,1.0,0.5,1.0,1.0,0.5,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,0.5,0.5,1.0,1.0,0.18181818181818182,0.5,0.18181818181818182,0.5,0.5,24.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2004,2003-04,False
120-133-136-1884-2048,1610612740,"Steven Smith, David Wesley, P.J. Brown, Baron Davis, Jamaal Magloire","Smith, Wesley, Brown, Davis, Magloire",120-133-136-1884-2048,NOH,801.0,3,13.0,-1.0,24.0,23.0,5.0,47.0,8.0,17.0,17.0,4.0,6.0,18.0,2.0,2.0,,1.0,5.0,,0.2857142857142857,0.2857142857142857,0.14285714285714285,84.49438202247191,18.333333333333332,15.695652173913043,17.458333333333332,15.695652173913043,0.2857142857142857,0.46163750000000003,10.888235294117647,1.0,4.0,,,2.0,16.0,,2.0,,,,,,13.0,,0.11764705882352941,,0.2857142857142857,,0.2857142857142857,,0.14285714285714285,0.25,0.3333333333333333,,,0.5357142857142857,0.3835,,,,3.0,1.0,1.0,,2.0,,,1.0,4.0,9.0,,1.0,4.0,11.0,,2.0,,2.0,,4.0,12.0,9.0,4.0,2.0,2.0,4.0,6.0,4.0,,1.0,1.0,16.0,2.0,3.0,9.0,,12.0,1.0,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,0.36363636363636365,,0.36363636363636365,0.39285714285714285,0.11764705882352941,0.25,,,1.0,1.0,0.2857142857142857,1.0,0.4,1.0,,1.0,0.125,0.14285714285714285,1.0,0.07142857142857142,,,,0.32142857142857145,0.4444444444444444,0.4444444444444444,1.0,,0.25,,0.25,,0.4444444444444444,24.30909090909091,0.125,5.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3,0.3,0.125,0.6,1.0,1.0,1.0,0.05263157894736842,1.0,0.17857142857142858,0.4,0.5,1.0,0.3532666666666667,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2004,2003-04,False
120-133-136-2048-353,1610612740,"Steven Smith, David Wesley, P.J. Brown, Jamaal Magloire, Darrell Armstrong","Smith, Wesley, Brown, Magloire, Armstrong",120-133-136-2048-353,NOH,448.0,2,7.0,-2.0,14.0,13.0,4.0,27.0,7.0,13.0,13.0,4.0,4.0,5.0,2.0,4.0,1.0,3.0,5.0,1.0,0.4444444444444444,0.4444444444444444,0.5,86.78571428571428,18.285714285714285,14.76923076923077,16.285714285714285,14.0,0.5,0.40692500000000004,11.807692307692308,2.0,3.0,1.0,1.0,4.0,11.0,1.0,7.0,2.0,4.0,,,,9.0,2.0,0.3076923076923077,0.14285714285714285,0.39285714285714285,0.14285714285714285,0.39285714285714285,0.14285714285714285,0.21428571428571427,0.6666666666666666,1.0,0.14285714285714285,1.0,0.2857142857142857,0.39995714285714284,,,0.18181818181818182,5.0,6.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,4.0,,,,1.0,2.0,,2.0,,,1.0,1.0,4.0,,1.0,,,1.0,1.0,1.0,2.0,2.0,,1.0,,5.0,1.0,0.5,0.5,,1.0,,1.0,0.07142857142857142,0.07692307692307693,0.3333333333333333,0.5,,,1.0,,0.3333333333333333,,,,0.5,0.14285714285714285,0.14285714285714285,1.0,0.07142857142857142,1.0,1.0,,,,,,,,,,,,22.8,0.35714285714285715,3.0,,,3.0,,2.0,,,,,,,,,0.3333333333333333,0.3333333333333333,,0.5,,,1.0,,,0.21428571428571427,,,,0.5084666666666667,0.18181818181818182,1.0,2.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2004,2003-04,False
120-133-136-2561-353,1610612740,"Steven Smith, David Wesley, P.J. Brown, David West, Darrell Armstrong","Smith, Wesley, Brown, West, Armstrong",120-133-136-2561-353,NOH,398.0,1,7.0,-1.0,12.0,12.0,,24.0,1.0,6.0,13.0,,,4.0,,1.0,,1.0,1.0,,,,,86.83417085427135,16.166666666666668,17.0,16.166666666666668,16.75,0.1111111111111111,0.46744444444444444,8.200000000000001,1.0,2.0,1.0,1.0,2.0,12.0,2.0,4.0,12.0,2.0,5.0,1.0,1.0,12.0,12.0,0.3333333333333333,0.5,0.3888888888888889,0.5,0.5454545454545454,0.6666666666666666,0.2222222222222222,0.5,0.5,0.14285714285714285,1.0,0.5555555555555556,0.47005714285714284,0.1111111111111111,0.16666666666666666,1.0,10.0,,,,,,,,1.0,3.0,1.0,3.0,1.0,3.0,5.0,,1.0,3.0,5.0,2.0,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,5.0,,1.0,3.0,,4.0,,,1.0,1.0,,1.0,2.0,10.0,,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,1.0,,0.6,1.0,,0.6666666666666666,,1.0,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,24.366666666666664,0.8333333333333334,3.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,0.5,,1.0,,1.0,0.3333333333333333,,,,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2004,2003-04,False
120-133-1714-1742-2048,1610612740,"Steven Smith, David Wesley, Robert Traylor, Shammond Williams, Jamaal Magloire","Smith, Wesley, Traylor, Williams, Magloire",120-133-1714-1742-2048,NOH,23.0,1,,-2.0,1.0,1.0,,2.0,,,2.0,,,,,,,,1.0,,,,,125.21739130434781,3.0,20.0,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2004,2003-04,False
120-133-1714-1742-248,1610612740,"Steven Smith, David Wesley, Robert Traylor, Shammond Williams, George Lynch","Smith, Wesley, Traylor, Williams, Lynch",120-133-1714-1742-248,NOH,69.0,1,1.0,-2.0,3.0,2.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,,2.0,,,1.0,,1.0,1.0,1.0,104.34782608695653,14.333333333333334,13.0,14.333333333333334,13.0,0.5,0.48825,10.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.48825,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,2.0,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.5756,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2004,2003-04,False
120-133-1714-1884-2561,1610612740,"Steven Smith, David Wesley, Robert Traylor, Baron Davis, David West","Smith, Wesley, Traylor, Davis, West",120-133-1714-1884-2561,NOH,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2004,2003-04,False
120-1714-1742-2466-248,1610612740,"Steven Smith, Robert Traylor, Shammond Williams, Maurice Carter, George Lynch","Smith, Traylor, Williams, Carter, Lynch",120-1714-1742-2466-248,NOH,124.0,1,2.0,-2.0,4.0,5.0,,9.0,1.0,3.0,4.0,,,1.0,1.0,1.0,,,,,,,,104.51612903225805,14.0,13.6,14.0,13.6,0.3333333333333333,0.4977666666666667,5.466666666666666,,2.0,,2.0,1.0,2.0,1.0,3.0,2.0,,,,,2.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,0.6666666666666666,,0.6666666666666666,0.4977666666666667,,,1.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,,,,1.0,2.0,,1.0,,,1.0,1.0,1.0,,,,1.0,,4.0,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612740,2004,2003-04,False
