EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,FTOffRebounds,FTDefRebounds,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3PctAssisted,SecondChanceArc3Frequency,Clear Path Fouls,SecondChanceTurnovers,ShortMidRangeAssists,LongMidRangeAssists,BlockingFouls,3pt And 1 Free Throw Trips,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,Loose Ball Fouls,BlockedShortMidRange,Blocked3s,BlockedCorner3,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,HeaveAttempts,3SecondViolations,team_id,year,season,team_vs
101114-101154-101187-1718-1905,1610612751,"Deron Williams, Andray Blatche, Alan Anderson, Paul Pierce, Andrei Kirilenko","Williams, Blatche, Anderson, Pierce, Kirilenko",101114-101154-101187-1718-1905,BKN,817.0,4,14.0,1.0,23.0,24,15.0,13.0,3.0,47,5.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,7.0,11.0,2.0,6.0,6.0,26.0,25.0,2.0,2.0,2.0,6.0,4.0,5.0,2.0,4.0,2.0,16.0,8.0,6.0,3.0,3.0,2.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,11.0,1.0,2.0,5.0,3.0,8.0,3.0,11.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,6.0,5.0,1.0,9.0,1.0,1.0,7.0,1.0,8.0,1.0,2.0,1.0,1.0,20.0,16.0,15.0,2.0,1.0,0.5714285714285714,0.6666666666666666,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6363636363636364,1.0,0.8,0.5882352941176471,1.0,0.7777777777777778,0.65,1.0,0.8,0.35294117647058826,0.09090909090909091,0.14285714285714285,0.5,0.75,0.5,0.8333333333333334,0.25,0.8,0.375,0.5,0.5,0.25,1.0,0.5,1.0,0.14285714285714285,82.83965728274174,17.391304347826086,17.375,16.782608695652176,17.083333333333332,0.4117647058823529,0.7142857142857143,0.8333333333333334,0.8,0.11764705882352941,0.11764705882352941,1.0,1.0,0.058823529411764705,1.0,1.0,0.29411764705882354,0.2,0.2,1.0,1.0,1.0,0.5,0.2222222222222222,1.0,0.1111111111111111,1.0,0.3333333333333333,0.3333333333333333,0.7647058823529411,0.2,0.4991205882352941,0.527,0.4892444444444444,0.15789473684210525,0.16666666666666666,0.14285714285714285,0.23076923076923078,0.6153846153846154,5.863636363636363,24.46666666666667,0.6521739130434783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,False
101114-101154-101187-1718-201977,1610612751,"Deron Williams, Andray Blatche, Alan Anderson, Paul Pierce, Marcus Thornton","Williams, Blatche, Anderson, Pierce, Thornton",101114-101154-101187-1718-201977,BKN,54.0,2,1.0,-2.0,2.0,1,2.0,1.0,,3,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,3.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,0.25,,0.25,,,,,,,,,,,,,,,,,,80.0,16.0,22.0,16.0,22.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3145,,0.3145,0.5,0.5,,,1.0,15.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,False
101114-101154-101187-1718-2207,1610612751,"Deron Williams, Andray Blatche, Alan Anderson, Paul Pierce, Joe Johnson","Williams, Blatche, Anderson, Pierce, Johnson",101114-101154-101187-1718-2207,BKN,1840.0,7,31.0,8.0,58.0,59,28.0,23.0,11.0,117,12.0,19.0,4.0,6.0,7.0,9.0,12.0,1.0,9.0,1.0,4.0,1.0,3.0,2.0,13.0,2.0,8.0,18.0,40.0,3.0,17.0,13.0,58.0,50.0,4.0,7.0,6.0,14.0,8.0,17.0,3.0,11.0,5.0,30.0,14.0,22.0,3.0,6.0,4.0,13.0,2.0,4.0,7.0,1.0,8.0,,7.0,17.0,5.0,8.0,6.0,14.0,21.0,14.0,35.0,1.0,6.0,1.0,5.0,5.0,1.0,4.0,3.0,1.0,8.0,2.0,3.0,7.0,,,20.0,2.0,18.0,1.0,8.0,,1.0,44.0,30.0,28.0,,1.0,0.3888888888888889,0.4375,0.3333333333333333,0.17647058823529413,0.2727272727272727,0.17647058823529413,0.45,0.5714285714285714,0.47058823529411764,0.39473684210526316,0.4444444444444444,0.44642857142857145,0.4461538461538462,0.5384615384615384,0.46875,0.2982456140350877,0.1,0.15789473684210525,0.625,0.875,0.36363636363636365,1.0,0.35714285714285715,0.9090909090909091,0.3611111111111111,0.42857142857142855,0.14285714285714285,0.36363636363636365,0.8571428571428571,1.0,,0.03125,91.56521739130434,17.051724137931036,14.423728813559322,15.741379310344827,14.338983050847459,0.3333333333333333,0.631578947368421,0.75,0.5833333333333334,0.21052631578947367,0.15789473684210525,0.1111111111111111,0.1111111111111111,0.07017543859649122,0.25,0.25,0.22807017543859648,0.15384615384615385,0.15384615384615385,,0.6666666666666666,0.6666666666666666,0.25,0.32142857142857145,0.7777777777777778,0.10714285714285714,0.3333333333333333,0.2857142857142857,0.25,0.631578947368421,0.15384615384615385,0.49575789473684206,0.52725,0.48914107142857144,0.125,0.1702127659574468,,0.2413793103448276,0.5172413793103449,7.1625,24.58235294117647,0.4827586206896552,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.08333333333333333,1.0,0.5,0.5,0.3333333333333333,1.0,0.6666666666666666,1.0,0.4166666666666667,0.45454545454545453,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,False
101114-101154-101187-1905-203141,1610612751,"Deron Williams, Andray Blatche, Alan Anderson, Andrei Kirilenko, Mirza Teletovic","Williams, Blatche, Anderson, Kirilenko, Teletovic",101114-101154-101187-1905-203141,BKN,494.0,3,8.0,3.0,17.0,14,8.0,8.0,1.0,31,3.0,3.0,1.0,1.0,1.0,1.0,4.0,,2.0,,1.0,,1.0,1.0,5.0,,1.0,3.0,9.0,1.0,6.0,2.0,11.0,8.0,1.0,2.0,,2.0,1.0,3.0,,2.0,2.0,4.0,2.0,4.0,3.0,,2.0,5.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,9.0,3.0,12.0,,,,,2.0,1.0,2.0,1.0,,3.0,1.0,,4.0,,,4.0,,2.0,,1.0,,,9.0,4.0,8.0,1.0,,0.3333333333333333,0.5,1.0,0.16666666666666666,,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3,0.3333333333333333,0.2,0.34375,0.3333333333333333,0.3333333333333333,0.4,,,0.6666666666666666,1.0,0.2,0.8,0.5,0.8888888888888888,0.3333333333333333,,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,,90.36437246963564,16.058823529411764,15.785714285714286,15.352941176470589,15.714285714285714,0.2,1.0,1.0,0.3333333333333333,0.26666666666666666,0.13333333333333333,,,0.06666666666666667,,,0.3333333333333333,0.2,0.2,1.0,0.3333333333333333,1.0,,0.2,1.0,0.2,,0.2,,0.6,0.2,0.44393999999999995,0.578575,0.42773000000000005,0.0625,0.1,,0.18181818181818182,0.36363636363636365,9.600000000000001,27.150000000000002,0.47058823529411764,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,False
101114-101154-101187-1905-2733,1610612751,"Deron Williams, Andray Blatche, Alan Anderson, Andrei Kirilenko, Shaun Livingston","Williams, Blatche, Anderson, Kirilenko, Livingston",101114-101154-101187-1905-2733,BKN,7.0,1,,-2.0,1.0,1,1.0,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.42857142857144,3.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,False
101114-101154-101187-203141-2207,1610612751,"Deron Williams, Andray Blatche, Alan Anderson, Mirza Teletovic, Joe Johnson","Williams, Blatche, Anderson, Teletovic, Johnson",101114-101154-101187-203141-2207,BKN,1552.0,8,26.0,21.0,46.0,49,27.0,24.0,5.0,95,10.0,14.0,1.0,3.0,6.0,6.0,6.0,2.0,6.0,2.0,4.0,1.0,2.0,5.0,13.0,3.0,8.0,15.0,26.0,7.0,17.0,15.0,66.0,45.0,1.0,4.0,,2.0,9.0,13.0,4.0,10.0,11.0,41.0,16.0,14.0,21.0,,2.0,13.0,5.0,,8.0,7.0,15.0,5.0,6.0,37.0,3.0,2.0,8.0,11.0,19.0,5.0,24.0,1.0,4.0,2.0,2.0,2.0,,2.0,1.0,,3.0,2.0,6.0,14.0,1.0,,15.0,1.0,17.0,2.0,6.0,3.0,2.0,64.0,41.0,27.0,4.0,2.0,0.5333333333333333,0.5714285714285714,1.0,0.4117647058823529,0.4,0.4117647058823529,0.5769230769230769,0.25,0.6923076923076923,0.5930232558139535,0.2,0.6521739130434783,0.673469387755102,0.2,0.7321428571428571,0.3953488372093023,,,0.6666666666666666,0.7857142857142857,0.18181818181818182,1.0,0.3,0.8636363636363636,0.23809523809523808,0.5,,0.25,0.5,1.0,1.0,0.047619047619047616,88.14432989690721,15.326086956521738,17.285714285714285,14.565217391304348,16.877551020408163,0.32558139534883723,0.7142857142857143,0.7142857142857143,0.6,0.13953488372093023,0.13953488372093023,0.3333333333333333,0.3333333333333333,0.09302325581395349,0.5,0.5,0.3023255813953488,0.38461538461538464,0.38461538461538464,1.0,0.6,0.3333333333333333,,0.2608695652173913,1.0,0.08695652173913043,0.5,0.34782608695652173,0.375,0.7209302325581395,0.38461538461538464,0.4933488372093023,0.4644,0.47380869565217393,0.19148936170212766,0.2,0.17647058823529413,0.030303030303030304,0.6212121212121212,6.415384615384616,24.99411764705882,0.5869565217391305,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,0.5,0.7142857142857143,1.0,,0.5,0.5,1.0,0.2,,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,False
101114-101154-1718-1905-201977,1610612751,"Deron Williams, Andray Blatche, Paul Pierce, Andrei Kirilenko, Marcus Thornton","Williams, Blatche, Pierce, Kirilenko, Thornton",101114-101154-1718-1905-201977,BKN,110.0,2,2.0,2.0,4.0,4,4.0,3.0,1.0,8,,,,,,,,,,,,,,2.0,4.0,2.0,4.0,,,2.0,4.0,,6.0,4.0,,,,3.0,,,2.0,4.0,,6.0,,,6.0,,,4.0,2.0,,,2.0,2.0,2.0,,6.0,1.0,,,2.0,2.0,1.0,3.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,3.0,6.0,4.0,1.0,,,,1.0,0.5,0.5,0.5,,,,0.75,1.5,0.75,0.75,1.5,0.75,1.0,,,1.0,1.0,,,0.5,1.0,0.5,,,0.5,,,,0.5,104.72727272727273,11.25,16.25,9.75,16.25,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,1.0,0.5,1.0,0.5,0.5838,,0.5838,,,,0.5,1.0,,24.7,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,False
101114-101154-1718-1905-2207,1610612751,"Deron Williams, Andray Blatche, Paul Pierce, Andrei Kirilenko, Joe Johnson","Williams, Blatche, Pierce, Kirilenko, Johnson",101114-101154-1718-1905-2207,BKN,587.0,3,10.0,8.0,19.0,17,2.0,2.0,1.0,36,3.0,6.0,,1.0,,,3.0,1.0,3.0,,,,,2.0,5.0,,,6.0,12.0,2.0,5.0,3.0,21.0,13.0,,1.0,,,1.0,1.0,,,,2.0,6.0,6.0,6.0,,,5.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,12.0,,2.0,2.0,2.0,4.0,2.0,6.0,1.0,5.0,2.0,3.0,1.0,,,2.0,1.0,3.0,1.0,1.0,4.0,,1.0,5.0,,3.0,1.0,2.0,,,21.0,2.0,2.0,2.0,,0.5,0.5,1.0,0.4,,0.4,0.5,,1.0,0.5294117647058824,,1.0,0.5833333333333334,,1.0,0.29411764705882354,0.08333333333333333,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,,0.8,0.2222222222222222,0.3333333333333333,,,1.0,0.6666666666666666,,0.125,88.31345826235093,17.105263157894736,15.411764705882353,16.263157894736842,15.235294117647058,0.35294117647058826,0.5,0.6,1.0,0.17647058823529413,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,,0.29411764705882354,0.4,0.4,1.0,0.5,,,,,,,,,0.6470588235294118,0.4,0.48344705882352945,0.55675,0.4021,0.1111111111111111,0.15384615384615385,,,0.09523809523809523,7.2250000000000005,25.28,0.10526315789473684,2.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,0.5,,1.0,,1.0,0.6666666666666666,0.6666666666666666,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,False
101114-101154-1718-201977-2207,1610612751,"Deron Williams, Andray Blatche, Paul Pierce, Marcus Thornton, Joe Johnson","Williams, Blatche, Pierce, Thornton, Johnson",101114-101154-1718-201977-2207,BKN,106.0,1,2.0,-4.0,3.0,4,,4.0,,7,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,2.0,1.0,1.0,,5.0,9.0,,,,,,,,,,,2.0,,3.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,1.0,1.0,1.0,,1.0,0.5,,,0.8333333333333334,,,0.8333333333333334,,,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,95.09433962264151,16.333333333333332,14.25,16.333333333333332,14.25,0.3333333333333333,,,,,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,0.6666666666666666,1.0,0.4711166666666667,,,,,,,,11.7,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,False
101114-101154-1718-2207-2733,1610612751,"Deron Williams, Andray Blatche, Paul Pierce, Joe Johnson, Shaun Livingston","Williams, Blatche, Pierce, Johnson, Livingston",101114-101154-1718-2207-2733,BKN,589.0,3,10.0,-10.0,18.0,19,11.0,8.0,1.0,37,,,,,,,2.0,,4.0,1.0,3.0,,1.0,2.0,4.0,1.0,2.0,1.0,6.0,3.0,7.0,8.0,19.0,29.0,,,,,,3.0,1.0,3.0,8.0,11.0,,2.0,9.0,,,4.0,2.0,,,3.0,3.0,2.0,,9.0,1.0,,,3.0,6.0,1.0,7.0,,,,,1.0,,,,1.0,1.0,,2.0,6.0,,,6.0,,11.0,,2.0,1.0,3.0,19.0,11.0,11.0,2.0,3.0,,,1.0,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.16666666666666666,,,0.4230769230769231,,0.25,0.5277777777777778,,0.5,0.5384615384615384,,,1.0,0.5,,,0.25,0.5,0.1111111111111111,,,,0.5,,,,90.45840407470288,18.666666666666668,13.31578947368421,18.055555555555557,13.210526315789474,,,,,0.15384615384615385,0.3076923076923077,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.5,0.5,1.0,,,,,,0.16666666666666666,,0.3333333333333333,0.5,0.5384615384615384,0.5,0.45716923076923077,,0.44049999999999995,0.2,0.25,0.14285714285714285,,0.5789473684210527,14.716666666666667,24.12857142857143,0.6111111111111112,1.0,,,1.0,,3.0,,,,,1.0,,1.0,,,1.0,,,0.5,,0.6666666666666666,,0.5,0.5,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1610612751,2014,2013-14,False
