EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,Corner3Assists,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,ShortMidRangeAssists,SelfOReb,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,Fg2aBlocked,LongMidRangeAssists,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,LongMidRangePctAssisted,PtsUnassisted3s,PtsPutbacks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGA,SecondChanceFG3A,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,BlockedShortMidRange,3SecondViolations,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,SecondChanceCorner3Frequency,DefensiveGoaltends,StepOutOfBoundsTurnovers,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
133-136-1884-1924-2048,1610612740,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Jamaal Magloire","Wesley, Brown, Davis, Nailon, Magloire",133-136-1884-1924-2048,NOH,329.0,2,5.0,5.0,8.0,9.0,3.0,3.0,17.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,11.0,6.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,4.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,11.0,4.0,3.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,0.5,0.6428571428571429,0.5,0.6875,0.6666666666666666,0.14285714285714285,0.5,0.4444444444444444,0.3333333333333333,1.0,0.5,0.3333333333333333,0.5,0.5,0.5,0.4,1.0,74.40729483282675,15.125,23.11111111111111,15.125,19.555555555555557,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,1.0,0.5,0.5714285714285714,1.0,0.5061285714285714,0.5837,0.25,0.2857142857142857,0.36363636363636365,7.166666666666667,24.3,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2005,2004-05,True
133-136-1884-1924-2365,1610612740,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Chris Andersen","Wesley, Brown, Davis, Nailon, Andersen",133-136-1884-1924-2365,NOH,354.0,3,6.0,10.0,12.0,12.0,10.0,8.0,24.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,3.0,4.0,18.0,8.0,4.0,5.0,4.0,15.0,2.0,6.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,,2.0,4.0,6.0,1.0,7.0,2.0,,,,2.0,1.0,2.0,6.0,2.0,4.0,,,1.0,,1.0,16.0,15.0,10.0,0.25,0.25,1.0,0.6666666666666666,0.6666666666666666,0.8,0.8,0.875,0.7857142857142857,0.9,0.8333333333333334,0.375,1.0,0.6666666666666666,,1.0,0.75,0.5,,1.0,,0.6,1.0,97.62711864406779,13.083333333333334,16.416666666666668,12.833333333333334,14.75,0.25,1.0,1.0,0.5,0.125,1.0,1.0,0.25,0.125,1.0,1.0,1.0,0.2857142857142857,1.0,0.625,1.0,0.48778125,0.4755857142857143,,,0.8333333333333334,8.14,23.833333333333332,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0,0.2857142857142857,0.5,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2005,2004-05,True
133-136-1884-1924-2424,1610612740,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Dan Dickau","Wesley, Brown, Davis, Nailon, Dickau",133-136-1884-1924-2424,NOH,269.0,2,4.0,13.0,10.0,8.0,10.0,8.0,18.0,,,,,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,7.0,17.0,4.0,2.0,2.0,7.0,17.0,2.0,2.0,6.0,3.0,2.0,1.0,2.0,3.0,2.0,,8.0,,3.0,2.0,5.0,1.0,6.0,,,,,,,1.0,1.0,,9.0,1.0,1.0,1.0,,1.0,15.0,17.0,10.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.9444444444444444,0.9444444444444444,0.6,,0.4,,0.75,0.5555555555555556,1.0,,,1.0,0.5,0.5,96.35687732342008,16.2,13.375,14.8,12.125,,,,,0.2,1.0,1.0,0.2,0.6,0.6666666666666666,0.6666666666666666,1.0,,,0.6,0.6666666666666666,0.42257999999999996,0.42257999999999996,0.2,0.5,1.0,13.05,25.233333333333334,1.0,1.0,,,1.0,,,,,,,2.0,2.0,3.0,,1.0,1.0,1.0,,,4.0,1.0,,0.6666666666666666,,,1.0,1.0,,1.0,1.0,,,,,,,,,,0.11764705882352941,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2005,2004-05,True
133-136-1884-1924-2437,1610612740,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Lonny Baxter","Wesley, Brown, Davis, Nailon, Baxter",133-136-1884-1924-2437,NOH,80.0,1,1.0,-8.0,3.0,3.0,3.0,3.0,6.0,,1.0,,1.0,,,2.0,,1.0,,3.0,,1.0,,,8.0,,3.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,0.25,,,0.5,,,0.3333333333333333,0.5,,,,,108.0,17.333333333333332,9.333333333333334,17.0,9.333333333333334,0.25,,,,,,,0.5,0.25,,,,0.25,,0.5,,0.38475,0.38475,,,,12.799999999999999,25.1,1.0,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,0.25,,0.3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2005,2004-05,True
133-136-1884-1924-2451,1610612740,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Corsley Edwards","Wesley, Brown, Davis, Nailon, Edwards",133-136-1884-1924-2451,NOH,138.0,1,2.0,-1.0,3.0,4.0,2.0,1.0,7.0,,1.0,,1.0,,,1.0,,,1.0,2.0,,,3.0,5.0,6.0,1.0,2.0,3.0,5.0,2.0,,,,,1.0,,1.0,,,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,,,1.0,1.0,,,1.0,1.0,4.0,,2.0,,,,4.0,5.0,2.0,1.0,1.0,,,,0.5,0.5,0.5,0.5,0.625,0.625,,1.0,1.0,1.0,,0.6666666666666666,1.0,,,,1.0,,73.04347826086958,21.333333333333332,18.5,20.666666666666668,18.5,0.5,,,,,,,0.5,,,,,0.5,,0.5,,0.48895,0.48895,0.5,0.5,1.0,12.35,,0.6666666666666666,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,0.5,,,1.0,1.0,,,,,,,,,,0.2,,,1.0,,,,,,,,,,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2005,2004-05,True
133-136-1884-1924-2782,1610612740,"David Wesley, P.J. Brown, Baron Davis, Lee Nailon, Matt Freije","Wesley, Brown, Davis, Nailon, Freije",133-136-1884-1924-2782,NOH,331.0,2,6.0,9.0,12.0,12.0,4.0,9.0,24.0,2.0,4.0,1.0,3.0,,,,1.0,2.0,2.0,4.0,1.0,2.0,6.0,13.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,,2.0,1.0,1.0,,1.0,,1.0,2.0,1.0,2.0,7.0,9.0,1.0,10.0,2.0,2.0,2.0,,4.0,1.0,,1.0,,6.0,,3.0,1.0,,1.0,9.0,4.0,4.0,0.5,1.0,,0.5,0.5,0.5,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.7222222222222222,0.5,0.3333333333333333,0.5,0.875,0.5,0.6666666666666666,0.8181818181818182,0.3333333333333333,,1.0,1.0,0.75,0.5,104.41087613293051,8.083333333333334,19.5,7.416666666666667,15.333333333333334,0.6666666666666666,0.5,0.6666666666666666,0.5,,,,,0.3333333333333333,0.5,0.5,,1.0,0.3333333333333333,1.0,0.5,0.5453,0.5216333333333333,0.3333333333333333,0.42857142857142855,0.3076923076923077,1.6,25.3,0.3333333333333333,2.0,2.0,2.0,,,,,,2.0,2.0,4.0,,,,,,,,2.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,0.5,,,0.3076923076923077,,,,,,,1.0,,,,,0.57915,1.0,,0.25,0.25,0.5,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2005,2004-05,True
133-136-1884-2048-248,1610612740,"David Wesley, P.J. Brown, Baron Davis, Jamaal Magloire, George Lynch","Wesley, Brown, Davis, Magloire, Lynch",133-136-1884-2048-248,NOH,5425.0,5,90.0,-4.0,163.0,161.0,30.0,20.0,324.0,20.0,35.0,7.0,9.0,16.0,30.0,55.0,7.0,16.0,60.0,120.0,10.0,26.0,25.0,175.0,179.0,12.0,19.0,7.0,37.0,74.0,46.0,27.0,16.0,7.0,37.0,9.0,46.0,6.0,12.0,101.0,18.0,12.0,41.0,56.0,23.0,79.0,12.0,1.0,15.0,6.0,27.0,4.0,17.0,48.0,7.0,29.0,2.0,13.0,12.0,,12.0,154.0,37.0,30.0,0.6166666666666667,0.6491228070175439,0.9,0.38461538461538464,0.38461538461538464,0.5,0.631578947368421,0.5136986301369864,0.6521739130434783,0.5471698113207547,0.6851851851851852,0.1780821917808219,0.4444444444444444,0.6721311475409836,0.3050847457627119,0.75,0.6883116883116883,0.29333333333333333,0.26666666666666666,0.6956521739130435,0.6363636363636364,0.6666666666666666,0.7272727272727273,86.00184331797234,16.257668711656443,17.236024844720497,15.576687116564417,15.714285714285714,0.23972602739726026,0.5714285714285714,0.6451612903225806,0.6,0.2054794520547945,0.5333333333333333,0.5714285714285714,0.3767123287671233,0.1095890410958904,0.4375,0.4375,0.8571428571428571,0.391304347826087,0.7777777777777778,0.4178082191780822,0.4375,0.4764630136986301,0.5019934782608696,0.08280254777070063,0.09923664122137404,0.21142857142857144,10.708333333333334,24.173076923076923,0.18404907975460122,21.0,6.0,11.0,24.0,3.0,10.0,1.0,2.0,8.0,16.0,21.0,2.0,4.0,3.0,4.0,6.0,3.0,3.0,6.0,2.0,10.0,3.0,0.5,0.5,0.47058823529411764,0.525,0.25,0.42857142857142855,0.43636363636363634,0.4444444444444444,0.0684931506849315,0.3,0.3,1.0,0.6470588235294118,0.5454545454545454,0.3333333333333333,0.08695652173913043,0.5,0.12,1.0,2.0,5.0,9.0,3.0,0.1111111111111111,0.8,0.04411764705882353,0.5625,0.08695652173913043,0.5,0.5200230769230769,7.0,16.0,0.058333333333333334,0.11428571428571428,0.4666666666666667,0.6666666666666666,3.0,6.0,7.0,0.5833333333333334,1.0,1.0,1.0,3.0,3.0,1.0,2.0,8.0,1.0,2.0,1.0,0.06666666666666667,0.01818181818181818,1.0,0.5,0.21428571428571427,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2005,2004-05,True
133-136-1884-2048-2561,1610612740,"David Wesley, P.J. Brown, Baron Davis, Jamaal Magloire, David West","Wesley, Brown, Davis, Magloire, West",133-136-1884-2048-2561,NOH,42.0,1,1.0,4.0,2.0,2.0,,,4.0,1.0,1.0,,,,,,,,1.0,1.0,,,2.0,4.0,,,,,,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,4.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,137.14285714285714,6.5,14.5,6.5,14.5,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,0.8254,,0.5,0.5,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2005,2004-05,True
133-136-1884-2048-353,1610612740,"David Wesley, P.J. Brown, Baron Davis, Jamaal Magloire, Darrell Armstrong","Wesley, Brown, Davis, Magloire, Armstrong",133-136-1884-2048-353,NOH,202.0,1,3.0,-2.0,5.0,5.0,,5.0,10.0,2.0,2.0,,,,,1.0,,,2.0,3.0,,1.0,2.0,6.0,8.0,,,,,2.0,2.0,,,,1.0,,1.0,,1.0,2.0,,2.0,,2.0,1.0,3.0,,,1.0,,1.0,,1.0,1.0,,2.0,,1.0,,,,4.0,,,0.5,1.0,,,,0.6666666666666666,,0.5,,0.6,,0.25,,,,1.0,1.0,0.5,,,,,1.0,71.2871287128713,21.4,19.0,21.2,19.0,0.5,1.0,1.0,0.5,,,,0.25,,,,,,,0.75,,0.54955,,0.2,0.25,,5.866666666666667,22.8,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,0.25,,,,1.0,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2005,2004-05,True
133-136-1884-2048-915,1610612740,"David Wesley, P.J. Brown, Baron Davis, Jamaal Magloire, Rodney Rogers","Wesley, Brown, Davis, Magloire, Rogers",133-136-1884-2048-915,NOH,745.0,4,12.0,-2.0,25.0,26.0,6.0,15.0,51.0,4.0,5.0,3.0,3.0,3.0,5.0,6.0,1.0,2.0,9.0,16.0,2.0,3.0,6.0,30.0,32.0,4.0,5.0,3.0,11.0,6.0,12.0,6.0,2.0,1.0,3.0,2.0,5.0,1.0,2.0,12.0,1.0,2.0,5.0,7.0,2.0,9.0,1.0,1.0,3.0,,4.0,,2.0,9.0,1.0,9.0,1.0,4.0,,,,29.0,11.0,6.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.5625,0.8,0.631578947368421,0.8,0.6521739130434783,0.7857142857142857,0.15789473684210525,0.25,1.0,0.14285714285714285,1.0,1.0,0.14285714285714285,,1.0,,1.0,1.0,98.5771812080537,14.24,14.961538461538462,13.44,14.846153846153847,0.2631578947368421,0.8,0.8,0.5,0.2631578947368421,0.6,0.6,0.3157894736842105,0.10526315789473684,0.5,0.5,1.0,0.6,1.0,0.42105263157894735,0.5,0.4630868421052632,0.52642,0.18181818181818182,0.21052631578947367,0.36666666666666664,10.7625,24.833333333333332,0.24,3.0,,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,,2.0,,,,0.25,,,0.3333333333333333,0.3333333333333333,0.05263157894736842,1.0,1.0,1.0,1.0,,,,,0.03333333333333333,,,1.0,,,,1.0,,,,,0.5167,,1.0,,,,0.5,,,,,,,1.0,,,,1.0,2.0,,,,,,,0.5,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612740,2005,2004-05,True
