EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG3M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,LiveBallTurnovers,BadPassTurnovers,BlockedAtRim,Defensive 3 Seconds Violations,LiveBallTurnoverPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShortMidRangeFGA,Fg2aBlocked,AtRimAssists,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFtPoints,OffThreePtRebounds,LostBallSteals,SecondChanceTurnovers,Offensive Fouls,NonShootingFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeFGM,PenaltyArc3FGM,PtsPutbacks,FTDefRebounds,Loose Ball Fouls,2pt And 1 Free Throw Trips,DefFTReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3Accuracy,ShortMidRangeAssists,ShortMidRangePctAssisted,LostBallTurnovers,AtRimPctBlocked,OffAtRimReboundPct,SelfOReb,SelfORebPct,LostBallOutOfBoundsTurnovers,Travels,BlockedShortMidRange,LongMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Technical Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
1531-185-2422-243-2584,1610612755,"Marc Jackson, Chris Webber, John Salmons, Aaron McKie, Willie Green","Jackson, Webber, Salmons, McKie, Green",1531-185-2422-243-2584,PHI,38.0,1,1.0,-2.0,2,1.0,2.0,1.0,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,113.6842105263158,9.5,19.0,9.5,19.0,0.5,0.5,0.5,0.5,0.373375,0.373375,15.7,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,True
1531-185-243-2594-947,1610612755,"Marc Jackson, Chris Webber, Aaron McKie, Kyle Korver, Allen Iverson","Jackson, Webber, McKie, Korver, Iverson",1531-185-243-2594-947,PHI,141.0,1,2.0,8.0,5,7.0,4.0,4.0,12,3.0,,,4.0,1.0,2.0,2.0,1.0,,1.0,2.0,4.0,0.2,122.5531914893617,11.6,11.857142857142858,11.0,11.857142857142858,0.6,,,0.4,0.48082,0.4667666666666667,11.875,23.3,0.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,1.0,7.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,4.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,7.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.9,1.0,1.1666666666666667,0.8333333333333334,1.0,1.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.6063,0.16666666666666666,0.2,0.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,True
1531-185-243-2738-947,1610612755,"Marc Jackson, Chris Webber, Aaron McKie, Andre Iguodala, Allen Iverson","Jackson, Webber, McKie, Iguodala, Iverson",1531-185-243-2738-947,PHI,203.0,1,3.0,2.0,7,7.0,,,14,4.0,1.0,,4.0,1.0,5.0,,,1.0,1.0,1.0,,0.2,99.3103448275862,11.714285714285714,17.285714285714285,11.714285714285714,16.857142857142858,0.8,0.2,,0.2,0.41757,,16.05,25.7,,,,,,,2.0,,,,,2.0,1.0,,7.0,,,,,,,4.0,,3.0,2.0,1.0,3.0,,2.0,7.0,,,4.0,4.0,,4.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,1.0,7.0,,1.0,1.0,1.0,1.0,,1.0,0.5,,,0.7,,,0.7,,,0.8,,,0.8,,,1.0,0.6666666666666666,,1.0,,,,0.5,0.5,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,True
1531-185-2584-2738-947,1610612755,"Marc Jackson, Chris Webber, Willie Green, Andre Iguodala, Allen Iverson","Jackson, Webber, Green, Iguodala, Iverson",1531-185-2584-2738-947,PHI,184.0,2,3.0,-1.0,4,5.0,,3.0,9,,1.0,,3.0,2.0,6.0,,,1.0,1.0,1.0,,0.4,70.43478260869564,27.25,15.0,24.0,15.0,,0.2,,0.6,0.46997999999999995,,7.6000000000000005,24.95,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,5.0,,1.0,,,,,2.0,,3.0,1.0,1.0,2.0,1.0,,5.0,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,5.0,,1.0,1.0,1.0,0.5,,0.5,0.3333333333333333,,,0.5,,,0.5,,,1.0,0.5,,1.0,0.3333333333333333,,,1.0,,,0.2,1.0,1.0,,,,0.2,1.0,1.0,1.0,,,,,0.3636,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,True
1531-185-2594-2738-947,1610612755,"Marc Jackson, Chris Webber, Kyle Korver, Andre Iguodala, Allen Iverson","Jackson, Webber, Korver, Iguodala, Iverson",1531-185-2594-2738-947,PHI,297.0,2,5.0,4.0,9,10.0,7.0,,19,,1.0,1.0,6.0,1.0,5.0,4.0,1.0,1.0,2.0,4.0,7.0,0.14285714285714285,92.12121212121212,17.0,14.4,15.777777777777779,14.0,,0.14285714285714285,0.2,0.7142857142857143,0.4955357142857143,0.47920999999999997,2.4,25.7,0.7777777777777778,2.0,3.0,4.0,,,,,,,,3.0,,3.0,9.0,,,1.0,1.0,,5.0,2.0,4.0,,1.0,,1.0,,,2.0,1.0,1.0,3.0,4.0,2.0,6.0,2.0,1.0,,2.0,2.0,2.0,4.0,,,,,,,,8.0,5.0,0.3333333333333333,0.3333333333333333,,,,,0.5,,0.25,0.42857142857142855,,0.2,0.5,0.5,0.35714285714285715,1.0,0.3333333333333333,0.5,0.8,0.5,,1.0,1.0,0.5,,0.5714285714285714,0.75,0.75,,,,,,,,,,,,,,,0.1111111111111111,0.5555555555555556,,,,,,,,,,,,,2.0,,1.0,,,0.5,0.3333333333333333,0.2857142857142857,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,True
1531-2223-243-2594-947,1610612755,"Marc Jackson, Samuel Dalembert, Aaron McKie, Kyle Korver, Allen Iverson","Jackson, Dalembert, McKie, Korver, Iverson",1531-2223-243-2594-947,PHI,451.0,2,8.0,12.0,15,15.0,4.0,4.0,30,7.0,3.0,2.0,11.0,4.0,8.0,1.0,3.0,3.0,,1.0,4.0,0.26666666666666666,95.78713968957871,15.933333333333334,14.133333333333333,15.8,13.133333333333333,0.4666666666666667,0.2,0.5,0.4,0.41208333333333336,0.44295,12.781818181818181,26.125,0.26666666666666666,2.0,2.0,2.0,2.0,2.0,4.0,,1.0,,1.0,7.0,1.0,3.0,20.0,2.0,2.0,4.0,1.0,1.0,7.0,6.0,8.0,3.0,3.0,1.0,4.0,,3.0,9.0,1.0,1.0,6.0,9.0,2.0,11.0,,,1.0,1.0,1.0,,3.0,1.0,4.0,,,2.0,4.0,1.0,16.0,7.0,0.42857142857142855,0.6,1.0,0.25,0.3333333333333333,0.25,0.6363636363636364,1.0,1.0,0.5666666666666667,1.0,0.625,0.625,1.0,0.7,0.6,0.25,0.5,0.5833333333333334,0.3333333333333333,,0.4,0.75,,0.25,0.13333333333333333,1.0,1.0,0.5714285714285714,0.5714285714285714,0.75,0.06666666666666667,,,,1.0,1.0,0.25,,0.5593,0.06666666666666667,0.09090909090909091,0.2,0.35,1.0,1.0,1.0,,,2.0,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2.0,,,,,1.0,,0.13333333333333333,1.0,1.0,,2.0,1.0,,,,1.0,0.5,,0.25,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,True
1531-2223-243-2738-947,1610612755,"Marc Jackson, Samuel Dalembert, Aaron McKie, Andre Iguodala, Allen Iverson","Jackson, Dalembert, McKie, Iguodala, Iverson",1531-2223-243-2738-947,PHI,400.0,2,7.0,1.0,14,11.0,3.0,,25,5.0,,,8.0,1.0,9.0,1.0,1.0,,1.0,4.0,3.0,0.1111111111111111,90.0,17.5,14.090909090909092,17.5,14.090909090909092,0.5555555555555556,,,0.2222222222222222,0.4059111111111111,0.4442,13.95,24.2,0.21428571428571427,,1.0,1.0,,,1.0,,1.0,,1.0,4.0,,2.0,10.0,,,,,,,4.0,4.0,,2.0,,2.0,,1.0,4.0,,,6.0,6.0,,6.0,1.0,1.0,,1.0,4.0,1.0,3.0,1.0,,,,,,,10.0,,0.5,0.5,,,,,0.5,,,0.4444444444444444,,,0.5,,,1.0,,,1.0,,,1.0,1.0,,,0.1111111111111111,1.0,1.0,0.2,0.2,1.0,0.1111111111111111,,,,,,0.5,,,0.1,0.1111111111111111,,,,,,3.0,3.0,,,0.75,,,,,2.0,,,,,,,0.2222222222222222,,,,,,,,1.0,,,,,,2.0,,,,,,,,1.0,,1.0,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,True
1531-2223-2584-2594-2738,1610612755,"Marc Jackson, Samuel Dalembert, Willie Green, Kyle Korver, Andre Iguodala","Jackson, Dalembert, Green, Korver, Iguodala",1531-2223-2584-2594-2738,PHI,158.0,1,3.0,-3.0,5,6.0,5.0,6.0,11,1.0,,,3.0,1.0,10.0,3.0,1.0,,3.0,3.0,5.0,0.25,100.25316455696202,14.4,14.333333333333334,14.4,14.333333333333334,0.25,,,0.75,0.573425,0.573425,5.5,22.7,1.0,,2.0,2.0,,,1.0,,1.0,,1.0,3.0,,1.0,7.0,,,,3.0,,7.0,4.0,2.0,,2.0,,2.0,,,4.0,,1.0,1.0,2.0,,2.0,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,7.0,7.0,0.6666666666666666,0.6666666666666666,,,,,1.0,,1.0,0.75,,0.75,0.7,,0.7,1.0,,1.0,1.0,,,1.0,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,0.25,,,,,,0.25,,,0.2,0.25,,1.0,,,,,,1.0,,,,,,,,,2.0,,,,1.0,,2.0,2.0,,1.0,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,True
1531-2223-2594-915-947,1610612755,"Marc Jackson, Samuel Dalembert, Kyle Korver, Rodney Rogers, Allen Iverson","Jackson, Dalembert, Korver, Rogers, Iverson",1531-2223-2594-915-947,PHI,171.0,1,3.0,1.0,4,6.0,,1.0,10,1.0,,,3.0,,3.0,,,,,1.0,,,84.21052631578947,18.75,16.0,18.75,16.0,0.3333333333333333,,,0.3333333333333333,0.4484666666666666,,9.866666666666667,,,,1.0,1.0,,,1.0,,,,,2.0,,,4.0,,,,,,,2.0,2.0,,1.0,,1.0,,1.0,2.0,,1.0,3.0,4.0,,4.0,,,,,,,2.0,1.0,2.0,,,,2.0,2.0,4.0,,0.5,0.5,,,,,0.6666666666666666,,,0.6666666666666666,,,0.5,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.25,0.25,,,,,,,,2.0,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,True
1531-2223-2738-915-947,1610612755,"Marc Jackson, Samuel Dalembert, Andre Iguodala, Rodney Rogers, Allen Iverson","Jackson, Dalembert, Iguodala, Rogers, Iverson",1531-2223-2738-915-947,PHI,193.0,1,3.0,-1.0,6,5.0,,,11,2.0,,,3.0,1.0,9.0,,,,,,,0.25,82.07253886010362,17.666666666666668,17.4,17.666666666666668,15.6,0.5,,,0.5,0.4586875,,11.866666666666667,23.3,,,1.0,1.0,,,1.0,,1.0,,,2.0,,4.0,8.0,,,,,,,2.0,2.0,,1.0,,1.0,,,2.0,,1.0,,1.0,,1.0,,,,,,,4.0,2.0,3.0,,,,3.0,,8.0,,0.5,0.5,,,,,0.6666666666666666,,,0.5,,,0.6666666666666666,,,,,1.0,0.2,,,,,1.0,,0.25,1.0,1.0,0.5,0.5,,0.25,,,,,,,,,0.3333333333333333,0.4,,,,,,,,3.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,True
