EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceFG2A,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceShotQualityAvg,FTDefRebounds,Offensive Fouls,DefFTReboundPct,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,LongMidRangeAssists,ShootingFouls,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Technical Free Throw Trips,PenaltyTurnovers,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,DefensiveGoaltends,SecondChanceTsPct,OffCorner3ReboundPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,LostBallSteals,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3FGM,Loose Ball Fouls,NonShootingFoulsDrawn,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,Fg3aBlocked,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Corner3PctBlocked,Travels,3SecondViolations,LongMidRangePctBlocked,HeaveAttempts,SelfOReb,SelfORebPct,PtsUnassisted3s,BlockedShortMidRange,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,FTOffRebounds,Clear Path Fouls,BlockedLongMidRange,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedArc3,OffensiveGoaltends,Arc3PctBlocked,team_id,year,season,team_vs
1531-1563-1730-2594-2738,1610612755,"Marc Jackson, Kevin Ollie, Brian Skinner, Kyle Korver, Andre Iguodala","Jackson, Ollie, Skinner, Korver, Iguodala",1531-1563-1730-2594-2738,PHI,188.0,1,3.0,6.0,6.0,6.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,6.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.2,0.5,1.0,91.91489361702128,12.5,18.833333333333332,12.5,18.833333333333332,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.75,1.0,0.529075,0.2,0.3333333333333333,2.2,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,False
1531-1563-185-243-2594,1610612755,"Marc Jackson, Kevin Ollie, Chris Webber, Aaron McKie, Kyle Korver","Jackson, Ollie, Webber, McKie, Korver",1531-1563-185-243-2594,PHI,278.0,1,5.0,1.0,8.0,9.0,17.0,1.0,2.0,,1.0,,1.0,1.0,5.0,1.0,2.0,,5.0,4.0,2.0,3.0,1.0,,1.0,1.0,2.0,,1.0,,5.0,,,2.0,1.0,3.0,,,,5.0,1.0,1.0,1.0,0.5,0.5,0.2,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.6666666666666666,88.05755395683452,17.75,15.11111111111111,14.875,15.11111111111111,0.2857142857142857,0.5,1.0,1.0,0.14285714285714285,,,,0.14285714285714285,,,,0.5714285714285714,,0.48851428571428573,,,9.66,25.65,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,2.0,9.0,1.0,1.0,1.0,1.0,0.2,0.5,1.0,0.25,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,0.3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,False
1531-1563-185-2594-2738,1610612755,"Marc Jackson, Kevin Ollie, Chris Webber, Kyle Korver, Andre Iguodala","Jackson, Ollie, Webber, Korver, Iguodala",1531-1563-185-2594-2738,PHI,14.0,1,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,205.71428571428572,13.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,False
1531-1563-1903-2422-2594,1610612755,"Marc Jackson, Kevin Ollie, Kenny Thomas, John Salmons, Kyle Korver","Jackson, Ollie, Thomas, Salmons, Korver",1531-1563-1903-2422-2594,PHI,235.0,3,4.0,2.0,6.0,7.0,13.0,1.0,1.0,1.0,3.0,,,3.0,6.0,,,3.0,9.0,7.0,4.0,,,,2.0,,2.0,,,1.0,4.0,,,,,,3.0,3.0,2.0,9.0,0.6666666666666666,0.6666666666666666,,,,0.5,0.5,0.6428571428571429,,,79.65957446808511,17.333333333333332,18.714285714285715,16.333333333333332,18.142857142857142,0.16666666666666666,1.0,1.0,,0.5,0.3333333333333333,0.5,1.0,,,,,0.16666666666666666,,0.42373333333333335,0.2857142857142857,0.2857142857142857,9.433333333333334,,1.0,2.0,,,1.0,1.0,,,1.0,,2.0,3.0,1.0,4.0,,,,,0.16666666666666666,,0.6666666666666666,0.3333333333333333,,,0.5,0.3333333333333333,,,,,0.6666666666666666,,,0.3333333333333333,,,,,0.4255,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,0.4081,0.2222222222222222,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,False
1531-1563-1903-2422-2738,1610612755,"Marc Jackson, Kevin Ollie, Kenny Thomas, John Salmons, Andre Iguodala","Jackson, Ollie, Thomas, Salmons, Iguodala",1531-1563-1903-2422-2738,PHI,13.0,1,,,1.0,1.0,2.0,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,,,,,,,,0.5,,,221.53846153846152,10.0,3.0,10.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,False
1531-1563-1903-2422-947,1610612755,"Marc Jackson, Kevin Ollie, Kenny Thomas, John Salmons, Allen Iverson","Jackson, Ollie, Thomas, Salmons, Iverson",1531-1563-1903-2422-947,PHI,19.0,1,,-2.0,1.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,151.57894736842107,2.0,17.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,False
1531-1563-1903-243-2594,1610612755,"Marc Jackson, Kevin Ollie, Kenny Thomas, Aaron McKie, Kyle Korver","Jackson, Ollie, Thomas, McKie, Korver",1531-1563-1903-243-2594,PHI,178.0,2,3.0,-3.0,4.0,5.0,9.0,,,,,1.0,2.0,,2.0,1.0,2.0,,3.0,6.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,,3.0,,,1.0,,2.0,1.0,,,3.0,,,1.0,0.5,0.5,,0.375,0.375,0.5,0.5,72.80898876404494,24.75,15.8,20.0,15.8,,,,,,,,,0.5,0.5,0.5,1.0,0.5,0.5,0.4852125,,,17.55,24.95,1.0,2.0,,,,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,1.0,1.0,,,1.0,0.5,,,,,1.0,,,0.5,,,,,0.6462,,,,2.0,1.0,,,2.0,,,,1.0,,,2.0,,,,,,,,,,0.456,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,False
1531-1563-1903-2594-2738,1610612755,"Marc Jackson, Kevin Ollie, Kenny Thomas, Kyle Korver, Andre Iguodala","Jackson, Ollie, Thomas, Korver, Iguodala",1531-1563-1903-2594-2738,PHI,173.0,1,3.0,,5.0,6.0,11.0,1.0,2.0,,,,,1.0,2.0,1.0,1.0,,5.0,5.0,,3.0,,,,1.0,1.0,,,,3.0,,,1.0,,1.0,3.0,2.0,1.0,5.0,,,1.0,1.0,1.0,0.5,0.8333333333333334,0.625,0.3333333333333333,1.0,91.5606936416185,15.4,16.0,15.4,16.0,0.6666666666666666,0.5,0.5,,,,,,,,,,1.0,,0.5608666666666667,0.25,0.3333333333333333,,23.2,,,1.0,1.0,,,1.0,,,1.0,,2.0,,2.0,,1.0,,,,,,,1.0,,1.0,,,,,,,1.0,,,0.3333333333333333,1.0,1.0,1.0,,1.0,,1.0,5.0,5.0,,1.0,2.0,5.0,2.0,,1.0,,5.0,5.0,1.0,0.5,0.8333333333333334,0.625,,,,,,0.5608666666666667,1.0,1.0,,1.0,,,,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,False
1531-1563-2223-2594-2738,1610612755,"Marc Jackson, Kevin Ollie, Samuel Dalembert, Kyle Korver, Andre Iguodala","Jackson, Ollie, Dalembert, Korver, Iguodala",1531-1563-2223-2594-2738,PHI,215.0,2,4.0,-7.0,6.0,7.0,13.0,1.0,1.0,,2.0,,1.0,1.0,3.0,,1.0,,2.0,9.0,2.0,,1.0,,1.0,,1.0,,1.0,,2.0,,,1.0,,2.0,1.0,,,2.0,1.0,1.0,,,,0.3333333333333333,0.25,0.25,0.25,0.5,87.06976744186046,14.0,18.714285714285715,14.0,18.714285714285715,0.25,1.0,1.0,1.0,0.5,,,,0.25,,,,0.5,,0.4673625,,,6.7,27.8,,,,,,,,,,,3.0,3.0,,3.0,,1.0,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,False
1531-1563-2223-2738-947,1610612755,"Marc Jackson, Kevin Ollie, Samuel Dalembert, Andre Iguodala, Allen Iverson","Jackson, Ollie, Dalembert, Iguodala, Iverson",1531-1563-2223-2738-947,PHI,165.0,1,3.0,1.0,5.0,5.0,10.0,,,1.0,1.0,,,1.0,2.0,,1.0,5.0,7.0,6.0,,,,,,,,,,,,,,,,,,6.0,3.0,5.0,,,,,,0.5,0.3333333333333333,0.5833333333333334,0.3333333333333333,,87.27272727272727,15.6,17.4,15.4,17.4,,,,,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,0.44828333333333337,0.5,0.6,13.55,24.6,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,0.5,,1.0,1.0,0.6666666666666666,0.5,,,,,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,2.0,,,,1.0,2.0,2.0,,,,2.0,2.0,,,,0.3333333333333333,,,,,,0.473475,0.2857142857142857,0.4,,,,,,1.0,,,,,,,1.0,,,,,0.5,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2005,2004-05,False
