EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,PenaltyShotQualityAvg,PenaltyOffPossPct,SecondChanceOffPoss,Arc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,PtsPutbacks,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,SecondChancePointsPct,PenaltyPointsPct,AtRimFGM,AtRimFGA,Arc3FGM,PtsAssisted2s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Arc3Assists,AtRimAssists,DefThreePtRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,Travels,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,BlocksRecoveredPct,PenaltyAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeAssists,OffTwoPtRebounds,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,OffTwoPtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChanceTurnovers,OffShortMidRangeReboundPct,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,PenaltyAtRimFGM,PenaltyArc3FGM,PenaltyFG3M,ShortMidRangeAssists,PenaltyFg3Pct,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SelfOReb,OffAtRimReboundPct,SelfORebPct,LostBallTurnovers,ShortMidRangePctBlocked,3SecondViolations,BlockedShortMidRange,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,Clear Path Fouls,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,PtsUnassisted3s,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,HeaveMakes,SecondChanceCorner3FGM,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceArc3PctAssisted,OffensiveGoaltends,DefensiveGoaltends,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
1000-120-1720-2039-2548,1610612748,"Shandon Anderson, Steven Smith, Michael Doleac, Keyon Dooling, Dwyane Wade","Anderson, Smith, Doleac, Dooling, Wade",1000-120-1720-2039-2548,MIA,273.0,2,5.0,-3.0,8.0,9.0,17.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,8.0,11.0,2.0,6.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,0.6666666666666666,0.6666666666666666,0.25,0.5714285714285714,0.5714285714285714,0.42857142857142855,1.0,1.0,0.5,1.0,89.67032967032968,21.25,11.444444444444445,21.25,10.222222222222221,0.2857142857142857,0.5,0.5,0.2857142857142857,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,0.44404285714285713,15.75,23.933333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,False
1000-120-1720-2039-2617,1610612748,"Shandon Anderson, Steven Smith, Michael Doleac, Keyon Dooling, Udonis Haslem","Anderson, Smith, Doleac, Dooling, Haslem",1000-120-1720-2039-2617,MIA,45.0,1,1.0,-3.0,2.0,2.0,4.0,,,1.0,,,,1.0,,,,3.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,128.0,20.5,2.0,20.5,2.0,,,,1.0,,,,,,0.3125,17.6,,2.0,2.0,1.0,2.0,0.3125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,False
1000-120-1800-224-297,1610612748,"Shandon Anderson, Steven Smith, Damon Jones, Eddie Jones, Alonzo Mourning","Anderson, Smith, Jones, Jones, Mourning",1000-120-1800-224-297,MIA,14.0,1,,1.0,2.0,,2.0,1.0,1.0,,,,1.0,1.0,,2.0,2.0,1.0,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,205.71428571428572,7.0,,6.5,,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,0.38545,8.6,24.2,2.0,,1.0,2.0,0.38545,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,False
1000-120-2039-224-406,1610612748,"Shandon Anderson, Steven Smith, Keyon Dooling, Eddie Jones, Shaquille O'Neal","Anderson, Smith, Dooling, Jones, O'Neal",1000-120-2039-224-406,MIA,325.0,2,5.0,-1.0,11.0,10.0,21.0,,2.0,1.0,,,3.0,8.0,1.0,1.0,9.0,10.0,,3.0,1.0,4.0,,9.0,3.0,1.0,5.0,5.0,1.0,,2.0,2.0,3.0,4.0,,,9.0,1.0,1.0,1.0,0.375,0.5,0.5,0.1111111111111111,1.0,1.0,1.0,,93.04615384615384,15.818181818181818,15.1,15.818181818181818,15.1,0.2222222222222222,,,0.1111111111111111,,,,,0.6666666666666666,0.5296277777777778,4.5625,24.7,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,0.1111111111111111,,,,3.0,5.0,1.0,6.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.2,1.0,1.0,1.0,1.0,0.5555555555555556,0.6,0.75,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,False
1000-120-2039-2446-297,1610612748,"Shandon Anderson, Steven Smith, Keyon Dooling, Rasual Butler, Alonzo Mourning","Anderson, Smith, Dooling, Butler, Mourning",1000-120-2039-2446-297,MIA,393.0,2,7.0,-4.0,12.0,13.0,25.0,,,2.0,,,1.0,5.0,,3.0,5.0,9.0,2.0,,,,,,4.0,,5.0,5.0,1.0,,,1.0,1.0,2.0,,,5.0,,,,0.2,0.125,0.25,0.375,,0.6666666666666666,0.7142857142857143,0.3333333333333333,91.6030534351145,17.5,14.076923076923077,17.5,13.923076923076923,,,,0.25,,,,,0.75,0.54251875,7.3,24.2,8.0,3.0,3.0,8.0,0.4334875,0.6666666666666666,,3.0,1.0,,,,,1.0,3.0,,3.0,,,3.0,1.0,,,,,,0.25,,,,0.375,0.25,,0.6,1.0,3.0,,,,1.0,,,,1.0,1.0,,,,,0.2,0.3333333333333333,1.0,,1.0,1.0,0.375,0.3333333333333333,0.5,,,,,,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.25,0.1111111111111111,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,False
1000-120-2039-2446-363,1610612748,"Shandon Anderson, Steven Smith, Keyon Dooling, Rasual Butler, Christian Laettner","Anderson, Smith, Dooling, Butler, Laettner",1000-120-2039-2446-363,MIA,752.0,1,13.0,3.0,24.0,23.0,47.0,2.0,5.0,13.0,,1.0,10.0,21.0,1.0,2.0,23.0,20.0,10.0,3.0,1.0,6.0,,13.0,7.0,1.0,10.0,12.0,,,2.0,2.0,3.0,6.0,,1.0,21.0,1.0,0.5,0.5,0.47619047619047616,0.5,0.5,0.08695652173913043,1.0,1.0,1.0,1.0,90.0,16.291666666666668,15.695652173913043,16.083333333333332,15.695652173913043,0.21739130434782608,0.4,0.4,0.5652173913043478,0.043478260869565216,,,,0.21739130434782608,0.43529130434782604,13.442857142857143,24.1,3.0,3.0,2.0,3.0,0.43735,0.125,2.0,1.0,,1.0,2.0,2.0,,,,,1.0,1.0,2.0,,,0.5,,0.5,,0.5,,1.0,0.16666666666666666,,0.043478260869565216,,0.08695652173913043,,2.0,3.0,1.0,10.0,1.0,,5.0,1.0,1.0,2.0,,,,0.5,0.5,,,1.0,1.0,1.0,1.0,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.5,0.043478260869565216,0.047619047619047616,1.0,2.0,6.0,4.0,1.0,1.0,1.0,0.09090909090909091,0.14285714285714285,1.0,1.0,0.46153846153846156,0.46153846153846156,0.6666666666666666,1.0,0.5,1.0,0.5028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,False
1000-120-2039-2548-2617,1610612748,"Shandon Anderson, Steven Smith, Keyon Dooling, Dwyane Wade, Udonis Haslem","Anderson, Smith, Dooling, Wade, Haslem",1000-120-2039-2548-2617,MIA,309.0,2,5.0,-2.0,8.0,6.0,14.0,,2.0,1.0,,1.0,2.0,4.0,,2.0,9.0,11.0,2.0,,,1.0,,2.0,,,1.0,1.0,,,,,,3.0,,,9.0,,,,0.5,0.3333333333333333,0.5625,0.3333333333333333,,,0.2,,65.24271844660194,19.0,26.166666666666668,19.0,19.166666666666668,0.3333333333333333,,,0.16666666666666666,0.16666666666666666,,,,0.5,0.49276666666666663,7.7,23.7,2.0,,1.0,2.0,0.3875,0.25,,1.0,,,,,,,2.0,,1.0,,,2.0,,,,,,,0.5,,,,0.16666666666666666,,,0.2222222222222222,1.0,1.0,,2.0,,,1.0,,,1.0,,,,0.5,0.5,,,0.3333333333333333,,,0.3333333333333333,0.16666666666666666,1.0,1.0,,,,,,,5.0,2.0,,,,5.0,3.0,,,,,,,,,0.375,0.5,,,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,False
1000-120-2039-2548-406,1610612748,"Shandon Anderson, Steven Smith, Keyon Dooling, Dwyane Wade, Shaquille O'Neal","Anderson, Smith, Dooling, Wade, O'Neal",1000-120-2039-2548-406,MIA,149.0,1,2.0,-7.0,4.0,5.0,9.0,,2.0,,1.0,1.0,,3.0,1.0,1.0,3.0,10.0,,3.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,,,,1.0,2.0,2.0,,,3.0,1.0,1.0,1.0,,0.375,0.375,0.25,1.0,,,,86.97986577181207,22.25,12.0,20.25,12.0,0.5,,,,0.25,1.0,1.0,1.0,0.5,0.42405,5.5,24.8,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,0.3333333333333333,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,False
1000-120-2039-2617-406,1610612748,"Shandon Anderson, Steven Smith, Keyon Dooling, Udonis Haslem, Shaquille O'Neal","Anderson, Smith, Dooling, Haslem, O'Neal",1000-120-2039-2617-406,MIA,122.0,1,2.0,-3.0,3.0,4.0,7.0,,,,,,,,,2.0,,3.0,,,,,,,1.0,1.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.5,,82.62295081967214,23.666666666666668,12.75,23.666666666666668,12.0,,,,,,,,,1.0,0.46065,,26.25,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,False
1000-120-224-2617-297,1610612748,"Shandon Anderson, Steven Smith, Eddie Jones, Udonis Haslem, Alonzo Mourning","Anderson, Smith, Jones, Haslem, Mourning",1000-120-224-2617-297,MIA,3.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,480.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2005,2004-05,False
