EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyOffPoss,ShortMidRangeFGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Loose Ball Fouls,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFtPoints,OffThreePtRebounds,DefThreePtRebounds,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTDefRebounds,DefFTReboundPct,HeaveAttempts,BlockedAtRim,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfOReb,BlockedShortMidRange,SelfORebPct,ShortMidRangePctBlocked,DefArc3ReboundPct,SecondChanceAtRimPctAssisted,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceFtPoints,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,Travels,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Offensive Fouls,Defensive 3 Seconds Violations,OffCorner3ReboundPct,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
109-145-1904-216-2416,1610612747,"Robert Horry, Tracy Murray, Devean George, Brian Shaw, Kareem Rush","Horry, Murray, George, Shaw, Rush",109-145-1904-216-2416,LAL,173.0,1,3.0,5.0,5.0,5.0,1.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,12.0,7.0,1.0,2.0,9.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,0.3333333333333333,0.9166666666666666,1.0,0.5,0.3333333333333333,0.5,1.0,0.5,1.0,0.5,1.0,1.0,83.23699421965318,1.0,14.0,20.6,12.8,20.6,0.3333333333333333,0.5,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.8333333333333334,1.0,0.5235416666666667,0.352,0.16666666666666666,0.3333333333333333,6.566666666666666,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,False
109-145-1904-216-977,1610612747,"Robert Horry, Tracy Murray, Devean George, Brian Shaw, Kobe Bryant","Horry, Murray, George, Shaw, Bryant",109-145-1904-216-977,LAL,369.0,2,6.0,-6.0,12.0,12.0,1.0,24.0,2.0,4.0,2.0,,,,1.0,3.0,9.0,,1.0,2.0,8.0,14.0,2.0,4.0,,1.0,,,,1.0,,,2.0,2.0,4.0,4.0,2.0,6.0,2.0,4.0,2.0,,1.0,,,,,6.0,,,,0.3333333333333333,0.3,0.36363636363636365,0.1,,,1.0,0.3333333333333333,1.0,0.2857142857142857,1.0,1.0,93.65853658536585,,15.333333333333334,15.416666666666666,15.083333333333334,15.416666666666666,0.4,0.5,0.5,0.2,,,,,0.1,,,,0.5,,0.47064500000000004,0.5395,0.09090909090909091,0.1,7.333333333333333,27.5,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.3,0.5,0.5,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,False
109-145-1904-2416-977,1610612747,"Robert Horry, Tracy Murray, Devean George, Kareem Rush, Kobe Bryant","Horry, Murray, George, Rush, Bryant",109-145-1904-2416-977,LAL,230.0,3,4.0,-1.0,8.0,7.0,1.0,15.0,,,3.0,,,,2.0,4.0,5.0,,2.0,,8.0,9.0,,4.0,,2.0,,,,2.0,,,4.0,,3.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,,,,,8.0,,,,0.8,0.5714285714285714,0.5714285714285714,0.2857142857142857,,,1.0,,1.0,,,,93.91304347826086,,16.125,14.428571428571429,15.5,14.428571428571429,,,,0.42857142857142855,,,,,0.2857142857142857,,,,0.2857142857142857,,0.3661357142857143,0.3351,0.14285714285714285,0.2,13.26,25.65,,,2.0,2.0,,,4.0,,2.0,,,,2.0,2.0,,2.0,0.5,0.5,,,,1.0,,1.0,,0.2857142857142857,0.6666666666666666,0.6666666666666666,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.34768333333333334,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,False
109-145-1904-2457-977,1610612747,"Robert Horry, Tracy Murray, Devean George, Jannero Pargo, Kobe Bryant","Horry, Murray, George, Pargo, Bryant",109-145-1904-2457-977,LAL,66.0,1,1.0,2.0,2.0,3.0,,5.0,1.0,1.0,1.0,,,,,1.0,2.0,,,,2.0,,,,,,,,,1.0,,,2.0,,1.0,1.0,,1.0,,1.0,,,,,,,,2.0,,,,0.5,0.5,0.5,,,,1.0,,1.0,,,,109.09090909090908,,8.0,16.666666666666668,8.0,16.666666666666668,0.5,1.0,1.0,0.5,,,,,,,,,0.5,,0.5658,,,,9.85,,,,,,,,2.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,False
109-145-1904-965-977,1610612747,"Robert Horry, Tracy Murray, Devean George, Derek Fisher, Kobe Bryant","Horry, Murray, George, Fisher, Bryant",109-145-1904-965-977,LAL,222.0,1,4.0,-2.0,9.0,8.0,1.0,17.0,1.0,1.0,1.0,,,1.0,3.0,1.0,2.0,1.0,3.0,4.0,9.0,11.0,1.0,2.0,3.0,3.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,2.0,1.0,3.0,,1.0,5.0,1.0,1.0,,,,,9.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6428571428571429,0.6,,,1.0,,0.6666666666666666,0.5,,,110.27027027027026,,12.88888888888889,13.25,12.11111111111111,12.125,0.2,1.0,1.0,0.2,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.8,0.3333333333333333,0.5747099999999999,0.3911,0.2,0.5,7.15,24.53333333333333,,,,,,,,,,,1.0,1.0,3.0,1.0,2.0,3.0,,,,,,1.0,1.0,,,,,,,,,9.0,,,3.0,,1.0,2.0,3.0,9.0,,,,9.0,9.0,0.5,0.5,0.6428571428571429,,,,,,,0.6,0.5747099999999999,1.0,1.0,,8.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.2,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,False
109-145-2058-2416-965,1610612747,"Robert Horry, Tracy Murray, Mark Madsen, Kareem Rush, Derek Fisher","Horry, Murray, Madsen, Rush, Fisher",109-145-2058-2416-965,LAL,85.0,1,1.0,1.0,3.0,3.0,,6.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,5.0,4.0,,2.0,3.0,,,,1.0,1.0,,1.0,3.0,,1.0,1.0,,1.0,,1.0,,,,,,,,5.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,,,0.5,,0.5,,,,101.6470588235294,,13.666666666666666,14.666666666666666,13.666666666666666,10.333333333333334,0.5,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,1.0,,0.59745,,,,,23.7,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,0.5,,,,,,,,3.0,,,,,1.0,1.0,1.0,5.0,,,,5.0,3.0,1.0,1.25,1.25,,,,,,,,0.59745,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,0.5,1.0,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,False
109-145-2058-2416-977,1610612747,"Robert Horry, Tracy Murray, Mark Madsen, Kareem Rush, Kobe Bryant","Horry, Murray, Madsen, Rush, Bryant",109-145-2058-2416-977,LAL,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,False
109-145-2058-965-977,1610612747,"Robert Horry, Tracy Murray, Mark Madsen, Derek Fisher, Kobe Bryant","Horry, Murray, Madsen, Fisher, Bryant",109-145-2058-965-977,LAL,31.0,1,1.0,2.0,1.0,2.0,,3.0,,,,,,,,1.0,1.0,,,,2.0,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,139.3548387096774,,21.0,5.0,21.0,5.0,,,,,,,,,,,,,,,0.3376,,,,9.9,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,2.0,,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,0.3376,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,False
109-145-2066-965-977,1610612747,"Robert Horry, Tracy Murray, Soumaila Samake, Derek Fisher, Kobe Bryant","Horry, Murray, Samake, Fisher, Bryant",109-145-2066-965-977,LAL,73.0,1,1.0,-3.0,3.0,3.0,,6.0,,1.0,,,1.0,,1.0,,1.0,,2.0,,,3.0,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,1.0,,,,118.35616438356165,,9.0,15.333333333333334,9.0,15.333333333333334,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,,,1.0,,0.629825,,,,1.2,31.65,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,1.0,,,1.0,2.0,,,,,,3.0,,,,,,,,,,0.3333333333333333,0.629825,,1.0,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,1.0,0.3333333333333333,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,False
109-145-2098-216-2457,1610612747,"Robert Horry, Tracy Murray, Slava Medvedenko, Brian Shaw, Jannero Pargo","Horry, Murray, Medvedenko, Shaw, Pargo",109-145-2098-216-2457,LAL,197.0,2,3.0,,6.0,7.0,3.0,13.0,1.0,4.0,,,,,,3.0,8.0,,,,6.0,6.0,3.0,4.0,,,,2.0,,1.0,,,2.0,3.0,,,3.0,3.0,2.0,2.0,,,,,,,,4.0,,,,0.375,0.375,0.375,,0.25,0.5,,0.6,,0.6,0.6666666666666666,,95.0253807106599,,13.666666666666666,16.428571428571427,12.5,13.714285714285714,0.5,0.25,0.5,,,,,,,,,,0.5,,0.4951875,0.5010333333333333,,,4.35,,1.0,2.0,4.0,,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,,,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.5,,,0.6666666666666666,0.5,0.3333333333333333,,2.0,,,,,,,,1.0,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,False
