EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,LongMidRangePctBlocked,OffFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Travels,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LostBallOutOfBoundsTurnovers,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,OffTwoPtRebounds,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffAtRimReboundPct,PtsUnassisted3s,RecoveredBlocks,AtRimPctBlocked,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,FTDefRebounds,SecondChanceTurnovers,3SecondViolations,DefFTReboundPct,SelfOReb,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,ShortMidRangeFGM,BlockedShortMidRange,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Technical Free Throw Trips,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallTurnovers,HeaveAttempts,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,Defensive 3 Seconds Violations,BlockedLongMidRange,SecondChanceArc3FGA,SecondChanceArc3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
109-145-1904-216-2416,1610612747,"Robert Horry, Tracy Murray, Devean George, Brian Shaw, Kareem Rush","Horry, Murray, George, Shaw, Rush",109-145-1904-216-2416,LAL,173.0,1,3.0,-5.0,5.0,5.0,1.0,10.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,12.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,4.0,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.7,1.5,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,83.23699421965318,20.6,14.0,20.6,12.8,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.4525333333333333,0.4778,0.6,0.6,0.42857142857142855,4.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,True
109-145-1904-216-977,1610612747,"Robert Horry, Tracy Murray, Devean George, Brian Shaw, Kobe Bryant","Horry, Murray, George, Shaw, Bryant",109-145-1904-216-977,LAL,369.0,2,6.0,6.0,12.0,12.0,,24.0,2.0,4.0,,,1.0,2.0,6.0,4.0,14.0,8.0,,,,,2.0,2.0,,,1.0,3.0,1.0,8.0,,4.0,5.0,,5.0,1.0,2.0,1.0,3.0,,4.0,,2.0,,,,14.0,0.5,0.5,0.3333333333333333,,0.625,,0.7,,,,,0.6666666666666666,0.7142857142857143,1.0,93.65853658536585,15.416666666666666,15.333333333333334,15.416666666666666,15.083333333333334,0.5,0.5,0.5,0.5,0.125,,,0.75,0.5364875,,0.2,0.25,,5.933333333333334,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,1.0,0.125,0.25,1.0,1.0,1.0,1.0,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,True
109-145-1904-2416-977,1610612747,"Robert Horry, Tracy Murray, Devean George, Kareem Rush, Kobe Bryant","Horry, Murray, George, Rush, Bryant",109-145-1904-2416-977,LAL,230.0,3,4.0,1.0,7.0,8.0,,15.0,1.0,1.0,,,1.0,2.0,5.0,2.0,9.0,8.0,,,,,4.0,,,,2.0,3.0,1.0,7.0,,1.0,2.0,,2.0,,,1.0,2.0,,2.0,,1.0,,,,9.0,1.0,1.0,0.4,,0.5833333333333334,,0.6428571428571429,,,,,1.0,1.0,1.0,93.91304347826086,14.428571428571429,16.125,14.428571428571429,15.5,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,,,0.3333333333333333,0.47600833333333337,,0.14285714285714285,0.16666666666666666,,11.6,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,0.16666666666666666,,1.0,,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,1.0,24.5,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,True
109-145-1904-2457-977,1610612747,"Robert Horry, Tracy Murray, Devean George, Jannero Pargo, Kobe Bryant","Horry, Murray, George, Pargo, Bryant",109-145-1904-2457-977,LAL,66.0,1,1.0,-2.0,3.0,2.0,,5.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,109.09090909090908,16.666666666666668,8.0,16.666666666666668,8.0,,,,,,,,,0.3985,,,,,9.7,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,0.5,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,True
109-145-1904-965-977,1610612747,"Robert Horry, Tracy Murray, Devean George, Derek Fisher, Kobe Bryant","Horry, Murray, George, Fisher, Bryant",109-145-1904-965-977,LAL,222.0,1,4.0,2.0,8.0,9.0,1.0,17.0,1.0,2.0,,,1.0,2.0,3.0,1.0,11.0,9.0,,,,,2.0,2.0,,,1.0,3.0,,8.0,,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,,2.0,,,,,,11.0,0.5,0.5,0.6666666666666666,,0.7142857142857143,,0.6875,,,,,1.0,0.5,1.0,110.27027027027026,13.25,12.88888888888889,12.125,12.11111111111111,0.2857142857142857,0.5,0.5,,0.14285714285714285,,,0.8571428571428571,0.5388928571428572,,,,,8.666666666666666,,2.0,3.0,2.0,4.0,6.0,3.0,2.0,2.0,2.0,,3.0,1.0,2.0,1.0,1.0,,1.0,0.5,0.5,0.5714285714285714,1.0,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,24.425,9.0,1.0,1.0,1.0,1.0,1.0,,8.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,11.0,1.0,1.0,1.0,1.0,11.0,8.0,2.0,0.5,0.6666666666666666,0.7142857142857143,0.6875,0.5,0.3333333333333333,1.0,0.14285714285714285,1.0,0.2857142857142857,0.5,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.5388928571428572,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,True
109-145-2058-2416-965,1610612747,"Robert Horry, Tracy Murray, Mark Madsen, Kareem Rush, Derek Fisher","Horry, Murray, Madsen, Rush, Fisher",109-145-2058-2416-965,LAL,85.0,1,1.0,-1.0,3.0,3.0,1.0,6.0,2.0,2.0,1.0,1.0,,2.0,4.0,,4.0,5.0,1.0,2.0,,2.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,2.0,2.0,,,,,,,,,,,,2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,1.0,,,,101.6470588235294,14.666666666666666,13.666666666666666,10.333333333333334,13.666666666666666,0.5,1.0,1.0,0.5,,0.5,1.0,0.5,0.52295,0.50325,,,0.5,2.925,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.5,,,,,,,3.0,,,,,,,3.0,2.0,2.0,,,,,,,2.0,3.0,,,,4.0,,,,,4.0,3.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.5,,,,0.6666666666666666,1.0,,,,0.5731,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,True
109-145-2058-2416-977,1610612747,"Robert Horry, Tracy Murray, Mark Madsen, Kareem Rush, Kobe Bryant","Horry, Murray, Madsen, Rush, Bryant",109-145-2058-2416-977,LAL,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,True
109-145-2058-965-977,1610612747,"Robert Horry, Tracy Murray, Mark Madsen, Derek Fisher, Kobe Bryant","Horry, Murray, Madsen, Fisher, Bryant",109-145-2058-965-977,LAL,31.0,1,1.0,-2.0,2.0,1.0,1.0,3.0,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,139.3548387096774,5.0,21.0,5.0,21.0,1.0,,,,,,,1.0,0.4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,1.0,,,,1.0,,,,,0.4405,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,True
109-145-2066-965-977,1610612747,"Robert Horry, Tracy Murray, Soumaila Samake, Derek Fisher, Kobe Bryant","Horry, Murray, Samake, Fisher, Bryant",109-145-2066-965-977,LAL,73.0,1,1.0,3.0,3.0,3.0,,6.0,,2.0,,,,,2.0,,3.0,,,,,,,,,1.0,,,,,,1.0,2.0,,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,3.0,,,,,0.5,,0.5,,0.5,,,1.0,1.0,,118.35616438356165,15.333333333333334,9.0,15.333333333333334,9.0,0.6666666666666666,,,,,,,1.0,0.49751666666666666,,,,,2.05,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,0.3333333333333333,,1.0,,,,0.3333333333333333,1.0,1.0,,1.0,26.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,True
109-145-2098-216-2457,1610612747,"Robert Horry, Tracy Murray, Slava Medvedenko, Brian Shaw, Jannero Pargo","Horry, Murray, Medvedenko, Shaw, Pargo",109-145-2098-216-2457,LAL,197.0,2,3.0,,7.0,6.0,1.0,13.0,1.0,1.0,,,1.0,2.0,2.0,2.0,6.0,6.0,,,,,4.0,,,,2.0,2.0,1.0,4.0,,2.0,3.0,,3.0,2.0,3.0,,1.0,1.0,4.0,,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,,1.0,,0.75,,,,,0.4,0.4,,95.0253807106599,16.428571428571427,13.666666666666666,13.714285714285714,12.5,0.5,1.0,1.0,1.0,0.5,,,0.5,0.49115,,0.5,0.5,,8.9,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.3333333333333333,,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2003,2002-03,True
