EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,FtPoints,AtRimAssists,LongMidRangeAssists,FTDefRebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,DefFTReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,PenaltyDefPoss,PenaltyFtPoints,Loose Ball Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,Fg2aBlocked,Steals,BadPassSteals,FG2APctBlocked,AtRimPctBlocked,HeaveAttempts,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,DefCorner3ReboundPct,Corner3FGA,LostBallSteals,Corner3Frequency,PenaltyCorner3FGA,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,SecondChanceFtPoints,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,Corner3Assists,Travels,BlockedShortMidRange,ShortMidRangePctBlocked,Corner3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,Fg3aBlocked,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,Corner3PctBlocked,3pt And 1 Free Throw Trips,SecondChanceArc3PctAssisted,team_id,year,season,team_vs
120-1477-1495-2049-764,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Speedy Claxton, David Robinson","Smith, Bowen, Duncan, Claxton, Robinson",120-1477-1495-2049-764,SAS,36.0,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,14.0,22.0,14.0,22.0,1.0,1.0,1.0,1.0,0.3819,0.3819,1.0,5.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-2049-788,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Speedy Claxton, Kevin Willis","Smith, Bowen, Duncan, Claxton, Willis",120-1477-1495-2049-788,SAS,138.0,1,2.0,-3.0,3.0,4.0,3.0,7.0,,1.0,1.0,3.0,2.0,1.0,3.0,2.0,,,,,,,2.0,3.0,,,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,73.04347826086958,24.0,16.5,22.666666666666668,16.0,0.25,,,,0.510675,0.510675,1.0,1.8666666666666665,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.25,1.0,1.0,0.5,0.5,0.25,0.75,0.5655,0.25,0.3333333333333333,1.0,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-2225-764,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, David Robinson","Smith, Bowen, Duncan, Parker, Robinson",120-1477-1495-2225-764,SAS,164.0,1,3.0,8.0,5.0,5.0,,10.0,,,3.0,3.0,10.0,,,,6.0,3.0,3.0,,6.0,10.0,,,1.0,1.0,1.0,,1.0,,1.25,,87.80487804878048,10.0,22.8,10.0,22.8,,,,,0.6272,,,7.466666666666666,,,2.0,2.0,,,,,,,,2.0,,,,,,,,,,3.0,4.0,,4.0,,4.0,2.0,3.0,,,,,1.0,,,1.0,,,,,,0.6666666666666666,1.0,1.0,,,,,,,0.6666666666666666,,0.75,0.75,,,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-2225-788,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, Kevin Willis","Smith, Bowen, Duncan, Parker, Willis",120-1477-1495-2225-788,SAS,64.0,1,1.0,4.0,2.0,2.0,2.0,4.0,,,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,11.5,20.5,11.5,15.5,,,,,0.5951,0.5951,1.0,,1.0,,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,0.5,,,0.5,,,0.5,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-1495-2225-990,1610612759,"Steven Smith, Bruce Bowen, Tim Duncan, Tony Parker, Malik Rose","Smith, Bowen, Duncan, Parker, Rose",120-1477-1495-2225-990,SAS,71.0,1,1.0,4.0,2.0,2.0,,4.0,,1.0,3.0,4.0,6.0,,,,2.0,1.0,1.0,,2.0,4.0,,,0.3333333333333333,0.5,0.75,,0.75,,0.75,,81.12676056338029,18.5,17.0,18.5,17.0,0.25,,,,0.550325,,,7.475,,1.0,2.0,2.0,1.0,1.0,,,,,,2.0,1.0,1.0,2.0,,4.0,2.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,0.5,1.0,1.0,,1.0,1.0,,,,0.5,0.6087,0.25,0.25,0.3333333333333333,,1.0,1.0,,1.0,,,,,,,,,,1.0,0.5,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-2049-764-990,1610612759,"Steven Smith, Bruce Bowen, Speedy Claxton, David Robinson, Malik Rose","Smith, Bowen, Claxton, Robinson, Rose",120-1477-2049-764-990,SAS,54.0,1,1.0,-3.0,2.0,2.0,2.0,4.0,,,,2.0,1.0,,2.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,106.66666666666666,24.0,3.0,24.0,3.0,,,,,0.3762,0.3762,1.0,9.0,1.0,,,1.0,,,,1.0,,,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,0.5,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,0.5,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-2225-764-990,1610612759,"Steven Smith, Bruce Bowen, Tony Parker, David Robinson, Malik Rose","Smith, Bowen, Parker, Robinson, Rose",120-1477-2225-764-990,SAS,59.0,1,1.0,2.0,2.0,2.0,,4.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,0.5,,0.5,,0.5,,97.6271186440678,8.5,21.0,8.5,15.0,,,,,0.66775,,,1.15,,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,2.0,,2.0,2.0,,1.0,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,0.5,1.0,,0.5,1.0,,,,,1.0,0.5,0.5,,1.0,1.0,,,,1.0,0.6295,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1477-2225-788-990,1610612759,"Steven Smith, Bruce Bowen, Tony Parker, Kevin Willis, Malik Rose","Smith, Bowen, Parker, Willis, Rose",120-1477-2225-788-990,SAS,57.0,1,1.0,2.0,2.0,2.0,2.0,4.0,,,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101.05263157894737,16.5,12.0,16.5,12.0,,,,,0.406,0.406,1.0,18.6,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1495-1536-2049-764,1610612759,"Steven Smith, Tim Duncan, Stephen Jackson, Speedy Claxton, David Robinson","Smith, Duncan, Jackson, Claxton, Robinson",120-1495-1536-2049-764,SAS,131.0,2,2.0,,3.0,3.0,,6.0,,1.0,1.0,2.0,4.0,,,,,,,,,4.0,,,,,0.5,,0.5,,0.6666666666666666,,65.95419847328245,21.666666666666668,22.0,21.666666666666668,18.333333333333332,0.5,,,,0.46565,,,6.75,,,1.0,1.0,,,,,,,,4.0,,,,,2.0,,,,,1.0,1.0,,1.0,,3.0,1.0,2.0,,,,,1.0,,,0.5,,,,,,0.5,1.0,1.0,,,,,,,0.5,,0.6666666666666666,0.6666666666666666,,,,,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1495-1536-2049-990,1610612759,"Steven Smith, Tim Duncan, Stephen Jackson, Speedy Claxton, Malik Rose","Smith, Duncan, Jackson, Claxton, Rose",120-1495-1536-2049-990,SAS,78.0,1,1.0,-4.0,3.0,3.0,,6.0,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,110.76923076923076,16.333333333333332,9.666666666666666,14.0,9.666666666666666,0.4,,,,0.50736,,,2.92,,1.0,,3.0,,2.0,,,,,,4.0,,2.0,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,0.4,,,0.4,,,,,0.6,,,,1.0,,,,,0.6,0.62575,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,0.6666666666666666,2.0,1.0,1.0,0.4,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1495-1938-198-2049,1610612759,"Steven Smith, Tim Duncan, Manu Ginobili, Danny Ferry, Speedy Claxton","Smith, Duncan, Ginobili, Ferry, Claxton",120-1495-1938-198-2049,SAS,16.0,2,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,14.0,,14.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,45.9,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1495-1938-2049-764,1610612759,"Steven Smith, Tim Duncan, Manu Ginobili, Speedy Claxton, David Robinson","Smith, Duncan, Ginobili, Claxton, Robinson",120-1495-1938-2049-764,SAS,222.0,2,4.0,-1.0,8.0,8.0,4.0,16.0,,1.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,,2.0,4.0,4.0,4.0,1.0,1.0,0.25,0.3333333333333333,0.25,0.3333333333333333,0.4,0.5,103.78378378378378,14.875,12.875,13.875,12.875,0.25,,,,0.4584,0.4295333333333333,1.0,9.775,0.5,1.0,1.0,2.0,,,1.0,1.0,,,,5.0,,,,,,,,1.0,1.0,2.0,3.0,1.0,4.0,,2.0,,1.0,,,,,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,0.5,0.5,0.5,,,,0.3333333333333333,1.0,,0.5,,0.2,0.2,,,,1.0,2.0,1.0,,,2.0,4.0,1.0,2.0,1.0,,1.0,,1.0,0.25,,,,,,,,,4.0,2.0,,,,,,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1495-1938-2049-788,1610612759,"Steven Smith, Tim Duncan, Manu Ginobili, Speedy Claxton, Kevin Willis","Smith, Duncan, Ginobili, Claxton, Willis",120-1495-1938-2049-788,SAS,55.0,1,1.0,,2.0,1.0,2.0,3.0,,,,2.0,,,2.0,,,,,,,,,2.0,,,,,,,,,78.54545454545455,22.5,10.0,18.0,10.0,,,,,0.4754,0.4754,,9.55,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,0.5,,1.0,0.5,,1.0,,,0.5,,,,,,0.5,,,0.5,0.3739,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1495-1938-2049-990,1610612759,"Steven Smith, Tim Duncan, Manu Ginobili, Speedy Claxton, Malik Rose","Smith, Duncan, Ginobili, Claxton, Rose",120-1495-1938-2049-990,SAS,664.0,2,11.0,-9.0,21.0,22.0,11.0,43.0,2.0,4.0,7.0,19.0,15.0,2.0,11.0,4.0,2.0,1.0,1.0,,2.0,15.0,4.0,11.0,0.14285714285714285,0.14285714285714285,0.3684210526315789,0.18181818181818182,0.3333333333333333,0.16666666666666666,0.3409090909090909,0.15384615384615385,93.25301204819277,14.904761904761905,15.954545454545455,14.333333333333334,14.227272727272727,0.19047619047619047,0.5,0.5,,0.5295975,0.5226909090909091,0.26666666666666666,5.5,0.5238095238095238,3.0,4.0,12.0,,3.0,1.0,7.0,2.0,1.0,2.0,24.0,,4.0,,1.0,12.0,,1.0,4.0,3.0,6.0,10.0,4.0,14.0,,3.0,1.0,2.0,,,,0.09523809523809523,0.8571428571428571,0.3333333333333333,0.6,0.75,0.3076923076923077,0.5,1.0,1.0,,0.5714285714285714,0.3333333333333333,0.4,0.09523809523809523,0.75,,0.5833333333333334,0.14285714285714285,0.08333333333333333,0.6666666666666666,0.554375,0.09090909090909091,0.1,,46.6,1.0,3.0,1.0,1.0,,1.0,2.0,4.0,3.0,6.0,1.0,1.0,0.75,1.0,0.25,0.14285714285714285,0.3333333333333333,0.3333333333333333,,,,,,,11.0,,,,1.0,0.375,2.0,1.0,1.0,0.10526315789473684,0.16666666666666666,1.0,2.0,1.0,1.0,,2.0,0.5,1.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1495-1938-2225-764,1610612759,"Steven Smith, Tim Duncan, Manu Ginobili, Tony Parker, David Robinson","Smith, Duncan, Ginobili, Parker, Robinson",120-1495-1938-2225-764,SAS,152.0,1,3.0,2.0,5.0,5.0,,10.0,,1.0,2.0,3.0,4.0,,,,2.0,1.0,1.0,,2.0,4.0,,,0.5,0.5,0.6666666666666666,,0.5,,0.5,,94.73684210526316,9.4,21.0,9.4,20.6,0.25,,,,0.5578125,,,5.6000000000000005,,,2.0,2.0,,,,,,,1.0,2.0,,,,,2.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,0.25,0.5,,1.0,0.6666666666666666,,,1.0,,,0.5,1.0,1.0,,,,,,,0.75,,,,,23.7,,,,1.0,,,,1.0,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,2.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1495-1938-2225-990,1610612759,"Steven Smith, Tim Duncan, Manu Ginobili, Tony Parker, Malik Rose","Smith, Duncan, Ginobili, Parker, Rose",120-1495-1938-2225-990,SAS,528.0,3,9.0,-6.0,17.0,15.0,9.0,32.0,2.0,2.0,5.0,13.0,13.0,3.0,7.0,7.0,6.0,3.0,3.0,1.0,6.0,11.0,7.0,9.0,0.6,0.6,0.38461538461538464,0.42857142857142855,0.3125,0.3333333333333333,0.3611111111111111,0.35,87.27272727272727,15.352941176470589,17.8,14.058823529411764,16.733333333333334,0.125,1.0,1.0,0.5,0.533375,0.5397722222222222,0.5384615384615384,5.4,0.5294117647058824,6.0,3.0,8.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,19.0,1.0,4.0,2.0,2.0,4.0,,1.0,2.0,,3.0,3.0,4.0,7.0,,4.0,,1.0,0.25,0.25,0.25,0.1875,0.42857142857142855,0.25,,0.3333333333333333,0.36363636363636365,,0.5,,,0.5,0.375,0.375,0.0625,0.75,0.3333333333333333,0.4444444444444444,0.5,0.1111111111111111,0.6875,0.5326333333333334,0.058823529411764705,0.07142857142857142,0.15384615384615385,23.933333333333334,,3.0,3.0,2.0,,,1.0,1.0,1.0,4.0,,,0.5,,0.6666666666666666,0.1875,,,,,,,,,12.0,1.0,,,3.0,0.2,,,,,,,,,,,1.0,,,,,2.0,,0.125,1.0,2.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
120-1536-1938-198-70,1610612759,"Steven Smith, Stephen Jackson, Manu Ginobili, Danny Ferry, Steve Kerr","Smith, Jackson, Ginobili, Ferry, Kerr",120-1536-1938-198-70,SAS,46.0,1,1.0,2.0,2.0,2.0,2.0,4.0,,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,2.0,2.0,2.0,,,1.0,1.0,0.5,0.5,0.5,0.5,125.21739130434781,5.5,17.5,5.5,17.5,,,,,0.552425,0.552425,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,0.5,,,1.0,1.0,,,,,,0.5,1.0,1.0,0.5,,,0.5,1.0,0.5,1.0,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2003,2002-03,True
