EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGA,Arc3FGM,FG3M,FtPoints,SecondChanceFtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,ShootingFouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGA,PenaltyFtPoints,FTOffRebounds,NonShootingFoulsDrawn,OffFTReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,OffThreePtRebounds,FTDefRebounds,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,PtsUnassisted3s,DefCorner3ReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Corner3Assists,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,PtsPutbacks,3SecondViolations,PenaltyCorner3FGA,OffArc3ReboundPct,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,HeaveAttempts,BlockedLongMidRange,OffensiveGoaltends,DefensiveGoaltends,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,HeaveMakes,team_id,year,season,team_vs
1501-1563-193-2038-2072,1610612749,"Tim Thomas, Kevin Ollie, Anthony Mason, Joel Przybilla, Michael Redd","Thomas, Ollie, Mason, Przybilla, Redd",1501-1563-193-2038-2072,MIL,326.0,3,5.0,2.0,10.0,9.0,4.0,5.0,19.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,7.0,2.0,10.0,8.0,2.0,3.0,1.0,4.0,6.0,4.0,2.0,3.0,3.0,1.0,2.0,6.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,10.0,4.0,4.0,2.0,0.6,0.6,0.7142857142857143,0.6666666666666666,0.5555555555555556,0.5,0.5555555555555556,0.5,0.2222222222222222,0.75,0.75,1.0,83.92638036809815,18.2,16.0,18.2,15.777777777777779,0.3333333333333333,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.5,1.0,0.2222222222222222,0.25,1.0,0.25,0.5555555555555556,0.4454,0.3872125,0.1111111111111111,0.14285714285714285,0.4,10.6,26.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2003,2002-03,False
1501-1563-193-2038-208,1610612749,"Tim Thomas, Kevin Ollie, Anthony Mason, Joel Przybilla, Sam Cassell","Thomas, Ollie, Mason, Przybilla, Cassell",1501-1563-193-2038-208,MIL,194.0,1,3.0,8.0,5.0,5.0,,,10.0,,1.0,,,3.0,3.0,,,4.0,5.0,,8.0,,,,,,6.0,2.0,,3.0,3.0,,2.0,6.0,1.0,3.0,4.0,1.0,1.0,,,,,,6.0,,,,0.75,0.75,0.8,,0.8,,0.8,,,1.0,1.0,1.0,74.22680412371133,18.6,20.2,18.0,20.2,0.2,,,,0.6,1.0,1.0,0.6666666666666666,,,,,0.2,0.42622,,,,,12.3,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.394,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2003,2002-03,False
1501-1563-193-2038-951,1610612749,"Tim Thomas, Kevin Ollie, Anthony Mason, Joel Przybilla, Ray Allen","Thomas, Ollie, Mason, Przybilla, Allen",1501-1563-193-2038-951,MIL,1236.0,5,21.0,-1.0,35.0,35.0,,6.0,70.0,2.0,5.0,,,5.0,9.0,6.0,,12.0,23.0,7.0,43.0,44.0,,,,,12.0,12.0,6.0,6.0,11.0,2.0,3.0,27.0,8.0,10.0,13.0,4.0,5.0,9.0,,6.0,,3.0,40.0,,,1.0,0.5,0.5,0.5217391304347826,,0.65,,0.6515151515151515,,0.23333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,81.55339805825243,17.571428571428573,17.742857142857144,17.17142857142857,16.65714285714286,0.16666666666666666,0.4,0.4,1.0,0.3,0.5555555555555556,0.5555555555555556,0.6,0.2,,,,0.4,0.4852866666666667,,0.09090909090909091,0.11538461538461539,,10.01304347826087,25.085714285714285,,2.0,5.0,9.0,1.0,2.0,3.0,,1.0,3.0,2.0,3.0,3.0,2.0,,0.5,0.5,0.5,,,0.2727272727272727,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.6666666666666666,0.3,0.5555555555555556,0.5555555555555556,0.2,0.4017,0.06976744186046512,1.0,5.0,5.0,4.0,1.0,15.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.2,0.5,0.75,0.6,0.07692307692307693,0.5,0.03333333333333333,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2003,2002-03,False
1501-1563-193-2072-208,1610612749,"Tim Thomas, Kevin Ollie, Anthony Mason, Michael Redd, Sam Cassell","Thomas, Ollie, Mason, Redd, Cassell",1501-1563-193-2072-208,MIL,192.0,4,3.0,-11.0,11.0,16.0,8.0,16.0,27.0,,3.0,,2.0,,,1.0,1.0,,3.0,2.0,7.0,18.0,,2.0,1.0,7.0,,,1.0,,,,,,1.0,3.0,5.0,,1.0,6.0,,8.0,,,7.0,7.0,8.0,4.0,,,,,,,0.3888888888888889,0.5,0.4,1.0,1.0,1.0,202.5,9.909090909090908,5.1875,8.818181818181818,5.1875,0.6,,,,,,,,0.2,0.6666666666666666,,0.3333333333333333,1.0,0.43013,0.3679666666666667,,,1.0,1.7666666666666666,23.75,0.7272727272727273,1.0,,,,2.0,,2.0,,1.0,2.0,2.0,3.0,3.0,,,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.2,0.3333333333333333,1.0,,,,,0.3667,,1.0,,,7.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,0.2,,,,,2.0,7.0,1.0,4.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2003,2002-03,False
1501-1563-193-2072-2409,1610612749,"Tim Thomas, Kevin Ollie, Anthony Mason, Michael Redd, Marcus Haislip","Thomas, Ollie, Mason, Redd, Haislip",1501-1563-193-2072-2409,MIL,478.0,2,8.0,4.0,13.0,13.0,4.0,7.0,26.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,6.0,13.0,2.0,12.0,8.0,1.0,3.0,1.0,2.0,6.0,6.0,1.0,3.0,3.0,2.0,1.0,6.0,6.0,7.0,10.0,1.0,1.0,7.0,1.0,,,,8.0,2.0,4.0,,0.5,0.5,0.46153846153846156,0.3333333333333333,0.4,0.25,0.4,0.25,0.13333333333333333,0.8571428571428571,0.8571428571428571,0.75,78.32635983263599,16.615384615384617,20.153846153846153,15.461538461538462,20.153846153846153,0.2,1.0,1.0,0.6666666666666666,0.3333333333333333,0.4,0.4,0.5,0.06666666666666667,0.25,1.0,0.25,0.3333333333333333,0.45089999999999997,0.4365125,,,0.16666666666666666,11.938461538461537,24.4,0.3076923076923077,3.0,1.0,5.0,2.0,3.0,4.0,1.0,,2.0,,3.0,3.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.07692307692307693,,0.2857142857142857,,0.3333333333333333,,,0.3333333333333333,0.2,0.25,,0.522,0.3333333333333333,1.0,,,,,,,,,,3.0,,,,,3.0,,,,,,,,,,0.6666666666666666,,1.0,,,0.06666666666666667,,,,,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2003,2002-03,False
1501-1563-193-2072-2429,1610612749,"Tim Thomas, Kevin Ollie, Anthony Mason, Michael Redd, Dan Gadzuric","Thomas, Ollie, Mason, Redd, Gadzuric",1501-1563-193-2072-2429,MIL,299.0,4,5.0,-7.0,9.0,12.0,,,21.0,,2.0,,,1.0,1.0,3.0,,3.0,5.0,4.0,9.0,16.0,,,,,,6.0,3.0,,,,,,3.0,4.0,4.0,,,3.0,,,,,9.0,,,,,,0.6,,0.5,,0.5,,0.4444444444444444,0.75,0.8,0.75,101.1371237458194,16.11111111111111,12.833333333333334,16.11111111111111,10.583333333333334,0.2222222222222222,,,,0.1111111111111111,1.0,1.0,,0.3333333333333333,,,,0.6666666666666666,0.4617444444444445,,,,,6.5,25.5,,,2.0,2.0,,,,1.0,,,1.0,,1.0,,,,,,0.2,0.5,,1.0,,,,0.2222222222222222,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,3.0,,,,,,,0.25,0.25,,,,,,,0.1111111111111111,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2003,2002-03,False
1501-1563-193-2072-389,1610612749,"Tim Thomas, Kevin Ollie, Anthony Mason, Michael Redd, Toni Kukoc","Thomas, Ollie, Mason, Redd, Kukoc",1501-1563-193-2072-389,MIL,1516.0,8,25.0,19.0,45.0,44.0,14.0,15.0,89.0,8.0,15.0,1.0,2.0,3.0,7.0,11.0,4.0,12.0,27.0,13.0,54.0,35.0,2.0,5.0,4.0,9.0,18.0,6.0,11.0,9.0,16.0,6.0,3.0,39.0,8.0,17.0,23.0,5.0,8.0,13.0,3.0,8.0,1.0,4.0,51.0,9.0,14.0,2.0,0.75,0.75,0.4444444444444444,0.4,0.6,0.3888888888888889,0.627906976744186,0.45,0.325,0.7272727272727273,0.7368421052631579,0.6666666666666666,84.53825857519789,16.533333333333335,17.545454545454547,15.577777777777778,16.727272727272727,0.375,0.5333333333333333,0.6666666666666666,0.75,0.175,0.42857142857142855,0.6,1.0,0.275,0.2222222222222222,0.5,0.4444444444444444,0.7,0.49447,0.4607333333333334,0.11627906976744186,0.13333333333333333,0.16666666666666666,5.903703703703704,25.907692307692308,0.3111111111111111,4.0,1.0,5.0,,2.0,3.0,5.0,,6.0,6.0,6.0,4.0,1.0,,,0.375,0.375,0.18518518518518517,0.2,0.42857142857142855,0.75,0.3157894736842105,0.42857142857142855,0.5,0.125,0.2,0.2,,0.5545875,0.05555555555555555,2.0,7.0,8.0,6.0,,21.0,7.0,7.0,6.0,,3.0,3.0,,2.0,1.0,4.0,,3.0,2.0,3.0,3.0,0.875,0.6153846153846154,0.6153846153846154,0.375,0.6666666666666666,0.75,0.75,,1.0,0.05,0.6363636363636364,0.6363636363636364,0.8571428571428571,0.6363636363636364,2.0,2.0,,,,0.5,,,3.0,,1.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,0.5,0.25,0.2857142857142857,0.25,0.5,0.5,1.0,0.25,1.0,1.0,0.25,0.25,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2003,2002-03,False
1501-1563-193-2072-679,1610612749,"Tim Thomas, Kevin Ollie, Anthony Mason, Michael Redd, Jason Caffey","Thomas, Ollie, Mason, Redd, Caffey",1501-1563-193-2072-679,MIL,458.0,5,8.0,-3.0,17.0,16.0,4.0,6.0,33.0,3.0,4.0,,,2.0,5.0,,,5.0,12.0,1.0,22.0,25.0,,,,7.0,8.0,2.0,,4.0,5.0,2.0,2.0,11.0,3.0,5.0,6.0,,1.0,4.0,,10.0,1.0,1.0,22.0,7.0,4.0,,0.8,0.8,0.4166666666666667,,0.5,,0.6176470588235294,0.875,0.07692307692307693,0.75,0.6666666666666666,0.5,103.75545851528383,13.529411764705882,14.25,13.235294117647058,13.875,0.3076923076923077,0.75,0.75,0.6666666666666666,0.38461538461538464,0.4,0.4,1.0,,,,,0.38461538461538464,0.43120384615384616,,0.07692307692307693,0.08333333333333333,0.3181818181818182,9.875,23.6,0.23529411764705882,1.0,,3.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,0.08333333333333333,,0.14285714285714285,0.5,0.14285714285714285,,1.0,0.23076923076923078,,,,0.2789,,1.0,,1.0,9.0,,3.0,,1.0,,,,1.0,,1.0,,3.0,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,0.07692307692307693,,,,,1.0,7.0,,4.0,,1.0,,,1.0,0.3333333333333333,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2003,2002-03,False
1501-1563-193-2072-911,1610612749,"Tim Thomas, Kevin Ollie, Anthony Mason, Michael Redd, Ervin Johnson","Thomas, Ollie, Mason, Redd, Johnson",1501-1563-193-2072-911,MIL,634.0,5,11.0,-2.0,19.0,17.0,5.0,3.0,36.0,1.0,3.0,,1.0,2.0,7.0,3.0,,5.0,16.0,3.0,19.0,21.0,2.0,5.0,,6.0,6.0,4.0,3.0,3.0,5.0,,2.0,12.0,6.0,6.0,10.0,2.0,3.0,2.0,,3.0,,1.0,13.0,6.0,5.0,,0.6,0.75,0.3125,0.4,0.42105263157894735,0.4,0.45,0.5,0.15789473684210525,0.8571428571428571,0.8571428571428571,1.0,81.76656151419559,19.36842105263158,15.647058823529411,18.31578947368421,15.411764705882353,0.15789473684210525,0.3333333333333333,0.3333333333333333,,0.3684210526315789,0.2857142857142857,0.2857142857142857,1.0,0.15789473684210525,0.2,,,0.3157894736842105,0.41064999999999996,0.39594,0.05,0.058823529411764705,0.3157894736842105,10.725,25.366666666666664,0.2631578947368421,4.0,2.0,6.0,2.0,2.0,6.0,,1.0,4.0,,4.0,,,,1.0,1.0,1.0,,,0.36363636363636365,,0.3333333333333333,0.5,,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.5,0.39195,0.3157894736842105,,2.0,2.0,3.0,2.0,6.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,2.0,,1.0,1.0,1.0,,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4,0.6666666666666666,1.0,0.08333333333333333,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,2.0,,,,0.5,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.25,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612749,2003,2002-03,False
1501-1563-193-2072-951,1610612749,"Tim Thomas, Kevin Ollie, Anthony Mason, Michael Redd, Ray Allen","Thomas, Ollie, Mason, Redd, Allen",1501-1563-193-2072-951,MIL,465.0,7,8.0,-8.0,16.0,15.0,15.0,9.0,31.0,1.0,2.0,1.0,2.0,,2.0,5.0,5.0,2.0,5.0,7.0,10.0,18.0,1.0,4.0,7.0,8.0,2.0,2.0,5.0,1.0,2.0,1.0,,5.0,2.0,3.0,4.0,2.0,2.0,6.0,,4.0,,,10.0,8.0,15.0,1.0,0.5,0.5,0.4,0.25,0.2916666666666667,0.22727272727272727,0.35714285714285715,0.3076923076923077,0.5833333333333334,0.5,0.375,0.5,96.0,13.375,16.733333333333334,12.875,13.866666666666667,0.16666666666666666,0.5,0.5,1.0,0.16666666666666666,,,,0.4166666666666667,0.18181818181818182,0.5,0.45454545454545453,0.75,0.4560916666666666,0.46181818181818185,,,0.8,8.34,24.842857142857145,0.9375,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.25,0.1111111111111111,,,0.08333333333333333,1.0,1.0,,0.5565,,2.0,1.0,1.0,3.0,,3.0,1.0,1.0,1.0,,,,1.0,,,4.0,,,,,,1.0,0.14285714285714285,0.14285714285714285,,,1.0,,,,0.16666666666666666,0.2,0.2,1.0,0.2,,3.0,,2.0,,,,1.0,,,,0.16666666666666666,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,2.0,,,,,,0.14285714285714285,,,,,,1.0,,,,0.2,,,,,2.0,0.25,0.18181818181818182,,,,,,,,,,,,,,,,,,,,1610612749,2003,2002-03,False
