EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,OpponentPoints,FTA,ThreePtShootingFoulsDrawn,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyDefPoss,PenaltyFtPoints,DefThreePtRebounds,ShootingFouls,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,OffensiveGoaltends,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,PtsPutbacks,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimAccuracy,PenaltyArc3FGA,FTDefRebounds,LostBallOutOfBoundsTurnovers,DefFTReboundPct,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyArc3Accuracy,OffThreePtRebounds,Loose Ball Fouls,OffThreePtReboundPct,OffArc3ReboundPct,LostBallTurnovers,PtsUnassisted3s,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SelfOReb,OffShortMidRangeReboundPct,SelfORebPct,Travels,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends,HeaveAttempts,LongMidRangePctBlocked,Defensive 3 Seconds Violations,BlockedLongMidRange,team_id,year,season,team_vs
123-133-136-1714-278,1610612740,"Robert Pack, David Wesley, P.J. Brown, Robert Traylor, Stacey Augmon","Pack, Wesley, Brown, Traylor, Augmon",123-133-136-1714-278,NOH,159.0,1,3.0,4.0,4.0,3.0,1.0,3.0,7.0,3.0,2.0,1.0,2.0,3.0,2.0,6.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.75,0.6666666666666666,1.0,1.0,1.0,63.39622641509434,19.25,27.333333333333332,14.0,26.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.5,0.4764333333333333,0.5128,0.43779999999999997,0.5,0.5,8.6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2003,2002-03,True
123-133-136-1884-2048,1610612740,"Robert Pack, David Wesley, P.J. Brown, Baron Davis, Jamaal Magloire","Pack, Wesley, Brown, Davis, Magloire",123-133-136-1884-2048,NOH,61.0,1,1.0,3.0,2.0,1.0,,,3.0,,,,,,1.0,1.0,5.0,,,,,,,,2.0,,,,,,,,,,,,,,,5.0,,,,,1.0,,,1.0,,,1.25,,,,,,,,,,,70.81967213114754,17.5,26.0,17.5,24.0,,,,,,,,,0.3661,,,,,7.3,,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2003,2002-03,True
123-133-136-2048-248,1610612740,"Robert Pack, David Wesley, P.J. Brown, Jamaal Magloire, George Lynch","Pack, Wesley, Brown, Magloire, Lynch",123-133-136-2048-248,NOH,257.0,1,4.0,-5.0,8.0,8.0,8.0,,16.0,,,,1.0,4.0,1.0,4.0,7.0,,,,1.0,4.0,7.0,,2.0,,,,,,1.0,3.0,,3.0,,,,3.0,,7.0,7.0,8.0,,,0.25,,0.25,0.25,,0.25,0.5,,0.5,1.0,,1.0,,,,,,89.64980544747083,17.125,15.0,17.125,15.0,,1.0,0.25,0.25,,,,,0.37385,,0.37385,,1.0,18.725,1.0,,,5.0,12.0,6.0,,,,,0.42857142857142855,,3.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2003,2002-03,True
123-133-136-2048-469,1610612740,"Robert Pack, David Wesley, P.J. Brown, Jamaal Magloire, Jamal Mashburn","Pack, Wesley, Brown, Magloire, Mashburn",123-133-136-2048-469,NOH,753.0,3,13.0,-6.0,22.0,23.0,5.0,3.0,45.0,8.0,1.0,2.0,,4.0,7.0,16.0,27.0,1.0,3.0,2.0,2.0,2.0,9.0,14.0,,7.0,10.0,,23.0,3.0,4.0,6.0,3.0,9.0,1.0,3.0,,6.0,,25.0,9.0,5.0,1.0,1.0,0.4375,0.3333333333333333,1.0,0.575,0.3333333333333333,1.1666666666666667,0.5909090909090909,0.3333333333333333,1.125,0.6666666666666666,0.3333333333333333,0.75,0.3,0.6666666666666666,0.25,,1.0,86.05577689243027,16.136363636363637,17.304347826086957,14.636363636363637,17.08695652173913,0.4,0.2,,,,0.3333333333333333,0.6666666666666666,0.6,0.5105675,0.4345333333333334,0.5921166666666667,0.07407407407407407,0.3333333333333333,7.00625,0.22727272727272727,2.0,4.0,4.0,33.0,5.0,,0.2,0.5,0.5,0.047619047619047616,,1.0,2.0,2.0,3.0,1.0,,1.0,0.6666666666666666,1.0,1.0,0.058823529411764705,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,9.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.2,0.125,0.25,0.6666666666666666,0.625,0.8333333333333334,1.0,1.0,0.1,0.5,0.5,1.0,0.1,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,23.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2003,2002-03,True
123-133-1714-2048-469,1610612740,"Robert Pack, David Wesley, Robert Traylor, Jamaal Magloire, Jamal Mashburn","Pack, Wesley, Traylor, Magloire, Mashburn",123-133-1714-2048-469,NOH,125.0,1,2.0,2.0,4.0,3.0,,1.0,7.0,2.0,1.0,,,1.0,2.0,3.0,6.0,1.0,1.0,2.0,,,,2.0,2.0,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,4.0,,,0.5,1.0,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.6,1.0,,,,,,,,,,80.64,16.75,19.333333333333332,16.5,19.333333333333332,0.6666666666666666,0.3333333333333333,,,,1.0,,0.6666666666666666,0.5667666666666666,0.4759,,0.3333333333333333,,5.8,,,,2.0,4.0,4.0,,,,,0.4,,3.0,,,,2.0,,,,,,0.4,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2003,2002-03,True
123-133-1714-248-469,1610612740,"Robert Pack, David Wesley, Robert Traylor, George Lynch, Jamal Mashburn","Pack, Wesley, Traylor, Lynch, Mashburn",123-133-1714-248-469,NOH,179.0,1,3.0,-5.0,6.0,6.0,6.0,,12.0,2.0,,2.0,,,1.0,3.0,3.0,,,,1.0,3.0,3.0,2.0,,1.0,1.0,,2.0,,1.0,3.0,,3.0,1.0,1.0,,2.0,,3.0,3.0,6.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.25,,0.25,0.3,,0.3,0.5,,0.6666666666666666,,,,1.0,,96.53631284916202,15.666666666666666,14.166666666666666,15.666666666666666,14.166666666666666,0.5,,,,,,0.5,0.75,0.491825,,0.491825,,1.0,3.966666666666667,1.0,,1.0,1.0,8.0,2.0,,0.25,,,,,6.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,0.25,,,,0.5,0.5,1.0,,,,,,0.25,,,,0.5,,,,25.2,,,,,,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2003,2002-03,True
123-133-2040-2048-469,1610612740,"Robert Pack, David Wesley, Jerome Moiso, Jamaal Magloire, Jamal Mashburn","Pack, Wesley, Moiso, Magloire, Mashburn",123-133-2040-2048-469,NOH,326.0,1,5.0,11.0,10.0,10.0,6.0,,20.0,2.0,,2.0,2.0,2.0,5.0,5.0,19.0,,,,3.0,3.0,11.0,2.0,8.0,1.0,3.0,1.0,8.0,,4.0,5.0,,5.0,,,,1.0,,19.0,11.0,6.0,0.2,0.2,1.0,,1.0,1.0,,0.9,0.95,,0.9166666666666666,0.8,,0.8333333333333334,,,,0.5,1.0,88.34355828220859,14.2,18.4,14.2,18.1,0.25,0.25,1.0,1.0,0.5,,0.4,0.625,0.50785625,,0.51537,,0.5789473684210527,8.72,0.6,1.0,1.0,3.0,8.0,4.0,,0.125,1.0,1.0,0.1111111111111111,,10.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,0.16666666666666666,2.0,2.0,,,,,2.0,3.0,2.0,3.0,1.0,2.0,6.0,3.0,2.0,,2.0,2.0,,,,1.0,,1.0,,,,,1.0,,1.0,0.6666666666666666,0.5,0.6666666666666666,0.375,,,,1.0,1.0,,,,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,1.0,,,0.6666666666666666,24.766666666666666,,,,,,2.0,,,,0.4,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2003,2002-03,True
123-136-1714-1884-2042,1610612740,"Robert Pack, P.J. Brown, Robert Traylor, Baron Davis, Courtney Alexander","Pack, Brown, Traylor, Davis, Alexander",123-136-1714-1884-2042,NOH,24.0,1,,2.0,2.0,1.0,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,180.0,3.0,18.0,3.0,18.0,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2003,2002-03,True
123-136-1714-2042-248,1610612740,"Robert Pack, P.J. Brown, Robert Traylor, Courtney Alexander, George Lynch","Pack, Brown, Traylor, Alexander, Lynch",123-136-1714-2042-248,NOH,70.0,1,1.0,-4.0,1.0,2.0,,,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.71428571428571,41.0,14.5,41.0,14.0,,1.0,,,,,,,0.3881,,,,,15.6,,,,,4.0,2.0,,,,,0.5,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2003,2002-03,True
123-136-1884-248-469,1610612740,"Robert Pack, P.J. Brown, Baron Davis, George Lynch, Jamal Mashburn","Pack, Brown, Davis, Lynch, Mashburn",123-136-1884-248-469,NOH,9.0,1,,,1.0,1.0,1.0,,2.0,,,,,,,,2.0,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,,,2.0,2.0,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,320.0,1.0,8.0,1.0,8.0,,,,,,,,,,,,,1.0,,1.0,,,2.0,2.0,2.0,,,,,,,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2003,2002-03,True
