EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,ShootingFouls,Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffAtRimReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,OffThreePtRebounds,DefThreePtRebounds,FTA,TwoPtShootingFoulsDrawn,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimAssists,Steals,BadPassSteals,BadPassTurnovers,AtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,PenaltyFtPoints,Corner3Assists,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedAtRim,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceFg3Pct,DefAtRimReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,2pt And 1 Free Throw Trips,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,RecoveredBlocks,Defensive 3 Seconds Violations,BlocksRecoveredPct,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,ShortMidRangeAssists,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ShortMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,ShortMidRangePctBlocked,LostBallSteals,SecondChanceTurnovers,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,DefensiveGoaltends,DefCorner3ReboundPct,SecondChanceCorner3FGA,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PtsUnassisted3s,Travels,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,team_id,year,season,team_vs
1114-121-146-1607-690,1610612753,"Jaren Jackson, Patrick Ewing, Jud Buechler, Troy Hudson, Don Reid","Jackson, Ewing, Buechler, Hudson, Reid",1114-121-146-1607-690,ORL,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2002,2001-02,False
1114-121-1503-1607-1727,1610612753,"Jaren Jackson, Patrick Ewing, Tracy McGrady, Troy Hudson, Pat Garrity","Jackson, Ewing, McGrady, Hudson, Garrity",1114-121-1503-1607-1727,ORL,88.0,1,1.0,-2.0,4.0,4.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,130.9090909090909,12.5,9.5,12.5,9.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4507333333333334,0.4507333333333334,1.0,9.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2002,2001-02,False
1114-121-1607-42-690,1610612753,"Jaren Jackson, Patrick Ewing, Troy Hudson, Monty Williams, Don Reid","Jackson, Ewing, Hudson, Williams, Reid",1114-121-1607-42-690,ORL,138.0,2,2.0,3.0,4.0,5.0,1.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,3.0,1.0,1.0,2.0,,,,,,,1.0,2.0,3.0,1.0,1.0,1.0,,4.0,2.0,1.0,,,0.75,1.0,0.75,1.0,0.75,1.0,,,1.0,1.0,93.91304347826087,13.75,16.6,13.75,16.6,0.5,0.25,0.25,1.0,1.0,,1.0,0.5,0.4904,0.6076,0.3333333333333333,6.575,0.25,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5503,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2002,2001-02,False
1114-1607-1727-42-692,1610612753,"Jaren Jackson, Troy Hudson, Pat Garrity, Monty Williams, Andrew DeClercq","Jackson, Hudson, Garrity, Williams, DeClercq",1114-1607-1727-42-692,ORL,29.0,1,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,99.3103448275862,6.0,23.0,6.0,23.0,1.0,,,,,,1.0,1.0,0.7312,0.7312,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2002,2001-02,False
121-146-1607-2034-690,1610612753,"Patrick Ewing, Jud Buechler, Troy Hudson, Mike Miller, Don Reid","Ewing, Buechler, Hudson, Miller, Reid",121-146-1607-2034-690,ORL,253.0,1,4.0,-5.0,6.0,7.0,2.0,2.0,13.0,4.0,,1.0,,,1.0,5.0,5.0,10.0,,,3.0,,2.0,,1.0,,3.0,,1.0,2.0,,,,,5.0,3.0,2.0,,,0.2,,0.35714285714285715,0.75,0.35714285714285715,0.75,0.4,0.5,,,73.99209486166008,21.333333333333332,17.857142857142858,21.333333333333332,17.857142857142858,0.5714285714285714,0.14285714285714285,,,,,,0.8571428571428571,0.4768,0.369,0.6,2.12,0.3333333333333333,,1.0,,,,,,,2.0,,1.0,1.0,1.0,,2.0,4.0,,,,0.5,0.25,0.5,0.2,,,,0.25,0.5,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.2857142857142857,0.3333333333333333,0.5,0.2857142857142857,0.5,0.5,1.0,1.0,0.5,0.5,29.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2002,2001-02,False
121-146-1607-2034-692,1610612753,"Patrick Ewing, Jud Buechler, Troy Hudson, Mike Miller, Andrew DeClercq","Ewing, Buechler, Hudson, Miller, DeClercq",121-146-1607-2034-692,ORL,77.0,1,1.0,,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,,56.1038961038961,31.0,23.0,29.0,23.0,0.5,,,,,,0.5,1.0,0.55155,0.55155,,,1.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,0.5,,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,0.5,,,0.5,,,,0.5,,,27.1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2002,2001-02,False
121-146-1607-42-690,1610612753,"Patrick Ewing, Jud Buechler, Troy Hudson, Monty Williams, Don Reid","Ewing, Buechler, Hudson, Williams, Reid",121-146-1607-42-690,ORL,229.0,1,4.0,7.0,8.0,7.0,,7.0,15.0,4.0,,,3.0,3.0,6.0,7.0,12.0,5.0,,,,6.0,,3.0,3.0,1.0,6.0,,3.0,3.0,1.0,,1.0,,12.0,,,0.5,0.5,0.8571428571428571,,0.8571428571428571,,0.8571428571428571,,,,1.0,,94.32314410480349,13.375,17.428571428571427,13.375,17.428571428571427,0.5714285714285714,,0.42857142857142855,1.0,1.0,0.3333333333333333,,0.5714285714285714,0.5069714285714285,,,7.6571428571428575,,,3.0,,,,,,,6.0,,,2.0,,,,,,,,1.0,,1.0,,,1.0,,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,2.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2002,2001-02,False
121-1503-1607-1727-2034,1610612753,"Patrick Ewing, Tracy McGrady, Troy Hudson, Pat Garrity, Mike Miller","Ewing, McGrady, Hudson, Garrity, Miller",121-1503-1607-1727-2034,ORL,369.0,3,6.0,-2.0,11.0,11.0,8.0,6.0,22.0,1.0,,2.0,1.0,1.0,2.0,4.0,12.0,14.0,,1.0,8.0,2.0,,1.0,3.0,1.0,8.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,10.0,8.0,8.0,0.5,0.5,0.5,,0.625,0.75,0.6666666666666666,0.8,,,1.0,1.0,85.85365853658536,15.727272727272727,17.818181818181817,14.454545454545455,15.545454545454545,0.125,0.25,0.125,1.0,1.0,1.0,,0.625,0.45586875,0.470625,0.6666666666666666,7.7,0.7272727272727273,1.0,1.0,,,,1.0,1.0,2.0,2.0,,,1.0,1.0,,3.0,4.0,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.25,,0.5,,1.0,1.0,,,,,0.16666666666666666,1.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,6.0,3.0,1.0,2.0,1.0,,,,,1.0,0.5,0.6666666666666666,0.5,0.5,,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.3333333333333333,24.775,1.0,,2.0,,,0.5,0.5,,,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2002,2001-02,False
121-1503-1607-1727-353,1610612753,"Patrick Ewing, Tracy McGrady, Troy Hudson, Pat Garrity, Darrell Armstrong","Ewing, McGrady, Hudson, Garrity, Armstrong",121-1503-1607-1727-353,ORL,197.0,2,3.0,-8.0,6.0,6.0,2.0,4.0,12.0,1.0,,,2.0,3.0,2.0,4.0,5.0,13.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,,,1.0,1.0,1.0,1.0,,5.0,2.0,2.0,1.0,1.0,0.5,1.0,0.4,0.5,0.4166666666666667,0.5,0.25,1.0,1.0,,87.71573604060914,18.666666666666668,14.166666666666666,18.666666666666668,13.833333333333334,0.2,,0.6,0.6666666666666666,0.6666666666666666,1.0,,0.4,0.43423999999999996,0.4233,0.4,14.175,0.3333333333333333,,,,,,,,,,,1.0,,1.0,,1.0,3.0,,,,,0.5,,0.3333333333333333,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,0.2,1.0,,0.2,,,,0.5,,,25.2,,,2.0,1.0,,,,,0.16666666666666666,0.2,,,,,,,,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2002,2001-02,False
121-1503-1607-1727-42,1610612753,"Patrick Ewing, Tracy McGrady, Troy Hudson, Pat Garrity, Monty Williams","Ewing, McGrady, Hudson, Garrity, Williams",121-1503-1607-1727-42,ORL,268.0,1,4.0,1.0,7.0,7.0,3.0,,14.0,2.0,1.0,,,2.0,,4.0,8.0,7.0,,3.0,2.0,,1.0,,1.0,,3.0,,4.0,7.0,,,1.0,,5.0,2.0,3.0,,,,,0.25,,0.4444444444444444,0.2,0.25,0.5,,,75.22388059701493,19.285714285714285,19.0,15.285714285714286,19.0,0.3333333333333333,,0.3333333333333333,,,,0.25,0.6666666666666666,0.5107499999999999,0.4763,0.25,8.7,0.42857142857142855,2.0,,,1.0,,,2.0,3.0,,,2.0,3.0,3.0,,,1.0,,0.5,0.5,1.0,0.5,1.0,0.6,,,,,,0.3333333333333333,,,0.4618,0.375,1.0,2.0,,1.0,1.0,2.0,,1.0,3.0,2.0,1.0,1.0,1.0,,,,,1.0,0.5,,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.25,,0.5,25.8,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.42857142857142855,,,,,,,,,,5.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2002,2001-02,False
