EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyFG2M,PenaltyPoints,LongMidRangeAssists,FTDefRebounds,LostBallTurnovers,BlockedLongMidRange,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsPutbacks,BadPassSteals,Loose Ball Fouls,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Corner3FGM,PenaltyCorner3FGM,SelfOReb,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Corner3Assists,OffCorner3ReboundPct,Corner3PctAssisted,HeaveMakes,HeaveAttempts,Clear Path Fouls,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,FoulsDrawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
133-136-1714-1884-1924,1610612766,"David Wesley, P.J. Brown, Robert Traylor, Baron Davis, Lee Nailon","Wesley, Brown, Traylor, Davis, Nailon",133-136-1714-1884-1924,CHH,376.0,4,6.0,-7.0,12.0,14.0,3.0,11.0,2.0,26.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,7.0,1.0,3.0,9.0,16.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,6.0,2.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,1.0,0.375,1.0,0.45,1.0,0.125,0.14285714285714285,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,0.4,1.0,0.3333333333333333,1.0,1.0,1.0,99.57446808510639,1.0,14.083333333333334,14.785714285714286,11.5,14.785714285714286,0.375,0.6666666666666666,1.0,1.0,0.5,0.25,0.25,0.125,0.3333333333333333,0.3333333333333333,0.5,0.50076875,0.4079,0.45061666666666667,0.2,0.2222222222222222,0.2222222222222222,9.299999999999999,24.9,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,False
133-136-1714-1884-278,1610612766,"David Wesley, P.J. Brown, Robert Traylor, Baron Davis, Stacey Augmon","Wesley, Brown, Traylor, Davis, Augmon",133-136-1714-1884-278,CHH,316.0,2,5.0,7.0,10.0,10.0,9.0,10.0,2.0,20.0,3.0,5.0,5.0,2.0,4.0,1.0,1.0,5.0,9.0,1.0,,10.0,3.0,1.0,1.0,2.0,9.0,1.0,8.0,2.0,1.0,1.0,4.0,4.0,2.0,8.0,2.0,2.0,3.0,6.0,2.0,8.0,1.0,,1.0,2.0,1.0,2.0,3.0,3.0,,2.0,1.0,1.0,,1.0,1.0,8.0,9.0,,0.8,0.8,0.5555555555555556,1.0,0.5,1.0,0.45454545454545453,1.0,0.1,0.1111111111111111,0.2,0.5,0.6,0.6666666666666666,1.0,0.7142857142857143,0.5,1.0,0.5,,1.0,1.0,91.13924050632912,1.0,17.9,13.7,14.9,13.3,0.5,0.6,0.75,0.6666666666666666,0.4,0.5,0.5,0.1,0.5,0.1,0.6,0.45859500000000003,0.5416,0.45859500000000003,0.09090909090909091,0.1,0.2,7.699999999999999,26.3,0.9,1.0,1.0,3.0,5.0,10.0,2.0,1.0,1.0,1.0,1.0,10.0,0.5555555555555556,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,False
133-136-1714-1884-469,1610612766,"David Wesley, P.J. Brown, Robert Traylor, Baron Davis, Jamal Mashburn","Wesley, Brown, Traylor, Davis, Mashburn",133-136-1714-1884-469,CHH,1490.0,9,25.0,-3.0,51.0,48.0,14.0,33.0,3.0,99.0,8.0,13.0,3.0,5.0,12.0,6.0,2.0,16.0,32.0,7.0,7.0,45.0,48.0,,2.0,,7.0,3.0,20.0,12.0,6.0,2.0,10.0,10.0,6.0,20.0,2.0,3.0,14.0,17.0,4.0,21.0,7.0,3.0,4.0,11.0,1.0,2.0,6.0,14.0,2.0,12.0,4.0,3.0,2.0,3.0,2.0,45.0,14.0,4.0,0.625,0.625,0.5,,0.48717948717948717,,0.5,,0.1794871794871795,0.0625,0.15384615384615385,0.6363636363636364,0.875,0.125,0.42857142857142855,0.7391304347826086,0.15,,0.2857142857142857,0.5,1.0,0.4,95.6778523489933,0.6666666666666666,14.882352941176471,15.229166666666666,14.392156862745098,14.25,0.3333333333333333,0.6153846153846154,0.7272727272727273,0.75,0.3076923076923077,0.4166666666666667,0.4166666666666667,0.15384615384615385,0.3,0.2,0.5128205128205128,0.4885871794871795,0.5075500000000001,0.487945,0.09523809523809523,0.11428571428571428,,9.203125,25.785714285714285,0.27450980392156865,,1.0,2.0,4.0,14.0,3.0,,4.0,,,14.0,0.5714285714285714,0.55,0.5384615384615384,,0.5,0.6,0.3333333333333333,,,0.6666666666666666,0.3111111111111111,3.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.25,0.25,1.0,0.1794871794871795,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.02564102564102564,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,False
133-136-1714-248-469,1610612766,"David Wesley, P.J. Brown, Robert Traylor, George Lynch, Jamal Mashburn","Wesley, Brown, Traylor, Lynch, Mashburn",133-136-1714-248-469,CHH,45.0,1,1.0,1.0,2.0,1.0,2.0,1.0,,3.0,,,,,1.0,,,,1.0,,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,2.0,2.0,,,,,,,,0.5,,,,,,,,,,,,,,,,96.0,,19.0,7.0,19.0,7.0,,,,,1.0,,,,,,,0.3572,,0.3572,,,,14.1,,1.0,,,,,2.0,,,,,,2.0,,,0.5,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,False
133-136-1714-278-469,1610612766,"David Wesley, P.J. Brown, Robert Traylor, Stacey Augmon, Jamal Mashburn","Wesley, Brown, Traylor, Augmon, Mashburn",133-136-1714-278-469,CHH,225.0,3,4.0,2.0,6.0,8.0,5.0,6.0,1.0,14.0,1.0,2.0,2.0,,,1.0,1.0,2.0,3.0,1.0,4.0,8.0,6.0,,,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,2.0,3.0,1.0,4.0,,,1.0,1.0,,1.0,2.0,2.0,,4.0,,1.0,,1.0,1.0,6.0,5.0,,0.5,0.5,0.6666666666666666,,0.5,,0.6666666666666666,1.0,0.25,,,,0.6666666666666666,,,0.6666666666666666,0.5,,,1.0,,,89.6,1.0,20.833333333333332,12.5,18.5,12.5,0.5,0.5,0.5,1.0,,,,0.25,0.6666666666666666,0.3333333333333333,0.75,0.5003,,0.5456666666666666,,,0.25,3.966666666666667,26.7,0.8333333333333334,,,1.0,1.0,6.0,,1.0,,,,6.0,0.5,0.3333333333333333,0.6,1.0,,,,,,0.5,0.75,1.0,1.0,,,,,,,,,4.0,,,,1.0,,,,,,,,2.0,1.0,,,,,1.0,1.0,0.5,0.25,1.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,False
133-136-1724-1884-1924,1610612766,"David Wesley, P.J. Brown, Bryce Drew, Baron Davis, Lee Nailon","Wesley, Brown, Drew, Davis, Nailon",133-136-1724-1884-1924,CHH,51.0,2,1.0,-2.0,2.0,2.0,1.0,2.0,,4.0,,,,,,1.0,1.0,,,1.0,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,112.94117647058823,,13.5,12.0,13.5,12.0,,,,,,,,1.0,,1.0,1.0,0.3369,,0.3369,,,,,25.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,False
133-136-1724-1884-2048,1610612766,"David Wesley, P.J. Brown, Bryce Drew, Baron Davis, Jamaal Magloire","Wesley, Brown, Drew, Davis, Magloire",133-136-1724-1884-2048,CHH,53.0,1,1.0,2.0,2.0,2.0,,2.0,,4.0,1.0,1.0,,,,,,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,2.0,2.0,,2.0,,,1.0,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,108.67924528301887,1.0,2.5,24.0,2.5,24.0,1.0,1.0,1.0,,,,,,,,1.0,0.8418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,False
133-136-1724-1884-248,1610612766,"David Wesley, P.J. Brown, Bryce Drew, Baron Davis, George Lynch","Wesley, Brown, Drew, Davis, Lynch",133-136-1724-1884-248,CHH,45.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,,4.0,,,,,1.0,1.0,1.0,,1.0,1.0,,3.0,4.0,,,,1.0,1.0,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,0.75,,0.75,,0.5,,,,,,,,,,,,,,128.0,,10.0,12.5,10.0,12.5,,,,,0.5,,,0.5,,0.5,0.5,0.346825,,0.346825,,,,19.6,26.3,1.0,,,,,3.0,,,,,,3.0,,0.75,0.75,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,False
133-136-1724-1884-278,1610612766,"David Wesley, P.J. Brown, Bryce Drew, Baron Davis, Stacey Augmon","Wesley, Brown, Drew, Davis, Augmon",133-136-1724-1884-278,CHH,47.0,2,1.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,,,,,,3.0,3.0,,,3.0,,6.0,3.0,,,3.0,,3.0,,,3.0,,,2.0,,6.0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,3.0,2.0,1.0,,,,,1.0,1.5,1.0,1.5,1.0,,,1.0,,,,,1.0,,,,,,153.19148936170214,,12.5,7.333333333333333,11.5,7.333333333333333,,,,,,,,1.0,,1.0,1.0,0.4093,0.38505,0.4093,,,0.5,,26.03333333333333,1.0,,,,,6.0,,,,,,6.0,,1.0,1.0,,,,,,,,1.0,,,,,2.0,1.0,2.0,2.0,1.0,2.0,,,2.0,,1.0,,1.0,1.0,,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,1.0,1.0,,,,,,,0.6666666666666666,1.0,1.0,,0.6666666666666666,0.6666666666666666,,,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,False
133-136-1724-1884-672,1610612766,"David Wesley, P.J. Brown, Bryce Drew, Baron Davis, Matt Bullard","Wesley, Brown, Drew, Davis, Bullard",133-136-1724-1884-672,CHH,138.0,1,2.0,-5.0,4.0,4.0,,,,8.0,,1.0,,,1.0,2.0,,,2.0,2.0,,3.0,8.0,,,,,,,,2.0,1.0,,1.0,,3.0,,,,1.0,,1.0,,,,,,,2.0,2.0,,,,,,,,3.0,,,,,,,0.375,,0.375,,0.5,0.5,1.0,,,,,,,,,,,,83.47826086956522,,13.0,21.5,13.0,15.25,0.25,,,,0.25,,,0.5,,,0.75,0.4715375,,,,,,8.1,28.7,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,0.5,0.5,,,,0.5,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2002,2001-02,False
