EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Corner3FGA,FG2M,FG2A,PtsAssisted2s,TwoPtAssists,AtRimAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Avg2ptShotDistance,LongMidRangeFGA,HeaveAttempts,FTDefRebounds,DefFTReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,OffRebounds,Steals,LostBallSteals,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,LongMidRangeAssists,BadPassSteals,DeadBallTurnovers,Travels,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceTsPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChancePointsPct,SecondChanceAtRimFGA,OffThreePtRebounds,Loose Ball Fouls,NonShootingFoulsDrawn,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceTurnovers,PenaltyCorner3FGA,SelfOReb,SelfORebPct,PenaltyCorner3Frequency,Offensive Fouls,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PtsPutbacks,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffArc3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,2pt And 1 Free Throw Trips,DefensiveGoaltends,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,3SecondViolations,LongMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
109-1741-1904-2130-782,1610612747,"Robert Horry, Jelani McCoy, Devean George, Mike Penberthy, Mitch Richmond","Horry, McCoy, George, Penberthy, Richmond",109-1741-1904-2130-782,LAL,47.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.0,122.55319148936171,12.0,11.5,12.0,11.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4554,0.4554,1.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1741-1904-216-782,1610612747,"Robert Horry, Jelani McCoy, Devean George, Brian Shaw, Mitch Richmond","Horry, McCoy, George, Shaw, Richmond",109-1741-1904-216-782,LAL,139.0,1,2.0,,4.0,5.0,,,9.0,,1.0,,,,2.0,2.0,2.0,,,,,1.0,,,1.0,,2.0,,,,,,,2.0,,,,,,,0.25,,0.25,,0.5,,93.23741007194243,15.5,15.4,15.5,15.4,0.25,,,,,,0.75,,0.48555,,,25.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,0.25,1.0,1.0,1.0,0.25,0.25,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1741-1904-216-965,1610612747,"Robert Horry, Jelani McCoy, Devean George, Brian Shaw, Derek Fisher","Horry, McCoy, George, Shaw, Fisher",109-1741-1904-216-965,LAL,148.0,2,2.0,-1.0,3.0,5.0,1.0,,8.0,,3.0,,2.0,,3.0,,1.0,,2.0,,,2.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,0.75,,77.83783783783784,17.333333333333332,19.2,17.333333333333332,19.0,0.75,,,,1.0,,0.75,,0.4387666666666667,0.4194,,39.36666666666667,0.3333333333333333,,,,,,1.0,,,,1.0,3.0,5.0,5.0,,,,0.75,1.0,0.8,1.0,1.0,,,,,,,18.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1741-1904-216-977,1610612747,"Robert Horry, Jelani McCoy, Devean George, Brian Shaw, Kobe Bryant","Horry, McCoy, George, Shaw, Bryant",109-1741-1904-216-977,LAL,420.0,2,7.0,3.0,11.0,10.0,5.0,5.0,21.0,,2.0,,2.0,1.0,3.0,16.0,13.0,,2.0,5.0,3.0,2.0,,1.0,5.0,,11.0,1.0,1.0,1.0,,2.0,5.0,16.0,5.0,5.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.25,0.5384615384615384,0.4166666666666667,0.2727272727272727,1.0,72.0,19.818181818181817,20.2,17.272727272727273,19.9,0.18181818181818182,,,,0.5,,0.5454545454545454,,0.4830363636363636,0.5144375,0.3125,25.066666666666666,0.45454545454545453,3.0,3.0,3.0,1.0,4.0,8.0,8.0,4.0,3.0,1.0,,2.0,5.0,1.0,1.0,0.5,,1.0,0.25,,1.0,0.2727272727272727,1.0,1.0,1.0,0.2727272727272727,0.09090909090909091,7.1375,2.0,,1.0,1.0,,0.18181818181818182,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,0.5,0.125,0.3333333333333333,1.0,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,1.0,0.45766666666666667,0.15384615384615385,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1741-1904-283-977,1610612747,"Robert Horry, Jelani McCoy, Devean George, Lindsey Hunter, Kobe Bryant","Horry, McCoy, George, Hunter, Bryant",109-1741-1904-283-977,LAL,531.0,3,9.0,2.0,17.0,18.0,3.0,11.0,35.0,,1.0,,,,1.0,17.0,15.0,,,5.0,,1.0,,,5.0,,10.0,1.0,1.0,3.0,1.0,2.0,4.0,16.0,5.0,3.0,,,,,0.5,0.6666666666666666,0.5,0.625,0.0625,0.3333333333333333,94.91525423728814,13.235294117647058,17.0,12.882352941176471,13.444444444444445,0.0625,,,,,,0.375,,0.47275,0.4200333333333333,0.29411764705882354,25.1,0.17647058823529413,4.0,5.0,2.0,,8.0,15.0,10.0,5.0,2.0,2.0,5.0,7.0,9.0,0.625,0.625,0.5333333333333333,0.7142857142857143,0.6666666666666666,0.7,0.5,1.0,0.3125,0.8,0.8,0.5,0.125,,10.326666666666666,8.0,,,,1.0,0.5,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,3.0,1.0,,,,2.0,,2.0,4.0,2.0,2.0,,1.0,0.6666666666666666,,,,0.2857142857142857,0.25,,0.4,0.5,0.5,,,,,,0.3333333333333333,1.0,0.4246,0.058823529411764705,0.0625,3.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,1.0,0.375,0.375,1.0,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1741-1904-782-965,1610612747,"Robert Horry, Jelani McCoy, Devean George, Mitch Richmond, Derek Fisher","Horry, McCoy, George, Richmond, Fisher",109-1741-1904-782-965,LAL,171.0,2,3.0,2.0,5.0,5.0,3.0,,10.0,,,,,,1.0,5.0,3.0,,,5.0,,,,,1.0,,2.0,,,,,,2.0,5.0,5.0,3.0,,,,,0.2857142857142857,1.0,0.3125,0.8333333333333334,0.14285714285714285,,84.21052631578947,17.8,16.4,12.4,16.4,,,,,,,0.5714285714285714,,0.46314285714285713,0.49675,1.0,24.4,0.6,1.0,3.0,,1.0,2.0,6.0,2.0,1.0,,1.0,1.0,3.0,6.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.5,,,0.14285714285714285,11.316666666666668,3.0,,1.0,1.0,,0.42857142857142855,2.0,1.0,1.0,,,,1.0,3.0,,2.0,2.0,1.0,1.0,,,2.0,,3.0,1.0,,2.0,,,1.0,0.16666666666666666,,,0.5,0.6,,0.5,,,,,,,,0.5,1.0,0.4376,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1741-1904-782-977,1610612747,"Robert Horry, Jelani McCoy, Devean George, Mitch Richmond, Kobe Bryant","Horry, McCoy, George, Richmond, Bryant",109-1741-1904-782-977,LAL,85.0,1,1.0,,3.0,4.0,3.0,4.0,7.0,,,,,,,4.0,4.0,,,4.0,,,,,1.0,,2.0,1.0,,1.0,1.0,,1.0,4.0,4.0,3.0,,,,,1.0,1.0,1.0,1.0,,1.0,118.58823529411764,9.0,14.5,9.0,14.5,,,,,,,0.5,,0.62275,0.62275,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,,,0.5,0.5,1.0,,,,,,0.5,1.0,1.0,1.0,0.5,,4.3,,,,,,,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,0.5,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1741-1904-965-977,1610612747,"Robert Horry, Jelani McCoy, Devean George, Derek Fisher, Kobe Bryant","Horry, McCoy, George, Fisher, Bryant",109-1741-1904-965-977,LAL,241.0,3,4.0,4.0,8.0,8.0,4.0,4.0,16.0,,,,,,,10.0,6.0,,,6.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,10.0,6.0,4.0,,,,,0.6666666666666666,1.0,0.7142857142857143,1.0,,1.0,95.60165975103735,14.0,16.125,13.75,16.125,,,,,,,0.16666666666666666,,0.44575000000000004,0.38815,0.6,,0.5,1.0,1.0,,,4.0,6.0,,,,1.0,2.0,3.0,3.0,,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,,,14.933333333333332,5.0,,,,,0.8333333333333334,1.0,,,,,,2.0,,,2.0,2.0,2.0,,,,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,0.14285714285714285,0.14285714285714285,3.0,,,8.0,,,,,,,,,,,,,0.6,0.6,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1741-216-283-296,1610612747,"Robert Horry, Jelani McCoy, Brian Shaw, Lindsey Hunter, Rick Fox","Horry, McCoy, Shaw, Hunter, Fox",109-1741-216-283-296,LAL,159.0,1,3.0,5.0,5.0,5.0,5.0,,10.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,,,,,,7.0,7.0,5.0,1.0,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.3333333333333333,,90.56603773584906,12.8,19.0,12.4,19.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,0.6666666666666666,1.0,0.514675,0.514675,1.0,24.35,1.0,2.0,2.0,,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,,0.16666666666666666,9.125,2.0,,,,,0.3333333333333333,1.0,2.0,2.0,,,,,1.0,,2.0,4.0,,,,,1.0,,1.0,1.0,,,,,0.5,,,,1.0,0.5,,1.0,,,,,,,,0.3333333333333333,1.0,0.2368,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
109-1741-216-296-965,1610612747,"Robert Horry, Jelani McCoy, Brian Shaw, Rick Fox, Derek Fisher","Horry, McCoy, Shaw, Fox, Fisher",109-1741-216-296-965,LAL,84.0,1,1.0,4.0,3.0,2.0,,,5.0,1.0,2.0,,,1.0,2.0,6.0,2.0,,,,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,6.0,,,1.0,0.5,,0.5,0.75,,0.8333333333333334,,1.0,,85.71428571428572,17.0,16.5,17.0,16.5,1.0,0.5,0.5,1.0,,,1.0,0.5,0.4662,,,27.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2002,2001-02,True
