EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedArc3,OffensiveGoaltends,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
101109-1952-2222-2564-2731,1610612766,"Raymond Felton, Raja Bell, Gerald Wallace, Boris Diaw, Emeka Okafor","Felton, Bell, Wallace, Diaw, Okafor",101109-1952-2222-2564-2731,CHA,48591.0,40,810.0,-119.0,1518.0,1509.0,220.0,239.0,166.0,3027,254.0,473.0,58.0,107.0,36.0,70.0,81.0,229.0,140.0,344.0,31.0,81.0,3.0,9.0,8.0,17.0,81.0,213.0,5.0,9.0,11.0,28.0,475.0,1046.0,112.0,294.0,253.0,1539.0,1658.0,76.0,147.0,8.0,18.0,25.0,201.0,59.0,141.0,19.0,45.0,71.0,246.0,456.0,494.0,288.0,48.0,90.0,1.0,212.0,81.0,99.0,2.0,228.0,96.0,324.0,67.0,29.0,124.0,32.0,72.0,744.0,36.0,156.0,6.0,96.0,371.0,38.0,505.0,198.0,703.0,23.0,124.0,87.0,37.0,117.0,23.0,71.0,118.0,14.0,46.0,6.0,21.0,235.0,15.0,22.0,149.0,325.0,18.0,33.0,288.0,21.0,30.0,324.0,20.0,8.0,136.0,2.0,29.0,95.0,75.0,2.0,18.0,95.0,57.0,6.0,3.0,7.0,1338.0,246.0,220.0,25.0,26.0,0.48,0.5302325581395348,0.8571428571428571,0.38095238095238093,0.4444444444444444,0.4222222222222222,0.3822525597269625,0.4541108986615679,0.5170068027210885,0.41843971631205673,0.4798507462686567,0.5333333333333333,0.47043010752688175,0.5151311365164761,0.5552486187845304,0.5280172413793104,0.21940298507462686,0.006802721088435374,0.09464627151051626,0.17124735729386892,0.0611353711790393,0.011627906976744186,0.009389671361502348,0.4978723404255319,0.8085106382978723,0.16666666666666666,0.7134615384615385,0.2741652021089631,0.6857142857142857,0.2033898305084746,0.7075757575757575,0.257372654155496,0.3853211009174312,0.2635135135135135,0.1625615763546798,0.21875,0.16326530612244897,0.6621004566210046,0.7016129032258065,0.7853107344632768,0.6703296703296703,0.7142857142857143,0.03565891472868217,89.70550101870717,0.6,15.687088274044795,16.420145791915175,15.017786561264822,15.572564612326044,0.3529850746268657,0.5369978858350951,0.6479591836734694,0.4881889763779528,0.1708955223880597,0.3537117903930131,0.3767441860465116,0.3950617283950617,0.25671641791044775,0.4069767441860465,0.4117647058823529,0.5142857142857142,0.06044776119402985,0.38271604938271603,0.38271604938271603,0.9354838709677419,0.15895522388059702,0.38028169014084506,0.38388625592417064,0.8271604938271605,0.6484848484848484,0.5420560747663551,0.10344827586206896,0.05454545454545454,0.3333333333333333,0.6666666666666666,0.05454545454545454,0.5555555555555556,0.8,0.3763440860215054,0.5142857142857142,0.0913978494623656,0.47058823529411764,0.15053763440860216,0.39285714285714285,0.5723880597014925,0.38207547169811323,0.5055778400597908,0.5383923611111111,0.48648709677419355,0.09465020576131687,0.11703958691910499,0.006756756756756757,0.13060428849902533,0.15984405458089668,8.204588910133843,25.231972789115645,0.14492753623188406,,,,,,,1610612766,2009,2008-09,True
101109-201571-2222-2564-2731,1610612766,"Raymond Felton, D.J. Augustin, Gerald Wallace, Boris Diaw, Emeka Okafor","Felton, Augustin, Wallace, Diaw, Okafor",101109-201571-2222-2564-2731,CHA,11792.0,26,197.0,-39.0,354.0,356.0,93.0,105.0,56.0,710,57.0,103.0,16.0,25.0,11.0,24.0,23.0,54.0,33.0,86.0,11.0,29.0,3.0,4.0,4.0,7.0,17.0,53.0,1.0,5.0,4.0,13.0,113.0,243.0,28.0,82.0,72.0,382.0,421.0,19.0,40.0,4.0,9.0,9.0,59.0,25.0,58.0,8.0,20.0,37.0,111.0,106.0,120.0,72.0,12.0,14.0,1.0,52.0,17.0,22.0,,53.0,24.0,77.0,14.0,10.0,29.0,7.0,17.0,178.0,15.0,45.0,,36.0,72.0,10.0,118.0,60.0,178.0,9.0,25.0,16.0,9.0,26.0,2.0,8.0,22.0,6.0,18.0,,2.0,48.0,8.0,9.0,51.0,92.0,2.0,9.0,76.0,5.0,6.0,92.0,6.0,2.0,34.0,,14.0,27.0,24.0,,3.0,28.0,15.0,2.0,,2.0,323.0,111.0,93.0,13.0,13.0,0.4690265486725664,0.5,0.8571428571428571,0.34146341463414637,0.4444444444444444,0.4,0.345679012345679,0.46502057613168724,0.475,0.43103448275862066,0.47692307692307695,0.5102040816326531,0.47435897435897434,0.5177111716621253,0.5566037735849056,0.5612244897959183,0.2523076923076923,,0.09053497942386832,0.1553398058252427,0.09259259259259259,0.011627906976744186,,0.5416666666666666,0.8333333333333334,,0.6728971962616822,0.3515625,0.6923076923076923,0.29411764705882354,0.6792452830188679,0.33519553072625696,0.45652173913043476,0.3,0.28846153846153844,0.3235294117647059,0.23529411764705882,0.5660377358490566,0.8461538461538461,0.7560975609756098,0.6756756756756757,0.7333333333333333,0.05732484076433121,86.70284938941656,0.5357142857142857,16.62146892655367,16.59550561797753,15.570621468926554,15.252808988764045,0.3169230769230769,0.5533980582524272,0.6551724137931034,0.5087719298245614,0.16615384615384615,0.42592592592592593,0.46938775510204084,0.30434782608695654,0.26461538461538464,0.38372093023255816,0.38823529411764707,0.5151515151515151,0.08923076923076922,0.3793103448275862,0.3793103448275862,0.9090909090909091,0.16307692307692306,0.32075471698113206,0.32075471698113206,0.8235294117647058,0.5102040816326531,0.64,0.4375,0.08163265306122448,0.75,0.6666666666666666,0.10204081632653061,0.2,,0.3076923076923077,0.4583333333333333,0.08974358974358974,0.5714285714285714,0.16666666666666666,0.3076923076923077,0.5692307692307692,0.3269230769230769,0.4904149691358025,0.5151024390243902,0.4689243589743589,0.09631728045325778,0.12546125461254612,,0.1544502617801047,0.2905759162303665,8.396707818930041,25.24390243902439,0.2627118644067797,1.0,1.0,,,,,1610612766,2009,2008-09,True
101109-201162-2202-2222-2731,1610612766,"Raymond Felton, Jared Dudley, Jason Richardson, Gerald Wallace, Emeka Okafor","Felton, Dudley, Richardson, Wallace, Okafor",101109-201162-2202-2222-2731,CHA,6283.0,10,105.0,10.0,177.0,179.0,6.0,19.0,26.0,356,31.0,52.0,5.0,10.0,2.0,4.0,6.0,21.0,26.0,51.0,5.0,20.0,,,,,9.0,22.0,2.0,4.0,,,63.0,124.0,14.0,42.0,27.0,195.0,185.0,8.0,19.0,2.0,4.0,1.0,23.0,2.0,6.0,,,1.0,5.0,70.0,56.0,39.0,3.0,8.0,1.0,21.0,9.0,6.0,,35.0,13.0,48.0,8.0,5.0,13.0,1.0,21.0,109.0,8.0,23.0,,13.0,49.0,6.0,68.0,31.0,99.0,5.0,7.0,3.0,4.0,16.0,7.0,12.0,16.0,,4.0,,3.0,32.0,8.0,2.0,19.0,36.0,1.0,3.0,43.0,2.0,5.0,37.0,7.0,1.0,19.0,1.0,1.0,11.0,6.0,1.0,4.0,11.0,6.0,,1.0,,172.0,5.0,6.0,2.0,,0.5555555555555556,0.5932203389830508,0.9285714285714286,0.3333333333333333,0.5,,0.34146341463414637,0.5080645161290323,0.42105263157894735,0.3333333333333333,0.5060240963855421,0.4782608695652174,0.3333333333333333,0.5388888888888889,0.4791666666666667,0.4166666666666667,0.25301204819277107,,0.04838709677419355,0.11538461538461539,,,,0.5,0.8571428571428571,,0.620253164556962,0.38333333333333336,0.8666666666666667,0.2962962962962963,0.6595744680851063,0.3563218390804598,0.7142857142857143,0.26666666666666666,0.16666666666666666,0.4166666666666667,0.2,0.5333333333333333,0.5555555555555556,0.7419354838709677,0.9,0.8,0.06172839506172839,81.59159637116028,0.5454545454545454,17.429378531073446,17.865921787709496,16.372881355932204,16.70391061452514,0.3132530120481928,0.5961538461538461,0.6739130434782609,0.41935483870967744,0.12650602409638553,0.2857142857142857,0.2857142857142857,0.16666666666666666,0.3072289156626506,0.5098039215686274,0.5098039215686274,0.8076923076923077,0.12048192771084337,0.25,0.25,1.0,0.13253012048192772,0.4090909090909091,0.4090909090909091,0.8888888888888888,0.43478260869565216,0.5,0.2,,,,0.17391304347826086,0.5,0.5,0.6666666666666666,0.5,,,,,0.5662650602409639,0.42857142857142855,0.4947778787878788,0.5076138888888889,0.5223833333333333,0.11173184357541899,0.13970588235294118,0.023255813953488372,0.11794871794871795,0.02564102564102564,8.949193548387097,26.166666666666668,0.03389830508474576,,,,,,,1610612766,2009,2008-09,True
101109-101118-2202-2222-2731,1610612766,"Raymond Felton, Sean May, Jason Richardson, Gerald Wallace, Emeka Okafor","Felton, May, Richardson, Wallace, Okafor",101109-101118-2202-2222-2731,CHA,6059.0,7,101.0,15.0,186.0,188.0,9.0,19.0,22.0,374,36.0,58.0,10.0,16.0,1.0,1.0,9.0,28.0,16.0,44.0,4.0,12.0,,2.0,,,14.0,28.0,,1.0,1.0,2.0,61.0,130.0,18.0,40.0,25.0,201.0,186.0,11.0,19.0,,3.0,2.0,24.0,2.0,6.0,1.0,2.0,4.0,11.0,56.0,66.0,48.0,6.0,18.0,1.0,27.0,14.0,10.0,,28.0,16.0,44.0,12.0,4.0,14.0,3.0,11.0,104.0,5.0,19.0,1.0,9.0,60.0,3.0,72.0,25.0,97.0,2.0,13.0,8.0,5.0,16.0,4.0,5.0,11.0,,11.0,1.0,1.0,27.0,1.0,1.0,27.0,43.0,1.0,2.0,35.0,,4.0,33.0,3.0,,17.0,,1.0,19.0,14.0,2.0,3.0,19.0,11.0,,,,177.0,11.0,9.0,2.0,1.0,0.45901639344262296,0.5384615384615384,0.8888888888888888,0.45,,0.5,0.46153846153846156,0.46923076923076923,0.5789473684210527,0.3333333333333333,0.5176470588235295,0.5,0.4375,0.5432432432432432,0.5217391304347826,0.55,0.23529411764705882,,0.07692307692307693,0.13793103448275862,0.07142857142857142,,,0.5925925925925926,0.6,0.25,0.7407407407407407,0.2753623188405797,0.75,0.23809523809523808,0.7419354838709677,0.26666666666666666,0.4090909090909091,0.21052631578947367,0.21428571428571427,0.23076923076923078,0.25,0.6363636363636364,0.6363636363636364,0.8648648648648649,1.0,0.5714285714285714,0.025,88.88595477801617,0.5789473684210527,15.96774193548387,16.430851063829788,15.182795698924732,15.22872340425532,0.3411764705882353,0.6206896551724138,0.72,0.3888888888888889,0.16470588235294117,0.32142857142857145,0.34615384615384615,0.3333333333333333,0.25882352941176473,0.36363636363636365,0.36363636363636365,0.6875,0.07058823529411765,0.3333333333333333,0.3333333333333333,1.0,0.16470588235294117,0.5,0.5,0.8571428571428571,0.7272727272727273,0.625,0.1,0.09090909090909091,,,0.045454545454545456,,,0.125,1.0,,,0.25,0.5,0.5764705882352941,0.5185185185185185,0.510739349112426,0.5703694444444445,0.45098571428571427,0.09239130434782608,0.11805555555555555,,0.11940298507462686,0.05472636815920398,8.466923076923077,26.192500000000003,0.04838709677419355,,,1.0,,,,1610612766,2009,2008-09,True
101109-1952-200747-2564-2731,1610612766,"Raymond Felton, Raja Bell, Adam Morrison, Boris Diaw, Emeka Okafor","Felton, Bell, Morrison, Diaw, Okafor",101109-1952-200747-2564-2731,CHA,4571.0,9,76.0,29.0,141.0,138.0,18.0,13.0,18.0,279,32.0,47.0,8.0,11.0,3.0,5.0,8.0,23.0,10.0,29.0,3.0,10.0,,,1.0,3.0,6.0,9.0,2.0,3.0,,,50.0,99.0,9.0,19.0,42.0,169.0,140.0,8.0,12.0,2.0,3.0,6.0,28.0,5.0,11.0,1.0,3.0,12.0,25.0,52.0,48.0,27.0,,8.0,,9.0,6.0,8.0,,26.0,9.0,35.0,6.0,3.0,16.0,4.0,6.0,79.0,4.0,19.0,,12.0,33.0,3.0,48.0,23.0,71.0,3.0,14.0,6.0,8.0,9.0,3.0,4.0,14.0,1.0,5.0,,6.0,23.0,2.0,1.0,11.0,30.0,2.0,2.0,44.0,2.0,4.0,57.0,5.0,2.0,30.0,,,7.0,5.0,,2.0,7.0,5.0,,,,141.0,25.0,18.0,2.0,,0.52,0.5652173913043478,1.0,0.47368421052631576,0.6666666666666666,0.3333333333333333,0.47368421052631576,0.5050505050505051,0.6666666666666666,0.45454545454545453,0.538135593220339,0.7333333333333333,0.4642857142857143,0.583916083916084,0.6666666666666666,0.5681818181818182,0.16101694915254236,,0.08080808080808081,0.1276595744680851,0.08695652173913043,,,0.391304347826087,0.75,,0.7674418604651163,0.3877551020408163,0.75,0.4,0.7627118644067796,0.3898305084745763,0.6,0.2,0.3684210526315789,0.6666666666666666,0.2857142857142857,0.6470588235294118,0.8181818181818182,0.8666666666666667,0.8181818181818182,0.6,0.058823529411764705,87.89323999124917,0.7142857142857143,15.794326241134751,16.985507246376812,15.212765957446809,16.31159420289855,0.3983050847457627,0.6808510638297872,0.7804878048780488,0.5,0.19491525423728814,0.34782608695652173,0.38095238095238093,0.5,0.2457627118644068,0.3448275862068966,0.3448275862068966,0.6,0.0847457627118644,0.3,0.3,1.0,0.07627118644067797,0.6666666666666666,0.6666666666666666,1.0,0.7333333333333333,0.7272727272727273,0.25,,,,0.2,0.6666666666666666,1.0,0.35714285714285715,0.6,0.21428571428571427,0.3333333333333333,,,0.559322033898305,0.6666666666666666,0.5143538135593221,0.5617964285714285,0.5062535714285714,0.2097902097902098,0.24193548387096775,,0.16568047337278108,0.14792899408284024,7.70909090909091,24.24736842105263,0.1276595744680851,,,,,,,1610612766,2009,2008-09,True
101109-2222-2564-2679-2731,1610612766,"Raymond Felton, Gerald Wallace, Boris Diaw, Matt Carroll, Emeka Okafor","Felton, Wallace, Diaw, Carroll, Okafor",101109-2222-2564-2679-2731,CHA,3908.0,7,65.0,33.0,126.0,128.0,2.0,,11.0,254,31.0,53.0,4.0,5.0,,,9.0,13.0,12.0,27.0,3.0,5.0,,1.0,,,2.0,10.0,,1.0,,,52.0,93.0,5.0,15.0,17.0,136.0,103.0,6.0,8.0,,2.0,2.0,14.0,,1.0,,,,,50.0,54.0,15.0,,8.0,,10.0,2.0,5.0,,25.0,5.0,30.0,2.0,3.0,14.0,2.0,9.0,65.0,4.0,10.0,,7.0,40.0,2.0,49.0,14.0,63.0,,16.0,11.0,5.0,11.0,3.0,8.0,12.0,4.0,3.0,1.0,2.0,23.0,2.0,1.0,9.0,18.0,,,26.0,3.0,3.0,21.0,2.0,1.0,11.0,,,11.0,9.0,2.0,,11.0,9.0,,1.0,,122.0,,2.0,,,0.4807692307692308,0.5208333333333334,1.0,0.3333333333333333,,,0.3333333333333333,0.5591397849462365,0.75,,0.5509259259259259,0.6,,0.5769230769230769,0.6363636363636364,,0.1388888888888889,,0.053763440860215055,0.09433962264150944,,,,0.4782608695652174,1.0,,0.8,0.24390243902439024,0.6363636363636364,0.4,0.7704918032786885,0.27450980392156865,0.3181818181818182,0.5,0.06666666666666667,0.25,1.0,0.7692307692307693,0.875,0.8125,0.5555555555555556,1.0,,93.5926305015353,0.8181818181818182,13.825396825396826,16.921875,13.420634920634921,15.9453125,0.49074074074074076,0.5849056603773585,0.6458333333333334,0.45161290322580644,0.12037037037037036,0.6923076923076923,0.6923076923076923,0.2222222222222222,0.25,0.4444444444444444,0.4444444444444444,0.75,0.046296296296296294,0.6,0.6,1.0,0.09259259259259259,0.2,0.2,1.0,0.5,0.8,,0.1,,,0.1,,,,,,,,,0.6296296296296297,0.2,0.5334814814814814,0.5154285714285715,0.3749,0.09401709401709402,0.10784313725490197,,0.10294117647058823,,6.616129032258064,25.293333333333333,0.015873015873015872,,,,,,,1610612766,2009,2008-09,True
101109-201571-2209-2564-2731,1610612766,"Raymond Felton, D.J. Augustin, Vladimir Radmanovic, Boris Diaw, Emeka Okafor","Felton, Augustin, Radmanovic, Diaw, Okafor",101109-201571-2209-2564-2731,CHA,3280.0,13,55.0,-24.0,102.0,105.0,31.0,33.0,10.0,207,17.0,33.0,3.0,5.0,7.0,10.0,8.0,13.0,7.0,22.0,,4.0,,1.0,,2.0,6.0,13.0,1.0,1.0,1.0,5.0,32.0,68.0,6.0,17.0,17.0,99.0,123.0,4.0,8.0,1.0,2.0,2.0,13.0,9.0,18.0,1.0,7.0,10.0,31.0,46.0,18.0,15.0,3.0,6.0,,13.0,6.0,6.0,,23.0,5.0,28.0,5.0,,11.0,6.0,6.0,61.0,3.0,11.0,1.0,16.0,18.0,1.0,35.0,15.0,50.0,1.0,11.0,5.0,6.0,9.0,1.0,8.0,12.0,3.0,1.0,,2.0,21.0,1.0,5.0,14.0,23.0,,3.0,17.0,3.0,,20.0,2.0,,7.0,,4.0,7.0,5.0,1.0,1.0,7.0,1.0,1.0,,,86.0,31.0,31.0,2.0,4.0,0.71875,0.7931034482758621,0.8333333333333334,0.35294117647058826,0.5,0.14285714285714285,0.35294117647058826,0.47058823529411764,0.5,0.5,0.4823529411764706,0.55,0.42,0.526595744680851,0.5909090909090909,0.5,0.2,,0.08823529411764706,0.18181818181818182,,,,0.42857142857142855,0.5,0.2,0.6206896551724138,0.3055555555555556,0.7272727272727273,0.3,0.6666666666666666,0.30434782608695654,0.375,0.2,0.26666666666666666,0.16666666666666666,0.5,0.5,0.7142857142857143,0.75,0.75,0.7,0.025,90.8780487804878,0.14285714285714285,15.372549019607844,16.304761904761904,14.764705882352942,14.942857142857143,0.38823529411764707,0.5151515151515151,0.6296296296296297,0.6470588235294118,0.15294117647058825,0.6153846153846154,0.6153846153846154,0.75,0.25882352941176473,0.3181818181818182,0.3181818181818182,0.8571428571428571,0.047058823529411764,,,,0.15294117647058825,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.5,0.6,,0.1,,,0.1,1.0,,0.4,0.7,0.08,,0.2,0.2,0.5882352941176471,0.46153846153846156,0.4936094117647059,0.5041722222222222,0.493818,0.07777777777777778,0.0958904109589041,,0.13131313131313133,0.31313131313131315,7.729411764705882,25.205882352941178,0.30392156862745096,,,,,,,1610612766,2009,2008-09,True
101109-201571-2202-2222-2731,1610612766,"Raymond Felton, D.J. Augustin, Jason Richardson, Gerald Wallace, Emeka Okafor","Felton, Augustin, Richardson, Wallace, Okafor",101109-201571-2202-2222-2731,CHA,3203.0,11,53.0,2.0,99.0,98.0,45.0,56.0,16.0,197,10.0,24.0,3.0,7.0,1.0,8.0,9.0,19.0,8.0,15.0,3.0,8.0,2.0,2.0,2.0,3.0,4.0,12.0,1.0,1.0,1.0,4.0,27.0,58.0,7.0,20.0,35.0,110.0,108.0,3.0,9.0,3.0,3.0,8.0,23.0,6.0,24.0,3.0,7.0,24.0,45.0,22.0,32.0,21.0,,2.0,,12.0,4.0,3.0,,11.0,7.0,18.0,4.0,3.0,4.0,3.0,4.0,43.0,7.0,8.0,1.0,10.0,25.0,4.0,39.0,16.0,55.0,2.0,2.0,2.0,,7.0,,5.0,8.0,1.0,2.0,1.0,1.0,15.0,,5.0,11.0,30.0,,4.0,37.0,3.0,5.0,42.0,4.0,,13.0,,10.0,7.0,6.0,,1.0,7.0,4.0,,,1.0,87.0,45.0,45.0,4.0,9.0,0.4074074074074074,0.4230769230769231,1.0,0.35,1.0,0.42857142857142855,0.35,0.46551724137931033,0.3333333333333333,0.25,0.4807692307692308,0.625,0.3387096774193548,0.5670103092783505,0.71875,0.5,0.2564102564102564,,0.05172413793103448,0.125,,,,0.4666666666666667,0.8,0.2,0.6944444444444444,0.25806451612903225,0.7692307692307693,0.5384615384615384,0.7142857142857143,0.3409090909090909,0.35714285714285715,0.2,0.14285714285714285,0.375,0.8,0.625,0.5714285714285714,0.8461538461538461,0.75,0.8,0.04878048780487805,88.56696846706213,0.5714285714285714,14.090909090909092,18.448979591836736,13.141414141414142,16.846938775510203,0.3076923076923077,0.4166666666666667,0.47619047619047616,0.4,0.24358974358974358,0.47368421052631576,0.47368421052631576,0.3333333333333333,0.19230769230769232,0.5333333333333333,0.5333333333333333,0.5,0.10256410256410256,0.375,0.375,1.0,0.15384615384615385,0.3333333333333333,0.3333333333333333,1.0,0.5833333333333334,0.42857142857142855,0.3333333333333333,0.16666666666666666,1.0,1.0,0.08333333333333333,1.0,1.0,0.25806451612903225,0.125,0.0967741935483871,0.6666666666666666,0.12903225806451613,0.25,0.5641025641025641,0.3333333333333333,0.48538717948717947,0.5384142857142857,0.45724677419354837,0.14942528735632185,0.19402985074626866,,0.20909090909090908,0.4090909090909091,7.7620689655172415,24.9,0.45454545454545453,,,,,,,1610612766,2009,2008-09,True
101109-1952-2205-2222-2564,1610612766,"Raymond Felton, Raja Bell, DeSagana Diop, Gerald Wallace, Boris Diaw","Felton, Bell, Diop, Wallace, Diaw",101109-1952-2205-2222-2564,CHA,3140.0,17,52.0,-19.0,89.0,88.0,37.0,39.0,12.0,177,8.0,18.0,4.0,7.0,3.0,6.0,9.0,25.0,13.0,24.0,2.0,6.0,,1.0,2.0,4.0,,7.0,,,,5.0,30.0,67.0,2.0,13.0,18.0,84.0,103.0,5.0,10.0,,1.0,2.0,12.0,12.0,23.0,2.0,9.0,7.0,37.0,26.0,34.0,6.0,,8.0,1.0,6.0,,6.0,,13.0,2.0,15.0,,2.0,3.0,3.0,7.0,32.0,2.0,10.0,1.0,6.0,21.0,1.0,28.0,13.0,41.0,2.0,4.0,3.0,1.0,7.0,1.0,4.0,7.0,1.0,3.0,,1.0,14.0,1.0,6.0,10.0,22.0,,3.0,22.0,1.0,4.0,23.0,3.0,2.0,7.0,,5.0,5.0,5.0,,,5.0,4.0,1.0,1.0,,72.0,37.0,37.0,1.0,4.0,0.43333333333333335,0.5,1.0,0.15384615384615385,,0.2222222222222222,0.16666666666666666,0.44776119402985076,0.5,0.5217391304347826,0.4125,0.45454545454545453,0.46875,0.4606741573033708,0.5,0.5,0.1625,,0.08955223880597014,0.2777777777777778,0.04,,,0.5,1.0,0.3333333333333333,0.7241379310344828,0.2702702702702703,0.75,0.2,0.7297297297297297,0.2553191489361702,0.5,0.3125,,0.3333333333333333,,0.7692307692307693,0.6666666666666666,0.6923076923076923,0.5,0.8333333333333334,0.04878048780487805,81.17197452229298,0.8,17.584269662921347,17.897727272727273,16.752808988764045,17.113636363636363,0.225,0.4444444444444444,0.6153846153846154,0.375,0.3125,0.36,0.375,0.3333333333333333,0.3,0.5416666666666666,0.5416666666666666,0.5384615384615384,0.075,0.3333333333333333,0.3333333333333333,1.0,0.0875,,,,0.6363636363636364,0.5714285714285714,,0.09090909090909091,,,,,,0.1875,0.5,0.125,0.5,0.15625,,0.3875,,0.45269556962025315,0.4800888888888889,0.4642109375,0.08333333333333333,0.09859154929577464,,0.14285714285714285,0.44047619047619047,10.226865671641791,26.484615384615385,0.4157303370786517,,,,,,,1610612766,2009,2008-09,True
